pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000003571,0.0000009914,0.0000000619,0.0000001719,
0.1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.5,0.0000042857,0.0000029743,0.0000007430,0.0000005156,
1,0.0000060714,0.0000036258,0.0000010526,0.0000006286,
5,0.0000314286,0.0000074933,0.0000054487,0.0000012991,
10,0.0000578571,0.0000123033,0.0000100305,0.0000021330,
50,0.0003010714,0.0000195068,0.0000521960,0.0000033819,
1e2,0.0005914286,0.0000322653,0.0001025345,0.0000055937,
5e2,0.0031323214,0.0000751109,0.0005430428,0.0000130218,
1e3,0.0063155357,0.0001206395,0.0010949087,0.0000209150,
5e3,0.0317944643,0.0006251124,0.0055121269,0.0001083742,
1e4,0.0624744643,0.0007080349,0.0108310420,0.0001227502,
5e4,0.3045164286,0.0057493216,0.0527932535,0.0009967455,
1e5,0.5733728571,0.0047979277,0.0994042217,0.0008318048,
5e5,1.8914569643,0.0292706605,0.3279171748,0.0050745814,
1e6,2.5552264286,0.0375658633,0.4429932307,0.0065127000,
5e6,3.5304412500,0.0060414925,0.6120637912,0.0010473985,
1e7,3.7075396429,0.0119749719,0.6427668977,0.0020760710,
5e7,3.9396775000,0.0019650433,0.6830120588,0.0003406747,
1e8,3.9858719643,0.0018745837,0.6910206778,0.0003249919,
