     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.3181305343E-02    0.6332834660E-02    0.1294565970E-03
    0.3000000000E+01    0.9453082141E-02    0.1864553428E-01    0.3800808458E-03
    0.5000000000E+01    0.1560664428E-01    0.3050912740E-01    0.6201397170E-03
    0.7000000000E+01    0.2164535262E-01    0.4194781319E-01    0.8501822879E-03
    0.9000000000E+01    0.2757244134E-01    0.5298408169E-01    0.1070720925E-02
    0.1100000000E+02    0.3339102383E-01    0.6363886215E-01    0.1282234347E-02
    0.1300000000E+02    0.3910409825E-01    0.7393165610E-01    0.1485170379E-02
    0.1500000000E+02    0.4471455284E-01    0.8388065711E-01    0.1679948437E-02
    0.1700000000E+02    0.5022517092E-01    0.9350285865E-01    0.1866961777E-02
    0.1900000000E+02    0.5563863554E-01    0.1028141515E+00    0.2046579522E-02
    0.2100000000E+02    0.6095753403E-01    0.1118294116E+00    0.2219148507E-02
    0.2300000000E+02    0.6618436217E-01    0.1205625800E+00    0.2384994952E-02
    0.2500000000E+02    0.7132152822E-01    0.1290267354E+00    0.2544425985E-02
    0.2700000000E+02    0.7637135676E-01    0.1372341592E+00    0.2697731029E-02
    0.2900000000E+02    0.8133609221E-01    0.1451963958E+00    0.2845183070E-02
    0.3100000000E+02    0.8621790235E-01    0.1529243072E+00    0.2987039810E-02
    0.3300000000E+02    0.9101888147E-01    0.1604281224E+00    0.3123544733E-02
    0.3500000000E+02    0.9574105354E-01    0.1677174829E+00    0.3254928071E-02
    0.3700000000E+02    0.1003863751E+00    0.1748014844E+00    0.3381407698E-02
    0.3900000000E+02    0.1049567380E+00    0.1816887150E+00    0.3503189949E-02
    0.4100000000E+02    0.1094539721E+00    0.1883872898E+00    0.3620470376E-02
    0.4300000000E+02    0.1138798479E+00    0.1949048835E+00    0.3733434437E-02
    0.4500000000E+02    0.1182360788E+00    0.2012487593E+00    0.3842258147E-02
    0.4700000000E+02    0.1225243231E+00    0.2074257966E+00    0.3947108661E-02
    0.4900000000E+02    0.1267461869E+00    0.2134425159E+00    0.4048144828E-02
    0.1000000000E+02    0.3049510584E-01    0.5835790708E-01    0.1177577105E-02
    0.3000000000E+02    0.8378723037E-01    0.1490889886E+00    0.2916795313E-02
    0.5000000000E+02    0.1288327141E+00    0.2163927016E+00    0.4097280024E-02
    0.7000000000E+02    0.1674320971E+00    0.2683251495E+00    0.4912757165E-02
    0.9000000000E+02    0.2008946257E+00    0.3096260853E+00    0.5480123399E-02
    0.1100000000E+03    0.2301952874E+00    0.3432665869E+00    0.5873856537E-02
    0.1300000000E+03    0.2560752756E+00    0.3712039180E+00    0.6143387533E-02
    0.1500000000E+03    0.2791082835E+00    0.3947801379E+00    0.6322580633E-02
    0.1700000000E+03    0.2997454479E+00    0.4149463190E+00    0.6435228409E-02
    0.1900000000E+03    0.3183465471E+00    0.4323953428E+00    0.6498393042E-02
    0.2100000000E+03    0.3352021194E+00    0.4476440013E+00    0.6524518409E-02
    0.2300000000E+03    0.3505494407E+00    0.4610856328E+00    0.6522808592E-02
    0.2500000000E+03    0.3645842619E+00    0.4730249358E+00    0.6500152080E-02
    0.2700000000E+03    0.3774695665E+00    0.4837016273E+00    0.6461755671E-02
    0.2900000000E+03    0.3893421929E+00    0.4933069031E+00    0.6411587860E-02
    0.3100000000E+03    0.4003179084E+00    0.5019951347E+00    0.6352694305E-02
    0.3300000000E+03    0.4104953402E+00    0.5098923360E+00    0.6287425648E-02
    0.3500000000E+03    0.4199590552E+00    0.5171023955E+00    0.6217604222E-02
    0.3700000000E+03    0.4287819954E+00    0.5237117332E+00    0.6144647477E-02
    0.3900000000E+03    0.4370274214E+00    0.5297928282E+00    0.6069660333E-02
    0.4100000000E+03    0.4447504776E+00    0.5354069239E+00    0.5993504918E-02
    0.4300000000E+03    0.4519994611E+00    0.5406061268E+00    0.5916853700E-02
    0.4500000000E+03    0.4588168587E+00    0.5454350509E+00    0.5840230263E-02
    0.4700000000E+03    0.4652402004E+00    0.5499321195E+00    0.5764040825E-02
    0.4900000000E+03    0.4713027659E+00    0.5541306043E+00    0.5688598759E-02
    0.1000000000E+03    0.2160142910E+00    0.3272636147E+00    0.5695154556E-02
    0.3000000000E+03    0.3949356383E+00    0.4977571910E+00    0.6383070797E-02
    0.5000000000E+03    0.4742081419E+00    0.5561270759E+00    0.5651235341E-02
    0.7000000000E+03    0.5190869938E+00    0.5857575506E+00    0.4976403316E-02
    0.9000000000E+03    0.5479690753E+00    0.6037310484E+00    0.4447165042E-02
    0.1100000000E+04    0.5681056600E+00    0.6158176396E+00    0.4034465226E-02
    0.1300000000E+04    0.5829405457E+00    0.6245136765E+00    0.3706677215E-02
    0.1500000000E+04    0.5943201053E+00    0.6310766642E+00    0.3440685089E-02
    0.1700000000E+04    0.6033232438E+00    0.6362095587E+00    0.3220496710E-02
    0.1900000000E+04    0.6106224957E+00    0.6403363881E+00    0.3035013464E-02
    0.2100000000E+04    0.6166587871E+00    0.6437282581E+00    0.2876392888E-02
    0.2300000000E+04    0.6217331701E+00    0.6465666675E+00    0.2738973196E-02
    0.2500000000E+04    0.6260581726E+00    0.6489777492E+00    0.2618579136E-02
    0.2700000000E+04    0.6297880829E+00    0.6510519142E+00    0.2512069991E-02
    0.2900000000E+04    0.6330376047E+00    0.6528556782E+00    0.2417040071E-02
    0.3100000000E+04    0.6358937764E+00    0.6544390784E+00    0.2331616271E-02
    0.3300000000E+04    0.6384238308E+00    0.6558404866E+00    0.2254318459E-02
    0.3500000000E+04    0.6406805212E+00    0.6570898267E+00    0.2183961341E-02
    0.3700000000E+04    0.6427058167E+00    0.6582107819E+00    0.2119584230E-02
    0.3900000000E+04    0.6445335222E+00    0.6592223442E+00    0.2060399936E-02
    0.4100000000E+04    0.6461911702E+00    0.6601399228E+00    0.2005757005E-02
    0.4300000000E+04    0.6477014095E+00    0.6609761522E+00    0.1955111416E-02
    0.4500000000E+04    0.6490830418E+00    0.6617414916E+00    0.1908005093E-02
    0.4700000000E+04    0.6503518044E+00    0.6624446742E+00    0.1864049389E-02
    0.4900000000E+04    0.6515209699E+00    0.6630930497E+00    0.1822912257E-02
    0.1000000000E+04    0.5588625866E+00    0.6103120679E+00    0.4228415176E-02
    0.3000000000E+04    0.6345102652E+00    0.6536722959E+00    0.2373227811E-02
    0.5000000000E+04    0.6520717938E+00    0.6633986696E+00    0.1803309843E-02
    0.7000000000E+04    0.6598718493E+00    0.6677434046E+00    0.1507155757E-02
    0.9000000000E+04    0.6642765736E+00    0.6702208414E+00    0.1319135372E-02
    0.1100000000E+05    0.6671059647E+00    0.6718283534E+00    0.1186435354E-02
    0.1300000000E+05    0.6690766927E+00    0.6729589453E+00    0.1086425397E-02
    0.1500000000E+05    0.6705280343E+00    0.6737992568E+00    0.1007604575E-02
    0.1700000000E+05    0.6716413578E+00    0.6744494700E+00    0.9434340664E-03
    0.1900000000E+05    0.6725224055E+00    0.6749682539E+00    0.8898876147E-03
    0.2100000000E+05    0.6732369854E+00    0.6753922870E+00    0.8443334416E-03
    0.2300000000E+05    0.6738281946E+00    0.6757456991E+00    0.8049694139E-03
    0.2500000000E+05    0.6743254375E+00    0.6760450270E+00    0.7705146884E-03
    0.2700000000E+05    0.6747494632E+00    0.6763019907E+00    0.7400307163E-03
    0.2900000000E+05    0.6751153313E+00    0.6765251326E+00    0.7128120260E-03
    0.3100000000E+05    0.6754342367E+00    0.6767208294E+00    0.6883167692E-03
    0.3300000000E+05    0.6757146750E+00    0.6768939394E+00    0.6661209850E-03
    0.3500000000E+05    0.6759632091E+00    0.6770482305E+00    0.6458875715E-03
    0.3700000000E+05    0.6761849895E+00    0.6771866709E+00    0.6273446846E-03
    0.3900000000E+05    0.6763841150E+00    0.6773116312E+00    0.6102703569E-03
    0.4100000000E+05    0.6765638875E+00    0.6774250283E+00    0.5944813257E-03
    0.4300000000E+05    0.6767269974E+00    0.6775284293E+00    0.5798247735E-03
    0.4500000000E+05    0.6768756584E+00    0.6776231282E+00    0.5661721240E-03
    0.4700000000E+05    0.6770117086E+00    0.6777102028E+00    0.5534143165E-03
    0.4900000000E+05    0.6771366873E+00    0.6777905588E+00    0.5414581586E-03
    0.1000000000E+05    0.6658302111E+00    0.6711015677E+00    0.1247664523E-02
    0.3000000000E+05    0.6752800706E+00    0.6766260782E+00    0.7002528093E-03
    0.5000000000E+05    0.6771954387E+00    0.6778284615E+00    0.5357552007E-03
    0.7000000000E+05    0.6780187098E+00    0.6783699860E+00    0.4491342475E-03
    0.9000000000E+05    0.6784766725E+00    0.6786824514E+00    0.3936962761E-03
    0.1100000000E+06    0.6787683130E+00    0.6788876362E+00    0.3543790860E-03
    0.1300000000E+06    0.6789703096E+00    0.6790335944E+00    0.3246559444E-03
    0.1500000000E+06    0.6791184861E+00    0.6791432366E+00    0.3011821133E-03
    0.1700000000E+06    0.6792318226E+00    0.6792289208E+00    0.2820442414E-03
    0.1900000000E+06    0.6793213135E+00    0.6792979220E+00    0.2660587727E-03
    0.2100000000E+06    0.6793937675E+00    0.6793548129E+00    0.2524493614E-03
    0.2300000000E+06    0.6794536267E+00    0.6794026177E+00    0.2406829525E-03
    0.2500000000E+06    0.6795039123E+00    0.6794434198E+00    0.2303798715E-03
    0.2700000000E+06    0.6795467508E+00    0.6794787033E+00    0.2212614307E-03
    0.2900000000E+06    0.6795836824E+00    0.6795095554E+00    0.2131178595E-03
    0.3100000000E+06    0.6796158499E+00    0.6795367913E+00    0.2057878568E-03
    0.3300000000E+06    0.6796441192E+00    0.6795610353E+00    0.1991450959E-03
    0.3500000000E+06    0.6796691584E+00    0.6795827736E+00    0.1930890525E-03
    0.3700000000E+06    0.6796914911E+00    0.6796023908E+00    0.1875386086E-03
    0.3900000000E+06    0.6797115337E+00    0.6796201956E+00    0.1824274927E-03
    0.4100000000E+06    0.6797296211E+00    0.6796364384E+00    0.1777009629E-03
    0.4300000000E+06    0.6797460261E+00    0.6796513250E+00    0.1733133535E-03
    0.4500000000E+06    0.6797609730E+00    0.6796650257E+00    0.1692262290E-03
    0.4700000000E+06    0.6797746480E+00    0.6796776832E+00    0.1654069783E-03
    0.4900000000E+06    0.6797872066E+00    0.6796894175E+00    0.1618277280E-03
    0.1000000000E+06    0.6786370551E+00    0.6787945726E+00    0.3725387193E-03
    0.3000000000E+06    0.6796003021E+00    0.6795235826E+00    0.2093597532E-03
    0.5000000000E+06    0.6797931092E+00    0.6796949709E+00    0.1601204753E-03
    0.7000000000E+06    0.6798757441E+00    0.6797758289E+00    0.1341918865E-03
    0.9000000000E+06    0.6799216489E+00    0.6798241008E+00    0.1176019948E-03
    0.1100000000E+07    0.6799508576E+00    0.6798566674E+00    0.1058395503E-03
    0.1300000000E+07    0.6799710762E+00    0.6798803588E+00    0.9694950976E-04
    0.1500000000E+07    0.6799859008E+00    0.6798984996E+00    0.8993007136E-04
    0.1700000000E+07    0.6799972355E+00    0.6799129152E+00    0.8420824649E-04
    0.1900000000E+07    0.6800061824E+00    0.6799246972E+00    0.7942965848E-04
    0.2100000000E+07    0.6800134239E+00    0.6799345411E+00    0.7536189578E-04
    0.2300000000E+07    0.6800194050E+00    0.6799429129E+00    0.7184540560E-04
    0.2500000000E+07    0.6800244281E+00    0.6799501372E+00    0.6876656153E-04
    0.2700000000E+07    0.6800287063E+00    0.6799564479E+00    0.6604197140E-04
    0.2900000000E+07    0.6800323937E+00    0.6799620177E+00    0.6360887324E-04
    0.3100000000E+07    0.6800356048E+00    0.6799669777E+00    0.6141901245E-04
    0.3300000000E+07    0.6800384260E+00    0.6799714287E+00    0.5943460146E-04
    0.3500000000E+07    0.6800409243E+00    0.6799754502E+00    0.5762557381E-04
    0.3700000000E+07    0.6800431521E+00    0.6799791053E+00    0.5596766975E-04
    0.3900000000E+07    0.6800451511E+00    0.6799824453E+00    0.5444107123E-04
    0.4100000000E+07    0.6800469546E+00    0.6799855117E+00    0.5302940951E-04
    0.4300000000E+07    0.6800485900E+00    0.6799883392E+00    0.5171903064E-04
    0.4500000000E+07    0.6800500798E+00    0.6799909565E+00    0.5049844345E-04
    0.4700000000E+07    0.6800514425E+00    0.6799933878E+00    0.4935789866E-04
    0.4900000000E+07    0.6800526937E+00    0.6799956537E+00    0.4828906388E-04
    0.1000000000E+07    0.6799377142E+00    0.6798417988E+00    0.1112719491E-03
    0.3000000000E+07    0.6800340528E+00    0.6799645670E+00    0.6248610810E-04
    0.5000000000E+07    0.6800532816E+00    0.6799967301E+00    0.4777925766E-04
    0.7000000000E+07    0.6800615049E+00    0.6800127338E+00    0.4003770645E-04
    0.9000000000E+07    0.6800660631E+00    0.6800226328E+00    0.3508543875E-04
    0.1100000000E+08    0.6800689570E+00    0.6800294898E+00    0.3157468528E-04
    0.1300000000E+08    0.6800709557E+00    0.6800345832E+00    0.2892151433E-04
    0.1500000000E+08    0.6800724177E+00    0.6800385509E+00    0.2682676197E-04
    0.1700000000E+08    0.6800735328E+00    0.6800417500E+00    0.2511934204E-04
    0.1900000000E+08    0.6800744109E+00    0.6800443977E+00    0.2369345384E-04
    0.2100000000E+08    0.6800751199E+00    0.6800466344E+00    0.2247971576E-04
    0.2300000000E+08    0.6800757039E+00    0.6800485553E+00    0.2143050001E-04
    0.2500000000E+08    0.6800761932E+00    0.6800502276E+00    0.2051189019E-04
    0.2700000000E+08    0.6800766088E+00    0.6800517001E+00    0.1969899579E-04
    0.2900000000E+08    0.6800769660E+00    0.6800530093E+00    0.1897308475E-04
    0.3100000000E+08    0.6800772763E+00    0.6800541829E+00    0.1831975545E-04
    0.3300000000E+08    0.6800775481E+00    0.6800552427E+00    0.1772773055E-04
    0.3500000000E+08    0.6800777882E+00    0.6800562058E+00    0.1718803731E-04
    0.3700000000E+08    0.6800780017E+00    0.6800570858E+00    0.1669343603E-04
    0.3900000000E+08    0.6800781926E+00    0.6800578940E+00    0.1623801273E-04
    0.4100000000E+08    0.6800783645E+00    0.6800586396E+00    0.1581688282E-04
    0.4300000000E+08    0.6800785198E+00    0.6800593301E+00    0.1542597193E-04
    0.4500000000E+08    0.6800786609E+00    0.6800599721E+00    0.1506185114E-04
    0.4700000000E+08    0.6800787896E+00    0.6800605708E+00    0.1472161134E-04
