     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.5284350410E-02    0.2123471384E-02    0.3893808635E-03
    0.3000000000E+01    0.1559891579E-01    0.6325034900E-02    0.1149132871E-02
    0.5000000000E+01    0.2558834457E-01    0.1046718606E-01    0.1884556098E-02
    0.7000000000E+01    0.3526816646E-01    0.1455120369E-01    0.2596803210E-02
    0.9000000000E+01    0.4465293100E-01    0.1857833003E-01    0.3286954286E-02
    0.1100000000E+02    0.5375628357E-01    0.2254977195E-01    0.3956022444E-02
    0.1300000000E+02    0.6259103447E-01    0.2646670224E-01    0.4604958952E-02
    0.1500000000E+02    0.7116922176E-01    0.3033026084E-01    0.5234657879E-02
    0.1700000000E+02    0.7950216854E-01    0.3414155592E-01    0.5845960337E-02
    0.1900000000E+02    0.8760053523E-01    0.3790166502E-01    0.6439658345E-02
    0.2100000000E+02    0.9547436735E-01    0.4161163611E-01    0.7016498371E-02
    0.2300000000E+02    0.1031331392E+00    0.4527248855E-01    0.7577184564E-02
    0.2500000000E+02    0.1105857939E+00    0.4888521413E-01    0.8122381721E-02
    0.2700000000E+02    0.1178407801E+00    0.5245077793E-01    0.8652718005E-02
    0.2900000000E+02    0.1249060860E+00    0.5597011927E-01    0.9168787444E-02
    0.3100000000E+02    0.1317892697E+00    0.5944415253E-01    0.9671152228E-02
    0.3300000000E+02    0.1384974884E+00    0.6287376799E-01    0.1016034482E-01
    0.3500000000E+02    0.1450375246E+00    0.6625983261E-01    0.1063686992E-01
    0.3700000000E+02    0.1514158100E+00    0.6960319080E-01    0.1110120623E-01
    0.3900000000E+02    0.1576384483E+00    0.7290466515E-01    0.1155380815E-01
    0.4100000000E+02    0.1637112357E+00    0.7616505710E-01    0.1199510728E-01
    0.4300000000E+02    0.1696396801E+00    0.7938514768E-01    0.1242551387E-01
    0.4500000000E+02    0.1754290191E+00    0.8256569810E-01    0.1284541812E-01
    0.4700000000E+02    0.1810842361E+00    0.8570745040E-01    0.1325519139E-01
    0.4900000000E+02    0.1866100758E+00    0.8881112803E-01    0.1365518736E-01
    0.1000000000E+02    0.4923896433E-01    0.2057093746E-01    0.3624062882E-02
    0.3000000000E+02    0.1283699867E+00    0.5771274321E-01    0.9421648966E-02
    0.5000000000E+02    0.1893259001E+00    0.9034890999E-01    0.1385162479E-01
    0.7000000000E+02    0.2378425001E+00    0.1192685582E+00    0.1734110848E-01
    0.9000000000E+02    0.2774500326E+00    0.1450857644E+00    0.2015371785E-01
    0.1100000000E+03    0.3104435866E+00    0.1682856218E+00    0.2246143690E-01
    0.1300000000E+03    0.3383824401E+00    0.1892564764E+00    0.2438159435E-01
    0.1500000000E+03    0.3623649441E+00    0.2083129497E+00    0.2599722087E-01
    0.1700000000E+03    0.3831884277E+00    0.2257126814E+00    0.2736889526E-01
    0.1900000000E+03    0.4014466062E+00    0.2416687032E+00    0.2854196563E-01
    0.2100000000E+03    0.4175912830E+00    0.2563587197E+00    0.2955112856E-01
    0.2300000000E+03    0.4319727705E+00    0.2699321621E+00    0.3042343344E-01
    0.2500000000E+03    0.4448671517E+00    0.2825156147E+00    0.3118031270E-01
    0.2700000000E+03    0.4564951423E+00    0.2942170359E+00    0.3183898977E-01
