     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.2123095319E-02    0.3179257287E-02    0.6499275123E-03
    0.3000000000E+01    0.6321776897E-02    0.9434983087E-02    0.1923511347E-02
    0.5000000000E+01    0.1045839045E-01    0.1555739713E-01    0.3163041839E-02
    0.7000000000E+01    0.1453442520E-01    0.2155081678E-01    0.4369645785E-02
    0.9000000000E+01    0.1855132225E-01    0.2741937391E-01    0.5544403007E-02
    0.1100000000E+02    0.2251047655E-01    0.3316702478E-01    0.6688348751E-02
    0.1300000000E+02    0.2641323870E-01    0.3879755925E-01    0.7802475940E-02
    0.1500000000E+02    0.3026091669E-01    0.4431460951E-01    0.8887737287E-02
    0.1700000000E+02    0.3405477760E-01    0.4972165815E-01    0.9945047288E-02
    0.1900000000E+02    0.3779604911E-01    0.5502204581E-01    0.1097528409E-01
    0.2100000000E+02    0.4148592109E-01    0.6021897840E-01    0.1197929127E-01
    0.2300000000E+02    0.4512554702E-01    0.6531553377E-01    0.1295787946E-01
    0.2500000000E+02    0.4871604532E-01    0.7031466809E-01    0.1391182798E-01
    0.2700000000E+02    0.5225850075E-01    0.7521922181E-01    0.1484188624E-01
    0.2900000000E+02    0.5575396561E-01    0.8003192527E-01    0.1574877519E-01
    0.3100000000E+02    0.5920346095E-01    0.8475540401E-01    0.1663318864E-01
    0.3300000000E+02    0.6260797773E-01    0.8939218374E-01    0.1749579445E-01
    0.3500000000E+02    0.6596847795E-01    0.9394469507E-01    0.1833723578E-01
    0.3700000000E+02    0.6928589562E-01    0.9841527794E-01    0.1915813215E-01
    0.3900000000E+02    0.7256113785E-01    0.1028061858E+00    0.1995908054E-01
    0.4100000000E+02    0.7579508577E-01    0.1071195897E+00    0.2074065636E-01
    0.4300000000E+02    0.7898859547E-01    0.1113575818E+00    0.2150341438E-01
    0.4500000000E+02    0.8214249887E-01    0.1155221791E+00    0.2224788968E-01
    0.4700000000E+02    0.8525760459E-01    0.1196153268E+00    0.2297459847E-01
    0.4900000000E+02    0.8833469872E-01    0.1236389015E+00    0.2368403889E-01
    0.1000000000E+02    0.2053803181E-01    0.3030807197E-01    0.6120164290E-02
