     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.3176497499E-02    0.1063892137E-02    0.1115518121E-02
    0.3000000000E+01    0.9410737510E-02    0.3181721705E-02    0.3304887792E-02
    0.5000000000E+01    0.1549150909E-01    0.5286381502E-02    0.5440410761E-02
    0.7000000000E+01    0.2142440938E-01    0.7377993993E-02    0.7524050272E-02
    0.9000000000E+01    0.2721476662E-01    0.9456680128E-02    0.9557675263E-02
    0.1100000000E+02    0.3286765610E-01    0.1152255937E-01    0.1154306597E-01
    0.1300000000E+02    0.3838791501E-01    0.1357574971E-01    0.1348191910E-01
    0.1500000000E+02    0.4378015623E-01    0.1561636769E-01    0.1537585273E-01
    0.1700000000E+02    0.4904878118E-01    0.1764452844E-01    0.1722641075E-01
    0.1900000000E+02    0.5419799183E-01    0.1966034568E-01    0.1903506710E-01
    0.2100000000E+02    0.5923180182E-01    0.2166393176E-01    0.2080322968E-01
    0.2300000000E+02    0.6415404693E-01    0.2365539766E-01    0.2253224399E-01
    0.2500000000E+02    0.6896839482E-01    0.2563485303E-01    0.2422339660E-01
    0.2700000000E+02    0.7367835412E-01    0.2760240619E-01    0.2587791827E-01
    0.2900000000E+02    0.7828728298E-01    0.2955816417E-01    0.2749698701E-01
    0.3100000000E+02    0.8279839706E-01    0.3150223272E-01    0.2908173085E-01
    0.3300000000E+02    0.8721477696E-01    0.3343471632E-01    0.3063323042E-01
    0.3500000000E+02    0.9153937529E-01    0.3535571823E-01    0.3215252151E-01
    0.3700000000E+02    0.9577502322E-01    0.3726534046E-01    0.3364059728E-01
    0.3900000000E+02    0.9992443668E-01    0.3916368384E-01    0.3509841048E-01
    0.4100000000E+02    0.1039902221E+00    0.4105084800E-01    0.3652687547E-01
    0.4300000000E+02    0.1079748820E+00    0.4292693139E-01    0.3792687014E-01
    0.4500000000E+02    0.1118808201E+00    0.4479203133E-01    0.3929923771E-01
    0.4700000000E+02    0.1157103458E+00    0.4664624399E-01    0.4064478840E-01
    0.4900000000E+02    0.1194656794E+00    0.4848966441E-01    0.4196430109E-01
    0.1000000000E+02    0.3005808709E-01    0.1049121320E-01    0.1055629196E-01
    0.3000000000E+02    0.8055487125E-01    0.3053165306E-01    0.2829358092E-01
    0.5000000000E+02    0.1213161945E+00    0.4940735694E-01    0.4261452836E-01
    0.7000000000E+02    0.1549095545E+00    0.6721699793E-01    0.5441982319E-01
    0.9000000000E+02    0.1830726082E+00    0.8404840948E-01    0.6431908987E-01
    0.1100000000E+03    0.2070233688E+00    0.9998003407E-01    0.7273967847E-01
