pressure,muc,muc_err,molkg,molkg_err,_
1,0.0000058929,0.0000012638,0.0000010216,0.0000002191,
5,0.0000380357,0.0000069488,0.0000065942,0.0000012047,
10,0.0000617857,0.0000130072,0.0000107116,0.0000022550,
50,0.0003073214,0.0000165972,0.0000532795,0.0000028774,
1e2,0.0006110714,0.0000385464,0.0001059399,0.0000066827,
5e2,0.0031492857,0.0001296707,0.0005459838,0.0000224807,
1e3,0.0061851786,0.0001183517,0.0010723090,0.0000205183,
5e3,0.0316862500,0.0015015411,0.0054933661,0.0002603184,
1e4,0.0615489286,0.0010298207,0.0106705842,0.0001785375,
5e4,0.2935735714,0.0069342606,0.0508961176,0.0012021755,
1e5,0.5700621429,0.0094726724,0.0988302514,0.0016422536,
5e5,1.8863751786,0.0233122328,0.3270361583,0.0040415836,
1e6,2.5756348214,0.0261778949,0.4465313829,0.0045383963,
5e6,3.4672721429,0.0116183775,0.6011123207,0.0020142491,
1e7,3.6108432143,0.0082724039,0.6260028791,0.0014341660,
5e7,3.9130996429,0.0077738043,0.6784043220,0.0013477251,
