pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000007143,0.0000004957,0.0000001238,0.0000000859,
0.1,0.0000025000,0.0000014452,0.0000004334,0.0000002506,
0.5,0.0000117857,0.0000036258,0.0000020433,0.0000006286,
1,0.0000107143,0.0000022169,0.0000018575,0.0000003843,
10,0.0001462500,0.0000086715,0.0000253550,0.0000015033,
1e2,0.0015250000,0.0000438434,0.0002643854,0.0000076010,
1e3,0.0150753571,0.0004308208,0.0026135771,0.0000746903,
1e4,0.1464896429,0.0027536939,0.0253965439,0.0004774010,
1e5,1.1511850000,0.0176167617,0.1995780713,0.0030541740,
1e6,3.1912560714,0.0092996471,0.5532601030,0.0016122566,
1e7,3.8118501786,0.0071675630,0.6608509550,0.0012426225,
1e8,3.9898937500,0.0011362040,0.6917179248,0.0001969809,
5,0.0000728571,0.0000131994,0.0000126311,0.0000022883,
50,0.0007321429,0.0000350786,0.0001269298,0.0000060815,
5e2,0.0075548214,0.0002324863,0.0013097605,0.0000403056,
5e3,0.0746819643,0.0009414133,0.0129474258,0.0001632105,
5e4,0.6593735714,0.0052718648,0.1143139510,0.0009139701,
5e5,2.6791451786,0.0119726044,0.4644767152,0.0020756606,
5e6,3.7433919643,0.0049747673,0.6489825252,0.0008624630,
5e7,3.9560228571,0.0033492245,0.6858458126,0.0005806467,
