pressure,muc,muc_err,molkg,molkg_err,_
22mC4-450-0.01,0.0000008929,0.0000011085,0.0000001548,0.0000001922,
22mC4-450-0.05,0.0000141071,0.0000061417,0.0000024457,0.0000010648,
22mC4-450-0.1,0.0000292857,0.0000053962,0.0000050772,0.0000009355,
22mC4-450-0.5,0.0001351786,0.0000131528,0.0000234356,0.0000022803,
22mC4-450-1,0.0002705357,0.0000246366,0.0000469021,0.0000042712,
22mC4-450-10,0.0026323214,0.0000922062,0.0004563590,0.0000159856,
22mC4-450-1e2,0.0261389286,0.0002931246,0.0045316408,0.0000508183,
22mC4-450-1e3,0.2520664286,0.0017612831,0.0437001278,0.0003053493,
22mC4-450-1e4,1.7104332143,0.0261354599,0.2965335389,0.0045310395,
22mC4-450-1e5,3.5480296429,0.0056550547,0.6151130470,0.0009804027,
22mC4-450-1e6,3.9457073214,0.0013773683,0.6840574339,0.0002387909,
22mC4-450-1e7,3.9742471429,0.0019594894,0.6890053115,0.0003397118,
22mC4-450-1e8,3.9988726786,0.0004098815,0.6932745792,0.0000710601,
22mC4-450-5,0.0013367857,0.0000311196,0.0002317552,0.0000053951,
22mC4-450-50,0.0132278571,0.0002676908,0.0022932806,0.0000464089,
22mC4-450-5e2,0.1285278571,0.0017211317,0.0222825539,0.0002983883,
22mC4-450-5e3,1.0483153571,0.0101084397,0.1817438180,0.0017524750,
22mC4-450-5e4,3.1833887500,0.0117797442,0.5518961651,0.0020422249,
22mC4-450-5e5,3.8990953571,0.0065932265,0.6759764339,0.0011430512,
22mC4-450-5e6,3.9665326786,0.0023202034,0.6876678741,0.0004022479,
22mC4-450-5e7,3.9941107143,0.0001787821,0.6924490094,0.0000309950,
