pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0077957143,0.0002484691,0.0013515235,0.0000430765,
0.05,0.0379653571,0.0006686400,0.0065819592,0.0001159205,
0.1,0.0764746429,0.0020824811,0.0132582180,0.0003610346,
0.5,0.3655141071,0.0042754644,0.0633682688,0.0007412266,
1,0.6941180357,0.0197017871,0.1203375120,0.0034156497,
10,2.8540644643,0.0239992919,0.4948020354,0.0041606974,
1e2,3.8536510714,0.0031218001,0.6680978715,0.0005412187,
1e3,3.9854955357,0.0021151145,0.6909554173,0.0003666921,
1e4,3.9985000000,0.0003763636,0.6932099689,0.0000652492,
1e5,3.9997932143,0.0001938373,0.6934341702,0.0000336051,
1e6,3.9996430357,0.0001751377,0.6934081341,0.0000303632,
1e7,3.9997787500,0.0000971505,0.6934316626,0.0000168427,
1e8,4.0000000000,0.0000000000,0.6934700201,0.0000000000,
5,2.1846366071,0.0197382191,0.3787449980,0.0034219658,
50,3.7215276786,0.0143737074,0.6451919685,0.0024919338,
5e2,3.9707500000,0.0022328155,0.6883990206,0.0003870977,
5e3,3.9972008929,0.0007458400,0.6929847459,0.0001293044,
5e4,3.9997244643,0.0000947924,0.6934222512,0.0000164339,
5e5,3.9996958929,0.0002489855,0.6934172978,0.0000431660,
5e6,3.9996385714,0.0002751118,0.6934073602,0.0000476955,
5e7,3.9999703571,0.0000452392,0.6934648810,0.0000078430,
