pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000141071,0.0000028692,0.0000024457,0.0000004974,
0.05,0.0000964286,0.0000053734,0.0000167176,0.0000009316,
0.1,0.0001880357,0.0000207609,0.0000325993,0.0000035993,
0.5,0.0009639286,0.0000511607,0.0001671139,0.0000088696,
1,0.0019255357,0.0000827249,0.0003338253,0.0000143418,
10,0.0192103571,0.0003271222,0.0033304517,0.0000567124,
1e2,0.1847816071,0.0029278607,0.0320351262,0.0005075959,
1e3,1.3902946429,0.0173290908,0.2410319135,0.0030043012,
1e4,3.4236283929,0.0089489151,0.5935459126,0.0015514511,
1e5,3.9348483929,0.0022682859,0.6821748485,0.0003932471,
1e6,3.9888689286,0.0021922444,0.6915402540,0.0003800639,
1e7,3.9937125000,0.0008009334,0.6923799719,0.0001388558,
1e8,3.9998217857,0.0000997686,0.6934391236,0.0000172966,
5,0.0094976786,0.0002183713,0.0016465888,0.0000378585,
50,0.0949248214,0.0009330228,0.0164568795,0.0001617558,
5e2,0.8122080357,0.0077286806,0.1408104807,0.0013399021,
5e3,2.9614078571,0.0093433673,0.5134118916,0.0016198363,
5e4,3.8700626786,0.0061002280,0.6709431109,0.0010575813,
5e5,3.9851896429,0.0015533831,0.6909023855,0.0002693062,
5e6,3.9908269643,0.0015228724,0.6918797138,0.0002640166,
5e7,3.9984150000,0.0004208578,0.6931952326,0.0000729631,
