pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000005357,0.0000009914,0.0000000929,0.0000001719,
0.05,0.0000026786,0.0000007838,0.0000004644,0.0000001359,
0.1,0.0000035714,0.0000030356,0.0000006192,0.0000005263,
0.5,0.0000176786,0.0000027600,0.0000030649,0.0000004785,
1,0.0000260714,0.0000047288,0.0000045199,0.0000008198,
10,0.0002708929,0.0000100558,0.0000469640,0.0000017433,
1e2,0.0027901786,0.0000854047,0.0004837263,0.0000148064,
1e3,0.0275671429,0.0003725915,0.0047792468,0.0000645953,
1e4,0.2637128571,0.0040282240,0.0457192401,0.0006983631,
1e5,1.7360664286,0.0266351100,0.3009775053,0.0046176626,
1e6,3.5230639286,0.0111217064,0.6107848034,0.0019281425,
1e7,3.8784107143,0.0059528968,0.6723903890,0.0010320389,
1e8,3.9936203571,0.0010213042,0.6923639974,0.0001770610,
5,0.0001514286,0.0000180885,0.0000262528,0.0000031360,
50,0.0014016071,0.0000573477,0.0002429931,0.0000099422,
5e2,0.0137919643,0.0003696438,0.0023910784,0.0000640842,
5e3,0.1359023214,0.0023603066,0.0235610464,0.0004092005,
5e4,1.0830019643,0.0161581176,0.1877573485,0.0028012925,
5e5,3.1631792857,0.0141274962,0.5483925007,0.0024492488,
5e6,3.8410891071,0.0058802087,0.6659200351,0.0010194371,
5e7,3.9735960714,0.0011131613,0.6888924369,0.0001929860,
