pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000005357,0.0000006071,0.0000000929,0.0000001053,
0.1,0.0000003571,0.0000006071,0.0000000619,0.0000001053,
0.5,0.0000010714,0.0000014452,0.0000001858,0.0000002506,
1,0.0000028571,0.0000024031,0.0000004953,0.0000004166,
10,0.0000242857,0.0000076555,0.0000042104,0.0000013272,
1e2,0.0002142857,0.0000254703,0.0000371502,0.0000044157,
1e3,0.0021116071,0.0000611811,0.0003660841,0.0000106068,
1e4,0.0211982143,0.0004039760,0.0036750815,0.0000700363,
1e5,0.2044805357,0.0032068343,0.0354502803,0.0005559609,
1e6,1.4125610714,0.0146293562,0.2448921887,0.0025362550,
1e7,3.2005058929,0.0254376119,0.5548637215,0.0044100553,
1e8,3.9489058929,0.0016664254,0.6846119622,0.0002889040,
5,0.0000116071,0.0000036763,0.0000020123,0.0000006374,
50,0.0001033929,0.0000109282,0.0000179250,0.0000018946,
5e2,0.0010716071,0.0000272801,0.0001857819,0.0000047295,
5e3,0.0106628571,0.0001643250,0.0018485929,0.0000284886,
5e4,0.1041185714,0.0016163149,0.0180507770,0.0002802165,
5e5,0.8578064286,0.0063899842,0.1487157603,0.0011078156,
5e6,2.8117001786,0.0215891811,0.4874574449,0.0037428625,
5e7,3.8091792857,0.0069170544,0.6603879090,0.0011991925,
