pressure,muc,muc_err,molkg,molkg_err,_
22mC4-480-0.01,0.0000008929,0.0000007838,0.0000001548,0.0000001359,
22mC4-480-0.05,0.0000042857,0.0000030758,0.0000007430,0.0000005332,
22mC4-480-0.1,0.0000085714,0.0000066322,0.0000014860,0.0000011498,
22mC4-480-0.5,0.0000446429,0.0000078379,0.0000077396,0.0000013588,
22mC4-480-1,0.0000900000,0.0000138312,0.0000156031,0.0000023979,
22mC4-480-10,0.0009642857,0.0000513968,0.0001671758,0.0000089105,
22mC4-480-1e2,0.0099001786,0.0000887744,0.0017163693,0.0000153906,
22mC4-480-1e3,0.0971030357,0.0016537978,0.0168345110,0.0002867148,
22mC4-480-1e4,0.8284003571,0.0146310632,0.1436177031,0.0025365509,
22mC4-480-1e5,2.9510987500,0.0134777141,0.5116246274,0.0023365977,
22mC4-480-1e6,3.8554283929,0.0044295850,0.6684060013,0.0007679461,
22mC4-480-1e7,3.9495616071,0.0025126516,0.6847256418,0.0004356121,
22mC4-480-1e8,3.9980767857,0.0005931030,0.6931365973,0.0001028248,
22mC4-480-5,0.0005000000,0.0000476505,0.0000866838,0.0000082610,
22mC4-480-50,0.0049914286,0.0000893888,0.0008653515,0.0000154971,
22mC4-480-5e2,0.0483082143,0.0011038160,0.0083750746,0.0001913658,
22mC4-480-5e3,0.4492905357,0.0045466868,0.0778923792,0.0007882477,
22mC4-480-5e4,2.3469880357,0.0128987310,0.4068914601,0.0022362208,
22mC4-480-5e5,3.7385012500,0.0038148056,0.6481346343,0.0006613633,
22mC4-480-5e6,3.9354925000,0.0039381455,0.6822865158,0.0006827465,
22mC4-480-5e7,3.9896526786,0.0011465722,0.6916761308,0.0001987784,
