pressure,muc,muc_err,molkg,molkg_err,_
1e4,0.0518710714,0.0010681466,0.0089927582,0.0001851819,
1e5,0.4701741071,0.0032168883,0.0815129119,0.0005577039,
1e6,2.3012723214,0.0130646977,0.3989658408,0.0022649940,
1e7,3.5899550000,0.0061591951,0.6223815415,0.0010678043,
1e8,3.9762991071,0.0021828879,0.6893610555,0.0003784418,
5,0.0000230357,0.0000019829,0.0000039936,0.0000003438,
50,0.0002666071,0.0000215735,0.0000462210,0.0000037402,
5e2,0.0026198214,0.0001225488,0.0004541919,0.0000212460,
5e3,0.0262855357,0.0004940144,0.0045570577,0.0000856460,
5e4,0.2450971429,0.0038393508,0.0424918801,0.0006656187,
5e5,1.6365062500,0.0190263042,0.2837170055,0.0032985429,
5e6,3.3781712500,0.0120439997,0.5856651212,0.0020880382,
5e7,3.9017114286,0.0028470987,0.6764299757,0.0004935944,
