pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0002541071,0.0000221219,0.0000440539,0.0000038352,
0.05,0.0012171429,0.0000398534,0.0002110130,0.0000069093,
0.1,0.0024726786,0.0000792662,0.0004286821,0.0000137422,
0.5,0.0124087500,0.0001388695,0.0021512740,0.0000240755,
1,0.0249621429,0.0007184782,0.0043276244,0.0001245608,
10,0.2431514286,0.0023440241,0.0421545565,0.0004063776,
1e2,1.6718823214,0.0216978779,0.2898500668,0.0037617069,
1e3,3.5673348214,0.0161522332,0.6184599376,0.0028002724,
1e4,3.9520853571,0.0026241205,0.6851631780,0.0004549372,
1e5,3.9946064286,0.0015836272,0.6925349501,0.0002745495,
1e6,3.9980382143,0.0010356640,0.6931299102,0.0001795505,
1e7,3.9983605357,0.0001114321,0.6931857903,0.0000193187,
1e8,3.9999994643,0.0000039651,0.6934699272,0.0000006874,
5,0.1213910714,0.0010535526,0.0210452672,0.0001826518,
50,1.0242766071,0.0133635085,0.1775762798,0.0023167981,
5e2,3.1737583929,0.0071006401,0.5502265741,0.0012310203,
5e3,3.9045264286,0.0087901295,0.6769180052,0.0015239228,
5e4,3.9901496429,0.0003678309,0.6917622883,0.0000637699,
5e5,3.9978646429,0.0008444659,0.6930998186,0.0001464029,
5e6,3.9981762500,0.0005189336,0.6931538411,0.0000899662,
5e7,3.9997969643,0.0001735241,0.6934348203,0.0000300834,
