pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000001786,0.0000004957,0.0000000310,0.0000000859,
0.05,0.0000005357,0.0000006071,0.0000000929,0.0000001053,
0.1,0.0000001786,0.0000004957,0.0000000310,0.0000000859,
0.5,0.0000019643,0.0000009274,0.0000003405,0.0000001608,
1,0.0000100000,0.0000016441,0.0000017337,0.0000002850,
10,0.0000855357,0.0000135394,0.0000148291,0.0000023473,
1e2,0.0008619643,0.0000354236,0.0001494366,0.0000061413,
1e3,0.0085364286,0.0001516724,0.0014799393,0.0000262951,
1e4,0.0841801786,0.0009195361,0.0145941075,0.0001594177,
1e5,0.7234058929,0.0132825806,0.1254150748,0.0023027679,
1e6,2.7496712500,0.0166071801,0.4767036443,0.0028791454,
1e7,3.7092548214,0.0101960996,0.6430642539,0.0017676723,
1e8,3.9849246429,0.0015590215,0.6908564431,0.0002702837,
5,0.0000394643,0.0000116888,0.0000068418,0.0000020265,
50,0.0004230357,0.0000303299,0.0000733406,0.0000052582,
5e2,0.0042000000,0.0000833073,0.0007281435,0.0000144428,
5e3,0.0417551786,0.0008442854,0.0072389911,0.0001463717,
5e4,0.3890400000,0.0026427477,0.0674468942,0.0004581666,
5e5,2.1296867857,0.0156563999,0.3692184845,0.0027143110,
5e6,3.5775325000,0.0085401288,0.6202278837,0.0014805808,
5e7,3.9346850000,0.0029334935,0.6821465215,0.0005085724,
