nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 5.775731054953063548e-02 5.322632231254147139e-02 5.069498717009368605e-02 4.895777842303352528e-02 4.764481848575440742e-02 4.659462856617606341e-02 4.572256551297446125e-02 4.497887369927397461e-02 4.433189318487528591e-02 4.376026895697961855e-02 4.324893690226047638e-02 4.278688615539951584e-02 4.236583246563121324e-02 4.197939170129406233e-02 4.162254348487411798e-02 4.129127098857993117e-02 4.098231187989612168e-02 4.069298173858687528e-02 4.042104608691533124e-02 4.016462584824363052e-02 3.992212630056735795e-02 3.969218286730483852e-02 3.947361918577937945e-02 3.926541426970384108e-02 3.906667650354891247e-02 3.887662283585093664e-02 3.869456197559313637e-02 3.851988070427157795e-02 3.835203263713916899e-02 3.819052892742241800e-02 3.803493052505891453e-02 3.788484168901119081e-02 3.773990451791828238e-02 3.759979431369312591e-02 3.746421563077702299e-02 3.733289889326917715e-02 3.720559748499069341e-02 3.708208523555713010e-02 3.696215423969996527e-02 3.684561295836091127e-02 3.673228455910672319e-02 3.662200546067428952e-02 3.651462405233520114e-02 3.640999956355515932e-02 3.630800106333185312e-02 3.620850657182193150e-02 3.611140226951501525e-02 3.601658179140748706e-02 3.592394559551205513e-02
nan 2.727927319841182835e-02 2.503051448793429737e-02 2.379012193732685243e-02 2.294391714490499889e-02 2.230672564639795200e-02 2.179838670678539009e-02 2.137710574510473874e-02 2.101840764648253007e-02 2.070676351809188492e-02 2.043172296464132454e-02 2.018592806258199049e-02 1.996400923271841529e-02 1.976193210206440842e-02 1.957659136716568410e-02 1.940554765584016211e-02 1.924685106414747437e-02 1.909891929911250452e-02 1.896045137756520796e-02 1.883036514709762396e-02 1.870775117048416314e-02 1.859183809966668752e-02 1.848196627623404850e-02 1.837756732567507115e-02 1.827814818780259740e-02 1.818327847750074097e-02 1.809258037811802347e-02 1.800572048374485604e-02 1.792240315747514745e-02 1.784236508070528859e-02 1.776537074681859216e-02 1.769120871007949167e-02 1.761968844325065980e-02 1.755063768951709360e-02 1.748390021847785747e-02 1.741933391473851622e-02 1.735680914177628945e-02 1.729620733500275565e-02 1.723741978668202890e-02 1.718034659223939900e-02 1.712489573298619019e-02 1.707098227467616566e-02 1.701852766482796209e-02 1.696745911461123787e-02 1.691770905341067818e-02 1.686921464608477639e-02 1.682191736449336825e-02 1.677576260616266135e-02 1.673069935401557198e-02 1.668667987199451766e-02
nan 1.736905610293450544e-02 1.591384730642658035e-02 1.511464876010423092e-02 1.457052658622378337e-02 1.416131192009271143e-02 1.383513340968289818e-02 1.356499491197376943e-02 1.333510756856499252e-02 1.313546344646782972e-02 1.295933276412171604e-02 1.280198021933271445e-02 1.265995198697548486e-02 1.253065426627467116e-02 1.241209137866002184e-02 1.230269617295362723e-02 1.220121634792944477e-02 1.210663598510981591e-02 1.201811999809685068e-02 1.193497392953403284e-02 1.185661428649359070e-02 1.178254627303135238e-02 1.171234681745683508e-02 1.164565145624757089e-02 1.158214407165289103e-02 1.152154877111264547e-02 1.146362339512763291e-02 1.140815427797164418e-02 1.135495198276982413e-02 1.130384780194305418e-02 1.125469086446010021e-02 1.120734572815119783e-02 1.116169036309668655e-02 1.111761445239746980e-02 1.107501795245028307e-02 1.103380986672596563e-02 1.099390719627554511e-02 1.095523403735528672e-02 1.091772080217989077e-02 1.088130354324520939e-02 1.084592336518528689e-02 1.081152591094497635e-02 1.077806091131520115e-02 1.074548178871348805e-02 1.071374530758074928e-02 1.068281126498717669e-02 1.065264221604336412e-02 1.062320322953421402e-02 1.059446166988801084e-02 1.056638700215544943e-02
nan 1.255245802179040700e-02 1.149237662446895430e-02 1.091145241915344663e-02 1.051633734010498297e-02 1.021936954567717604e-02 9.982763932610954141e-03 9.786873266357687395e-03 9.620214103493333890e-03 9.475511079534253145e-03 9.347873801453476100e-03 9.233862312547263043e-03 9.130968252501925342e-03 9.037308289005155718e-03 8.951433668688502099e-03 8.872206925474929867e-03 8.798719259399007467e-03 8.730233518385945718e-03 8.666143839938923385e-03 8.605946448035965701e-03 8.549218108350180312e-03 8.495599958143251751e-03 8.444785182646279836e-03 8.396509492816879236e-03 8.350543675688203507e-03 8.306687700101626076e-03 8.264766004903148847e-03 8.224623696708111692e-03 8.186123455123085063e-03 8.149142993480931046e-03 8.113572960033121895e-03 8.079315191251735043e-03 8.046281248881445580e-03 8.014391187346845552e-03 7.983572509457602384e-03 7.953759277028179392e-03 7.924891349721156428e-03 7.896913730617525010e-03 7.869776001157211681e-03 7.843431831095879284e-03 7.817838552110200137e-03 7.792956785192960319e-03 7.768750114051647948e-03 7.745184797841211943e-03 7.722229517705038286e-03 7.699855152481129526e-03 7.678034579633574892e-03 7.656742498119890189e-03 7.635955270337649661e-03 7.615650780776993256e-03
nan 9.733240548372214598e-03 8.907361189664822834e-03 8.455373924939259267e-03 8.148140631152604035e-03 7.917310023062749946e-03 7.733445981278392126e-03 7.581250837645614644e-03 7.451786823725855928e-03 7.339393041082620424e-03 7.240265194985612794e-03 7.151727808505566400e-03 7.071830277668995739e-03 6.999108245541293440e-03 6.932435389171754531e-03 6.870927486207582639e-03 6.813878136409424330e-03 6.760714407608163501e-03 6.710965444877966223e-03 6.664239758419991493e-03 6.620208469237992902e-03 6.578592735406178088e-03 6.539154170083067569e-03 6.501687438205437999e-03 6.466014464948925677e-03 6.431979853662114950e-03 6.399447223218036017e-03 6.368296252602719844e-03 6.338420275451638920e-03 6.309724306517305523e-03 6.282123410511567148e-03 6.255541344662384450e-03 6.229909421832259715e-03 6.205165552686854949e-03 6.181253434215639407e-03 6.158121858655729759e-03 6.135724122067458090e-03 6.114017515861465760e-03 6.092962887740405870e-03 6.072524261027403836e-03 6.052668503334260319e-03 6.033365037108664834e-03 6.014585585940381528e-03 5.996303951327179929e-03 5.978495815836114280e-03 5.961138568846620356e-03 5.944211151922272965e-03 5.927693921210432960e-03 5.911568524676782781e-03 5.895817792303280520e-03
nan 7.893626714078338935e-03 7.221755393453792825e-03 6.854375836954171991e-03 6.604753860231419617e-03 6.417253815462187726e-03 6.267929536240465435e-03 6.144340938819857663e-03 6.039221676643430521e-03 5.947970367063822386e-03 5.867495215957799735e-03 5.795622105474800174e-03 5.730766123494264279e-03 5.671737552670801097e-03 5.617621383398545276e-03 5.567699335086333419e-03 5.521397612834839236e-03 5.478250861035662521e-03 5.437876653986305556e-03 5.399957040511787869e-03 5.364224930464239413e-03 5.330453878737170456e-03 5.298450300415038020e-03 5.268047456294233828e-03 5.239100747893439027e-03 5.211483995384228428e-03 5.185086462310686470e-03 5.159810454980065693e-03 5.135569368616368750e-03 5.112286084398963253e-03 5.089891644628852067e-03 5.068324150217206649e-03 5.047527837443078862e-03 5.027452299910803619e-03 5.008051829649474464e-03 4.989284855834992365e-03 4.971113464534913234e-03 4.953502985770519285e-03 4.936421636986649923e-03 4.919840213931903419e-03 4.903731821611199797e-03 4.888071639254983926e-03 4.872836714289337061e-03 4.858005781131892985e-03 4.843559101318940970e-03 4.829478322032562838e-03 4.815746350550734363e-03 4.802347242525747961e-03 4.789266102308528325e-03 4.776488993799674239e-03
nan 6.604045671853435093e-03 6.040700227560495163e-03 5.732855492710240038e-03 5.523745185778912263e-03 5.366702311610360883e-03 5.241649200971205957e-03 5.138158160016366785e-03 5.050139404917694357e-03 4.973737137708334095e-03 4.906360825666639461e-03 4.846188995479238509e-03 4.791893909269113322e-03 4.742478961951612608e-03 4.697177709068918461e-03 4.655388522863147631e-03 4.616630817038917464e-03 4.580514844787451738e-03 4.546720326554717050e-03 4.514980988523895587e-03 4.485073158010883902e-03 4.456807205438188292e-03 4.430021023128808896e-03 4.404574987245623435e-03 4.380348016855406014e-03 4.357234456210251627e-03 4.335141582778517105e-03 4.313987596582062427e-03 4.293699983771017553e-03 4.274214174103447075e-03 4.255472431459788631e-03 4.237422930378082105e-03 4.220018982946348307e-03 4.203218387261674002e-03 4.186982875570147318e-03 4.171277644274979865e-03 4.156070951739299774e-03 4.141333772505791620e-03 4.127039498756653914e-03 4.113163681423434581e-03 4.099683804933072252e-03 4.086579090381288297e-03 4.073830323040612995e-03 4.061419700583594750e-03 4.049330699264758367e-03 4.037547955438267402e-03 4.026057160438377414e-03 4.014844967040107765e-03 4.003898905990103778e-03 3.993207311373409181e-03
nan 5.652832513271179894e-03 5.169839137070720951e-03 4.906027332898523288e-03 4.726865668796344927e-03 4.592331900983012867e-03 4.485212484453819648e-03 4.396568991813392703e-03 4.321182084942494679e-03 4.255747436740454394e-03 4.198045203385005961e-03 4.146514657089324374e-03 4.100018190526782264e-03 4.057701952242686975e-03 4.018909310506480100e-03 3.983124855034249345e-03 3.949936884329634940e-03 3.919011525698650432e-03 3.890074422156162334e-03 3.862897484458619607e-03 3.837289119681501059e-03 3.813086898674870016e-03 3.790151969131866187e-03 3.768364739243325583e-03 3.747621501435021568e-03 3.727831761424211902e-03 3.708916103396474144e-03 3.690804467540684773e-03 3.673434748206537686e-03 3.656751643861427467e-03 3.640705706622836355e-03 3.625252551331321123e-03 3.610352193176988127e-03 3.595968489674070991e-03 3.582068667925725897e-03 3.568622922050661544e-03 3.555604068655574251e-03 3.542987250761501453e-03 3.530749681904703403e-03 3.518870424557531823e-03 3.507330197120205051e-03 3.496111205355081127e-03 3.485196994624325476e-03 3.474572319934418358e-03 3.464223031281953805e-03 3.454135972195413688e-03 3.444298889699591928e-03 3.434700354197179999e-03 3.425329687990242428e-03 3.416176901351521567e-03
nan 4.923984729658672198e-03 4.502734556641632517e-03 4.272730958855860788e-03 4.116555258554254436e-03 3.999293649588342436e-03 3.905933341791880710e-03 3.828679861505084048e-03 3.762982331967187465e-03 3.705959854934411882e-03 3.655677168132395131e-03 3.610773697751167889e-03 3.570257770779421483e-03 3.533385097017422306e-03 3.499583318279159659e-03 3.468403185940962391e-03 3.439485856429733059e-03 3.412540329197772272e-03 3.387327482036578494e-03 3.363648522117458108e-03 3.341336468096083468e-03 3.320249758390690902e-03 3.300267381043151416e-03 3.281285111340340264e-03 3.263212568889573614e-03 3.245970889524122261e-03 3.229490864539474957e-03 3.213711439401841473e-03 3.198578491823833494e-03 3.184043829493817066e-03 3.170064361617865641e-03 3.156601409585035357e-03 3.143620129668554287e-03 3.131089026680551959e-03 3.118979541962834875e-03 3.107265702532061719e-03 3.095923820833357005e-03 3.084932236621062886e-03 3.074271094088376361e-03 3.063922148641510732e-03 3.053868598727966458e-03 3.044094938971260347e-03 3.034586831307205072e-03 3.025330991819245342e-03 3.016315090784811841e-03 3.007527664258017805e-03 2.998958035586988570e-03 2.990596245695878452e-03 2.982432990615329488e-03 2.974459565919232093e-03
