     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.1601071981E-02    0.6517813357E-03    0.7459416577E-03
    0.3000000000E+01    0.4765490768E-02    0.1939929029E-02    0.2223279719E-02
    0.5000000000E+01    0.7880590171E-02    0.3207924096E-02    0.3681624017E-02
    0.7000000000E+01    0.1094751470E-01    0.4456234075E-02    0.5121440209E-02
    0.9000000000E+01    0.1396737302E-01    0.5685311875E-02    0.6543178317E-02
    0.1100000000E+02    0.1694123943E-01    0.6895596360E-02    0.7947273374E-02
    0.1300000000E+02    0.1987015514E-01    0.8087512891E-02    0.9334146060E-02
    0.1500000000E+02    0.2275512961E-01    0.9261473860E-02    0.1070420329E-01
    0.1700000000E+02    0.2559714174E-01    0.1041787918E-01    0.1205783877E-01
    0.1900000000E+02    0.2839714106E-01    0.1155711678E-01    0.1339543355E-01
    0.2100000000E+02    0.3115604883E-01    0.1267956304E-01    0.1471735654E-01
    0.2300000000E+02    0.3387475913E-01    0.1378558322E-01    0.1602396496E-01
    0.2500000000E+02    0.3655413984E-01    0.1487553191E-01    0.1731560483E-01
    0.2700000000E+02    0.3919503363E-01    0.1594975337E-01    0.1859261142E-01
    0.2900000000E+02    0.4179825886E-01    0.1700858198E-01    0.1985530965E-01
    0.3100000000E+02    0.4436461049E-01    0.1805234253E-01    0.2110401450E-01
    0.3300000000E+02    0.4689486095E-01    0.1908135060E-01    0.2233903137E-01
    0.3500000000E+02    0.4938976087E-01    0.2009591289E-01    0.2356065649E-01
    0.3700000000E+02    0.5185003993E-01    0.2109632753E-01    0.2476917723E-01
    0.3900000000E+02    0.5427640754E-01    0.2208288439E-01    0.2596487243E-01
    0.4100000000E+02    0.5666955363E-01    0.2305586535E-01    0.2714801277E-01
    0.4300000000E+02    0.5903014921E-01    0.2401554459E-01    0.2831886098E-01
    0.4500000000E+02    0.6135884714E-01    0.2496218886E-01    0.2947767221E-01
    0.4700000000E+02    0.6365628268E-01    0.2589605774E-01    0.3062469430E-01
    0.4900000000E+02    0.6592307409E-01    0.2681740384E-01    0.3176016799E-01
    0.1000000000E+02    0.1545998938E-01    0.6292776387E-02    0.7247404605E-02
    0.3000000000E+02    0.4308599508E-01    0.1753232583E-01    0.2048139194E-01
    0.5000000000E+02    0.6704516697E-01    0.2727345797E-01    0.3232364755E-01
    0.7000000000E+02    0.8801668470E-01    0.3579367898E-01    0.4304055646E-01
    0.9000000000E+02    0.1065201207E+00    0.4330529958E-01    0.5283227888E-01
    0.1100000000E+03    0.1229602058E+00    0.4997371450E-01    0.6185232574E-01
    0.1300000000E+03    0.1376571936E+00    0.5592980334E-01    0.7022054993E-01
    0.1500000000E+03    0.1508679928E+00    0.6127856248E-01    0.7803200474E-01
    0.1700000000E+03    0.1628012089E+00    0.6610524972E-01    0.8536312967E-01
    0.1900000000E+03    0.1736280629E+00    0.7047984521E-01    0.9227616172E-01
    0.2100000000E+03    0.1834904563E+00    0.7446034675E-01    0.9882234076E-01
    0.2300000000E+03    0.1925070221E+00    0.7809524234E-01    0.1050442780E+00
    0.2500000000E+03    0.2007777278E+00    0.8142539119E-01    0.1109777332E+00
    0.2700000000E+03    0.2083874218E+00    0.8448547313E-01    0.1166529657E+00
    0.2900000000E+03    0.2154085972E+00    0.8730511795E-01    0.1220957756E+00
    0.3100000000E+03    0.2219035678E+00    0.8990979490E-01    0.1273283149E+00
    0.3300000000E+03    0.2279261984E+00    0.9232151978E-01    0.1323697253E+00
    0.3500000000E+03    0.2335232920E+00    0.9455942210E-01    0.1372366459E+00
    0.3700000000E+03    0.2387357122E+00    0.9664020364E-01    0.1419436202E+00
    0.3900000000E+03    0.2435992973E+00    0.9857851209E-01    0.1465034251E+00
    0.4100000000E+03    0.2481456094E+00    0.1003872475E+00    0.1509273394E+00
    0.4300000000E+03    0.2524025547E+00    0.1020778155E+00    0.1552253634E+00
    0.4500000000E+03    0.2563948969E+00    0.1036603373E+00    0.1594064012E+00
    0.4700000000E+03    0.2601446876E+00    0.1051438258E+00    0.1634784121E+00
    0.4900000000E+03    0.2636716272E+00    0.1065363326E+00    0.1674485368E+00
    0.1000000000E+03    0.1149763698E+00    0.4673603461E-01    0.5743060175E-01
    0.3000000000E+03    0.2187183113E+00    0.8863287772E-01    0.1247370687E+00
    0.5000000000E+03    0.2653571173E+00    0.1072007523E+00    0.1693974260E+00
    0.7000000000E+03    0.2908114958E+00    0.1171203193E+00    0.2042944328E+00
    0.9000000000E+03    0.3062233883E+00    0.1229455066E+00    0.2335831581E+00
    0.1100000000E+04    0.3161651772E+00    0.1265453782E+00    0.2591034614E+00
    0.1300000000E+04    0.3228483312E+00    0.1288241788E+00    0.2818351048E+00
    0.1500000000E+04    0.3274660709E+00    0.1302699891E+00    0.3023686965E+00
    0.1700000000E+04    0.3307145395E+00    0.1311676693E+00    0.3210938871E+00
    0.1900000000E+04    0.3330243133E+00    0.1316934504E+00    0.3382860538E+00
    0.2100000000E+04    0.3346739897E+00    0.1319613496E+00    0.3541505577E+00
    0.2300000000E+04    0.3358503580E+00    0.1320477664E+00    0.3688471853E+00
    0.2500000000E+04    0.3366822785E+00    0.1320053376E+00    0.3825045173E+00
    0.2700000000E+04    0.3372607330E+00    0.1318711439E+00    0.3952288197E+00
    0.2900000000E+04    0.3376511896E+00    0.1316717751E+00    0.4071097933E+00
    0.3100000000E+04    0.3379014997E+00    0.1314265695E+00    0.4182244352E+00
    0.3300000000E+04    0.3380470920E+00    0.1311497472E+00    0.4286397227E+00
    0.3500000000E+04    0.3381144767E+00    0.1308518520E+00    0.4384145377E+00
    0.3700000000E+04    0.3381236626E+00    0.1305407470E+00    0.4476010866E+00
    0.3900000000E+04    0.3380898564E+00    0.1302223166E+00    0.4562459747E+00
    0.4100000000E+04    0.3380246769E+00    0.1299009683E+00    0.4643910395E+00
    0.4300000000E+04    0.3379370369E+00    0.1295799984E+00    0.4720740109E+00
    0.4500000000E+04    0.3378337901E+00    0.1292618599E+00    0.4793290439E+00
    0.4700000000E+04    0.3377202127E+00    0.1289483630E+00    0.4861871573E+00
    0.4900000000E+04    0.3376003644E+00    0.1286408253E+00    0.4926765981E+00
    0.1000000000E+04    0.3117064641E+00    0.1249534562E+00    0.2467406249E+00
    0.3000000000E+04    0.3377914050E+00    0.1315539127E+00    0.4127585104E+00
    0.5000000000E+04    0.3375390936E+00    0.1284895966E+00    0.4957912127E+00
    0.7000000000E+04    0.3364351091E+00    0.1258854814E+00    0.5439283296E+00
    0.9000000000E+04    0.3358132320E+00    0.1240134190E+00    0.5742961474E+00
    0.1100000000E+05    0.3355780260E+00    0.1226550444E+00    0.5947346928E+00
    0.1300000000E+05    0.3355754398E+00    0.1216358358E+00    0.6092104219E+00
    0.1500000000E+05    0.3357041993E+00    0.1208440231E+00    0.6198892391E+00
    0.1700000000E+05    0.3359045480E+00    0.1202093631E+00    0.6280311933E+00
    0.1900000000E+05    0.3361418465E+00    0.1196868275E+00    0.6344093118E+00
    0.2100000000E+05    0.3363959748E+00    0.1192467076E+00    0.6395195385E+00
    0.2300000000E+05    0.3366552061E+00    0.1188688125E+00    0.6436923612E+00
    0.2500000000E+05    0.3369127263E+00    0.1185390297E+00    0.6471552765E+00
    0.2700000000E+05    0.3371646382E+00    0.1182472395E+00    0.6500693299E+00
    0.2900000000E+05    0.3374087987E+00    0.1179860154E+00    0.6525513332E+00
    0.3100000000E+05    0.3376441282E+00    0.1177497921E+00    0.6546878376E+00
    0.3300000000E+05    0.3378701942E+00    0.1175343199E+00    0.6565441888E+00
    0.3500000000E+05    0.3380869556E+00    0.1173362985E+00    0.6581705516E+00
    0.3700000000E+05    0.3382946048E+00    0.1171531252E+00    0.6596060143E+00
    0.3900000000E+05    0.3384934687E+00    0.1169827185E+00    0.6608814437E+00
    0.4100000000E+05    0.3386839463E+00    0.1168233930E+00    0.6620215103E+00
    0.4300000000E+05    0.3388664697E+00    0.1166737677E+00    0.6630461486E+00
    0.4500000000E+05    0.3390414801E+00    0.1165326995E+00    0.6639716271E+00
    0.4700000000E+05    0.3392094123E+00    0.1163992329E+00    0.6648113441E+00
    0.4900000000E+05    0.3393706860E+00    0.1162725621E+00    0.6655764259E+00
    0.1000000000E+05    0.3356580886E+00    0.1232826292E+00    0.5854506810E+00
    0.3000000000E+05    0.3375276059E+00    0.1178650701E+00    0.6536582737E+00
    0.5000000000E+05    0.3394489518E+00    0.1162115569E+00    0.6659339490E+00
    0.7000000000E+05    0.3407490829E+00    0.1152250946E+00    0.6707888321E+00
    0.9000000000E+05    0.3417018078E+00    0.1145113883E+00    0.6733507164E+00
    0.1100000000E+06    0.3424449971E+00    0.1139483402E+00    0.6749237749E+00
    0.1300000000E+06    0.3430506504E+00    0.1134818833E+00    0.6759844708E+00
    0.1500000000E+06    0.3435599919E+00    0.1130830531E+00    0.6767466572E+00
    0.1700000000E+06    0.3439985081E+00    0.1127344014E+00    0.6773201384E+00
    0.1900000000E+06    0.3443829365E+00    0.1124245491E+00    0.6777669309E+00
    0.2100000000E+06    0.3447248073E+00    0.1121456388E+00    0.6781246476E+00
    0.2300000000E+06    0.3450323754E+00    0.1118920043E+00    0.6784173988E+00
    0.2500000000E+06    0.3453117405E+00    0.1116594189E+00    0.6786613388E+00
    0.2700000000E+06    0.3455675296E+00    0.1114446424E+00    0.6788676905E+00
    0.2900000000E+06    0.3458033317E+00    0.1112451342E+00    0.6790444903E+00
    0.3100000000E+06    0.3460219838E+00    0.1110588640E+00    0.6791976418E+00
    0.3300000000E+06    0.3462257654E+00    0.1108841834E+00    0.6793315778E+00
    0.3500000000E+06    0.3464165347E+00    0.1107197350E+00    0.6794496909E+00
    0.3700000000E+06    0.3465958257E+00    0.1105643875E+00    0.6795546212E+00
    0.3900000000E+06    0.3467649186E+00    0.1104171880E+00    0.6796484536E+00
    0.4100000000E+06    0.3469248928E+00    0.1102773262E+00    0.6797328562E+00
    0.4300000000E+06    0.3470766663E+00    0.1101441072E+00    0.6798091793E+00
    0.4500000000E+06    0.3472210264E+00    0.1100169306E+00    0.6798785276E+00
    0.4700000000E+06    0.3473586532E+00    0.1098952738E+00    0.6799418137E+00
    0.4900000000E+06    0.3474901377E+00    0.1097786794E+00    0.6799997978E+00
    0.1000000000E+06    0.3420941058E+00    0.1142152618E+00    0.6742217060E+00
    0.3000000000E+06    0.3459146478E+00    0.1111504551E+00    0.6791237165E+00
    0.5000000000E+06    0.3475537409E+00    0.1097221529E+00    0.6800270051E+00
    0.7000000000E+06    0.3486006745E+00    0.1087807511E+00    0.6804048272E+00
    0.9000000000E+06    0.3493692105E+00    0.1080781114E+00    0.6806122067E+00
    0.1100000000E+07    0.3499758577E+00    0.1075177181E+00    0.6807432421E+00
    0.1300000000E+07    0.3504766653E+00    0.1070518105E+00    0.6808335529E+00
    0.1500000000E+07    0.3509028936E+00    0.1066532353E+00    0.6808995883E+00
    0.1700000000E+07    0.3512737516E+00    0.1063050721E+00    0.6809499916E+00
    0.1900000000E+07    0.3516018845E+00    0.1059960633E+00    0.6809897387E+00
    0.2100000000E+07    0.3518960566E+00    0.1057183400E+00    0.6810218961E+00
    0.2300000000E+07    0.3521625912E+00    0.1054661865E+00    0.6810484568E+00
    0.2500000000E+07    0.3524061994E+00    0.1052353201E+00    0.6810707719E+00
    0.2700000000E+07    0.3526304846E+00    0.1050224494E+00    0.6810897898E+00
    0.2900000000E+07    0.3528382646E+00    0.1048249903E+00    0.6811061960E+00
    0.3100000000E+07    0.3530317838E+00    0.1046408771E+00    0.6811204982E+00
    0.3300000000E+07    0.3532128592E+00    0.1044684325E+00    0.6811330804E+00
    0.3500000000E+07    0.3533829820E+00    0.1043062761E+00    0.6811442383E+00
    0.3700000000E+07    0.3535433912E+00    0.1041532584E+00    0.6811542036E+00
    0.3900000000E+07    0.3536951274E+00    0.1040084118E+00    0.6811631602E+00
    0.4100000000E+07    0.3538390727E+00    0.1038709145E+00    0.6811712561E+00
    0.4300000000E+07    0.3539759815E+00    0.1037400622E+00    0.6811786114E+00
    0.4500000000E+07    0.3541065043E+00    0.1036152472E+00    0.6811853251E+00
    0.4700000000E+07    0.3542312051E+00    0.1034959413E+00    0.6811914791E+00
    0.4900000000E+07    0.3543505769E+00    0.1033816825E+00    0.6811971420E+00
    0.1000000000E+07    0.3496884491E+00    0.1077837930E+00    0.6806843643E+00
    0.3000000000E+07    0.3529366846E+00    0.1047313782E+00    0.6811135837E+00
    0.5000000000E+07    0.3544084018E+00    0.1033263169E+00    0.6811998077E+00
    0.7000000000E+07    0.3553671923E+00    0.1024068061E+00    0.6812375327E+00
    0.9000000000E+07    0.3560782847E+00    0.1017232969E+00    0.6812590619E+00
    0.1100000000E+08    0.3566431298E+00    0.1011796003E+00    0.6812731924E+00
    0.1300000000E+08    0.3571114106E+00    0.1007284148E+00    0.6812833116E+00
    0.1500000000E+08    0.3575111719E+00    0.1003429688E+00    0.6812910046E+00
    0.1700000000E+08    0.3578597979E+00    0.1000066365E+00    0.6812971135E+00
    0.1900000000E+08    0.3581688084E+00    0.9970838507E-01    0.6813021277E+00
    0.2100000000E+08    0.3584462294E+00    0.9944051967E-01    0.6813063517E+00
    0.2300000000E+08    0.3586978761E+00    0.9919746028E-01    0.6813099851E+00
    0.2500000000E+08    0.3589280959E+00    0.9897503225E-01    0.6813131644E+00
    0.2700000000E+08    0.3591402239E+00    0.9877003109E-01    0.6813159861E+00
    0.2900000000E+08    0.3593368742E+00    0.9857994373E-01    0.6813185206E+00
    0.3100000000E+08    0.3595201339E+00    0.9840276304E-01    0.6813208205E+00
    0.3300000000E+08    0.3596916954E+00    0.9823686069E-01    0.6813229258E+00
    0.3500000000E+08    0.3598529501E+00    0.9808089757E-01    0.6813248677E+00
    0.3700000000E+08    0.3600050556E+00    0.9793375914E-01    0.6813266708E+00
    0.3900000000E+08    0.3601489854E+00    0.9779450798E-01    0.6813283547E+00
    0.4100000000E+08    0.3602855659E+00    0.9766234815E-01    0.6813299354E+00
    0.4300000000E+08    0.3604155044E+00    0.9753659809E-01    0.6813314260E+00
    0.4500000000E+08    0.3605394112E+00    0.9741666980E-01    0.6813328373E+00
    0.4700000000E+08    0.3606578163E+00    0.9730205241E-01    0.6813341784E+00
    0.4900000000E+08    0.3607711830E+00    0.9719229931E-01    0.6813354571E+00
    0.1000000000E+08    0.3563751729E+00    0.1014376012E+00    0.6812667769E+00
    0.3000000000E+08    0.3594300641E+00    0.9848984950E-01    0.6813196971E+00
    0.5000000000E+08    0.3608261061E+00    0.9713912229E-01    0.6813360750E+00
    0.7000000000E+08    0.3617373425E+00    0.9625642056E-01    0.6813463180E+00
    0.9000000000E+08    0.3624136372E+00    0.9560075797E-01    0.6813541496E+00
    0.1100000000E+09    0.3629509826E+00    0.9507945434E-01    0.6813606922E+00
    0.1300000000E+09    0.3633964941E+00    0.9464699130E-01    0.6813664241E+00
    0.1500000000E+09    0.3637768036E+00    0.9427762801E-01    0.6813715925E+00
    0.1700000000E+09    0.3641084346E+00    0.9395538834E-01    0.6813763420E+00
    0.1900000000E+09    0.3644023435E+00    0.9366967582E-01    0.6813807651E+00
    0.2100000000E+09    0.3646661674E+00    0.9341310237E-01    0.6813849249E+00
    0.2300000000E+09    0.3649054414E+00    0.9318031217E-01    0.6813888662E+00
    0.2500000000E+09    0.3651243049E+00    0.9296729929E-01    0.6813926226E+00
    0.2700000000E+09    0.3653259339E+00    0.9277098943E-01    0.6813962196E+00
    0.2900000000E+09    0.3655128183E+00    0.9258897204E-01    0.6813996775E+00
    0.3100000000E+09    0.3656869461E+00    0.9241932221E-01    0.6814030125E+00
    0.3300000000E+09    0.3658499298E+00    0.9226047853E-01    0.6814062377E+00
    0.3500000000E+09    0.3660030950E+00    0.9211115708E-01    0.6814093641E+00
    0.3700000000E+09    0.3661475446E+00    0.9197028941E-01    0.6814124010E+00
    0.3900000000E+09    0.3662842064E+00    0.9183697690E-01    0.6814153562E+00
    0.4100000000E+09    0.3664138676E+00    0.9171045668E-01    0.6814182365E+00
    0.4300000000E+09    0.3665372023E+00    0.9159007556E-01    0.6814210478E+00
    0.4500000000E+09    0.3666547921E+00    0.9147527003E-01    0.6814237951E+00
    0.4700000000E+09    0.3667671419E+00    0.9136555055E-01    0.6814264829E+00
    0.4900000000E+09    0.3668746934E+00    0.9126048921E-01    0.6814291152E+00
    0.1000000000E+09    0.3626960622E+00    0.9532680461E-01    0.6813575442E+00
