     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.3195365625E-02    0.6504026414E-03    0.5587464508E-03
    0.3000000000E+01    0.9471160364E-02    0.1927762183E-02    0.1661203493E-02
    0.5000000000E+01    0.1559820247E-01    0.3174778183E-02    0.2744194035E-02
    0.7000000000E+01    0.2158166762E-01    0.4392506761E-02    0.3808386488E-02
    0.9000000000E+01    0.2742649351E-01    0.5581955480E-02    0.4854417724E-02
    0.1100000000E+02    0.3313739353E-01    0.6744086114E-02    0.5882894946E-02
    0.1300000000E+02    0.3871886932E-01    0.7879817231E-02    0.6894397422E-02
    0.1500000000E+02    0.4417522261E-01    0.8990026601E-02    0.7889478095E-02
    0.1700000000E+02    0.4951056624E-01    0.1007555344E-01    0.8868665091E-02
    0.1900000000E+02    0.5472883443E-01    0.1113720053E-01    0.9832463111E-02
    0.2100000000E+02    0.5983379243E-01    0.1217573614E-01    0.1078135474E-01
    0.2300000000E+02    0.6482904549E-01    0.1319189592E-01    0.1171580168E-01
    0.2500000000E+02    0.6971804735E-01    0.1418638457E-01    0.1263624584E-01
    0.2700000000E+02    0.7450410809E-01    0.1515987749E-01    0.1354311046E-01
    0.2900000000E+02    0.7919040157E-01    0.1611302228E-01    0.1443680108E-01
    0.3100000000E+02    0.8377997237E-01    0.1704644016E-01    0.1531770646E-01
    0.3300000000E+02    0.8827574234E-01    0.1796072728E-01    0.1618619946E-01
    0.3500000000E+02    0.9268051674E-01    0.1885645603E-01    0.1704263787E-01
    0.3700000000E+02    0.9699699000E-01    0.1973417617E-01    0.1788736517E-01
    0.3900000000E+02    0.1012277512E+00    0.2059441593E-01    0.1872071125E-01
    0.4100000000E+02    0.1053752890E+00    0.2143768312E-01    0.1954299309E-01
    0.4300000000E+02    0.1094419968E+00    0.2226446604E-01    0.2035451540E-01
    0.4500000000E+02    0.1134301769E+00    0.2307523445E-01    0.2115557121E-01
    0.4700000000E+02    0.1173420452E+00    0.2387044042E-01    0.2194644243E-01
    0.4900000000E+02    0.1211797348E+00    0.2465051917E-01    0.2272740043E-01
    0.1000000000E+02    0.3029839809E-01    0.6166377163E-02    0.5370813748E-02
    0.3000000000E+02    0.8149709189E-01    0.1658215925E-01    0.1487882826E-01
    0.5000000000E+02    0.1230714076E+00    0.2503501743E-01    0.2311424398E-01
    0.7000000000E+02    0.1574720971E+00    0.3202498257E-01    0.3038935770E-01
    0.9000000000E+02    0.1863830213E+00    0.3789558790E-01    0.3691827145E-01
    0.1100000000E+03    0.2109996698E+00    0.4289071038E-01    0.4285316726E-01
    0.1300000000E+03    0.2321943649E+00    0.4718828547E-01    0.4830551017E-01
    0.1500000000E+03    0.2506185869E+00    0.5092118896E-01    0.5335903648E-01
    0.1700000000E+03    0.2667687057E+00    0.5419065065E-01    0.5807802940E-01
    0.1900000000E+03    0.2810295407E+00    0.5707514309E-01    0.6251277178E-01
    0.2100000000E+03    0.2937040169E+00    0.5963643279E-01    0.6670324450E-01
    0.2300000000E+03    0.3050338348E+00    0.6192379771E-01    0.7068169888E-01
    0.2500000000E+03    0.3152141807E+00    0.6397702860E-01    0.7447448618E-01
    0.2700000000E+03    0.3244043906E+00    0.6582860449E-01    0.7810338453E-01
    0.2900000000E+03    0.3327358091E+00    0.6750529611E-01    0.8158657853E-01
    0.3100000000E+03    0.3403176690E+00    0.6902936510E-01    0.8493939372E-01
    0.3300000000E+03    0.3472415487E+00    0.7041947338E-01    0.8817485544E-01
    0.3500000000E+03    0.3535847940E+00    0.7169138104E-01    0.9130411935E-01
    0.3700000000E+03    0.3594131743E+00    0.7285848808E-01    0.9433680725E-01
    0.3900000000E+03    0.3647829659E+00    0.7393225924E-01    0.9728127167E-01
    0.4100000000E+03    0.3697426006E+00    0.7492256034E-01    0.1001448066E+00
    0.4300000000E+03    0.3743339839E+00    0.7583792690E-01    0.1029338168E+00
    0.4500000000E+03    0.3785935551E+00    0.7668578043E-01    0.1056539547E+00
    0.4700000000E+03    0.3825531481E+00    0.7747260392E-01    0.1083102330E+00
    0.4900000000E+03    0.3862406947E+00    0.7820408517E-01    0.1109071160E+00
    0.1000000000E+03    0.1991674606E+00    0.4049020883E-01    0.3995223217E-01
    0.3000000000E+03    0.3366143409E+00    0.6828516675E-01    0.8327842106E-01
    0.5000000000E+03    0.3879902566E+00    0.7855066190E-01    0.1121845486E+00
    0.7000000000E+03    0.4133599546E+00    0.8352560983E-01    0.1353941916E+00
    0.9000000000E+03    0.4276018764E+00    0.8623876271E-01    0.1554499356E+00
    0.1100000000E+04    0.4361380596E+00    0.8779308775E-01    0.1734367559E+00
    0.1300000000E+04    0.4414034105E+00    0.8868368248E-01    0.1899202560E+00
    0.1500000000E+04    0.4446475760E+00    0.8916460182E-01    0.2052346943E+00
    0.1700000000E+04    0.4465746250E+00    0.8937900487E-01    0.2195955017E+00
    0.1900000000E+04    0.4476095699E+00    0.8941334999E-01    0.2331507045E+00
    0.2100000000E+04    0.4480229361E+00    0.8932271222E-01    0.2460071914E+00
    0.2300000000E+04    0.4479942767E+00    0.8914368645E-01    0.2582452938E+00
    0.2500000000E+04    0.4476468520E+00    0.8890142984E-01    0.2699274177E+00
    0.2700000000E+04    0.4470676411E+00    0.8861372456E-01    0.2811034231E+00
    0.2900000000E+04    0.4463194305E+00    0.8829343149E-01    0.2918141194E+00
    0.3100000000E+04    0.4454484038E+00    0.8795003054E-01    0.3020936164E+00
    0.3300000000E+04    0.4444890647E+00    0.8759061999E-01    0.3119709519E+00
    0.3500000000E+04    0.4434675238E+00    0.8722058371E-01    0.3214712468E+00
    0.3700000000E+04    0.4424037474E+00    0.8684404782E-01    0.3306165418E+00
    0.3900000000E+04    0.4413131299E+00    0.8646420035E-01    0.3394264156E+00
    0.4100000000E+04    0.4402076152E+00    0.8608351927E-01    0.3479184483E+00
    0.4300000000E+04    0.4390965106E+00    0.8570393823E-01    0.3561085743E+00
    0.4500000000E+04    0.4379870860E+00    0.8532696880E-01    0.3640113543E+00
