     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.4782925063E-02    0.6490299314E-03    0.3720260142E-03
    0.3000000000E+01    0.1411815901E-01    0.1915751298E-02    0.1103339055E-02
    0.5000000000E+01    0.2315797956E-01    0.3142329532E-02    0.1818295765E-02
    0.7000000000E+01    0.3191609266E-01    0.4330627883E-02    0.2517610589E-02
    0.9000000000E+01    0.4040536976E-01    0.5482396135E-02    0.3201955042E-02
    0.1100000000E+02    0.4863791045E-01    0.6599279118E-02    0.3871960949E-02
    0.1300000000E+02    0.5662509944E-01    0.7682824461E-02    0.4528223384E-02
    0.1500000000E+02    0.6437765860E-01    0.8734489671E-02    0.5171303351E-02
    0.1700000000E+02    0.7190569456E-01    0.9755648597E-02    0.5801730233E-02
    0.1900000000E+02    0.7921874218E-01    0.1074759735E-01    0.6420004035E-02
    0.2100000000E+02    0.8632580442E-01    0.1171155972E-01    0.7026597427E-02
    0.2300000000E+02    0.9323538899E-01    0.1264869216E-01    0.7621957626E-02
    0.2500000000E+02    0.9995554187E-01    0.1356008835E-01    0.8206508118E-02
    0.2700000000E+02    0.1064938782E+00    0.1444678340E-01    0.8780650244E-02
    0.2900000000E+02    0.1128576110E+00    0.1530975770E-01    0.9344764660E-02
    0.3100000000E+02    0.1190535768E+00    0.1614994053E-01    0.9899212673E-02
    0.3300000000E+02    0.1250882605E+00    0.1696821331E-01    0.1044433749E-01
    0.3500000000E+02    0.1309678173E+00    0.1776541265E-01    0.1098046535E-01
    0.3700000000E+02    0.1366980937E+00    0.1854233316E-01    0.1150790659E-01
    0.3900000000E+02    0.1422846461E+00    0.1929973009E-01    0.1202695663E-01
    0.4100000000E+02    0.1477327592E+00    0.2003832167E-01    0.1253789685E-01
    0.4300000000E+02    0.1530474620E+00    0.2075879139E-01    0.1304099546E-01
    0.4500000000E+02    0.1582335430E+00    0.2146179008E-01    0.1353650828E-01
    0.4700000000E+02    0.1632955649E+00    0.2214793782E-01    0.1402467944E-01
    0.4900000000E+02    0.1682378771E+00    0.2281782574E-01    0.1450574208E-01
    0.1000000000E+02    0.4455300449E-01    0.6045099366E-02    0.3538712293E-02
    0.3000000000E+02    0.1159761515E+00    0.1573264188E-01    0.9623175106E-02
