     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.1601084271E-02    0.5214275029E-03    0.9322914786E-03
    0.3000000000E+01    0.4765605288E-02    0.1551966453E-02    0.2777897070E-02
    0.5000000000E+01    0.7880918505E-02    0.2566407268E-02    0.4598737676E-02
    0.7000000000E+01    0.1094817710E-01    0.3565126930E-02    0.6395439402E-02
    0.9000000000E+01    0.1396849737E-01    0.4548490379E-02    0.8168606717E-02
    0.1100000000E+02    0.1694296025E-01    0.5516850999E-02    0.9918823390E-02
    0.1300000000E+02    0.1987261271E-01    0.6470551086E-02    0.1164665338E-01
    0.1500000000E+02    0.2275846915E-01    0.7409922292E-02    0.1335264166E-01
    0.1700000000E+02    0.2560151268E-01    0.8335286047E-02    0.1503731505E-01
    0.1900000000E+02    0.2840269633E-01    0.9246953959E-02    0.1670118293E-01
    0.2100000000E+02    0.3116294424E-01    0.1014522820E-01    0.1834473799E-01
    0.2300000000E+02    0.3388315278E-01    0.1103040185E-01    0.1996845690E-01
    0.2500000000E+02    0.3656419161E-01    0.1190275930E-01    0.2157280098E-01
    0.2700000000E+02    0.3920690469E-01    0.1276257650E-01    0.2315821680E-01
    0.2900000000E+02    0.4181211122E-01    0.1361012135E-01    0.2472513678E-01
    0.3100000000E+02    0.4438060663E-01    0.1444565395E-01    0.2627397974E-01
    0.3300000000E+02    0.4691316339E-01    0.1526942692E-01    0.2780515145E-01
    0.3500000000E+02    0.4941053191E-01    0.1608168566E-01    0.2931904513E-01
    0.3700000000E+02    0.5187344129E-01    0.1688266862E-01    0.3081604195E-01
    0.3900000000E+02    0.5430260012E-01    0.1767260754E-01    0.3229651147E-01
    0.4100000000E+02    0.5669869723E-01    0.1845172769E-01    0.3376081209E-01
    0.4300000000E+02    0.5906240235E-01    0.1922024811E-01    0.3520929149E-01
    0.4500000000E+02    0.6139436680E-01    0.1997838183E-01    0.3664228701E-01
    0.4700000000E+02    0.6369522416E-01    0.2072633608E-01    0.3806012606E-01
