     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.9505763549E-02    0.3869713584E-03    0.1852570073E-03
    0.3000000000E+01    0.2771911573E-01    0.1128392187E-02    0.5451384596E-03
    0.5000000000E+01    0.4494050210E-01    0.1829396263E-02    0.8917163548E-03
    0.7000000000E+01    0.6124862110E-01    0.2493191425E-02    0.1225946029E-02
    0.9000000000E+01    0.7671406486E-01    0.3122655021E-02    0.1548689035E-02
    0.1100000000E+02    0.9140033652E-01    0.3720375384E-02    0.1860724591E-02
    0.1300000000E+02    0.1053647181E+00    0.4288687224E-02    0.2162759378E-02
    0.1500000000E+02    0.1186590140E+00    0.4829701939E-02    0.2455435958E-02
    0.1700000000E+02    0.1313301902E+00    0.5345333684E-02    0.2739340028E-02
    0.1900000000E+02    0.1434209263E+00    0.5837321867E-02    0.3015006712E-02
    0.2100000000E+02    0.1549700933E+00    0.6307250643E-02    0.3282926014E-02
    0.2300000000E+02    0.1660131692E+00    0.6756565850E-02    0.3543547583E-02
    0.2500000000E+02    0.1765826012E+00    0.7186589775E-02    0.3797284874E-02
    0.2700000000E+02    0.1867081225E+00    0.7598534075E-02    0.4044518803E-02
    0.2900000000E+02    0.1964170299E+00    0.7993511102E-02    0.4285600958E-02
    0.3100000000E+02    0.2057344289E+00    0.8372543871E-02    0.4520856435E-02
    0.3300000000E+02    0.2146834486E+00    0.8736574846E-02    0.4750586349E-02
    0.3500000000E+02    0.2232854325E+00    0.9086473716E-02    0.4975070059E-02
    0.3700000000E+02    0.2315601080E+00    0.9423044280E-02    0.5194567147E-02
    0.3900000000E+02    0.2395257358E+00    0.9747030571E-02    0.5409319182E-02
    0.4100000000E+02    0.2471992439E+00    0.1005912230E-01    0.5619551297E-02
    0.4300000000E+02    0.2545963474E+00    0.1035995975E-01    0.5825473599E-02
    0.4500000000E+02    0.2617316544E+00    0.1065013806E-01    0.6027282439E-02
    0.4700000000E+02    0.2686187625E+00    0.1093021123E-01    0.6225161547E-02
    0.4900000000E+02    0.2752703442E+00    0.1120069552E-01    0.6419283059E-02
    0.1000000000E+02    0.8415088053E-01    0.3425331620E-02    0.1705999481E-02
    0.3000000000E+02    0.2011231784E+00    0.8184959823E-02    0.4403937677E-02
    0.5000000000E+02    0.2785115391E+00    0.1133249365E-01    0.6514985569E-02
    0.7000000000E+02    0.3334589535E+00    0.1356641866E-01    0.8266130269E-02
    0.9000000000E+02    0.3744617479E+00    0.1523282429E-01    0.9776125125E-02
    0.1100000000E+03    0.4062098914E+00    0.1652270248E-01    0.1111404448E-01
    0.1300000000E+03    0.4315034651E+00    0.1755005361E-01    0.1232327363E-01
    0.1500000000E+03    0.4521172656E+00    0.1838711760E-01    0.1343269927E-01
    0.1700000000E+03    0.4692305969E+00    0.1908188447E-01    0.1446245658E-01
    0.1900000000E+03    0.4836576173E+00    0.1966747751E-01    0.1542710905E-01
    0.2100000000E+03    0.4959784585E+00    0.2016749357E-01    0.1633751578E-01
    0.2300000000E+03    0.5066176410E+00    0.2059919626E-01    0.1720198269E-01
    0.2500000000E+03    0.5158929465E+00    0.2097550584E-01    0.1802700184E-01
    0.2700000000E+03    0.5240469634E+00    0.2130628341E-01    0.1881774278E-01
    0.2900000000E+03    0.5312680728E+00    0.2159918508E-01    0.1957838897E-01
    0.3100000000E+03    0.5377047788E+00    0.2186024515E-01    0.2031237405E-01
    0.3300000000E+03    0.5434757227E+00    0.2209428364E-01    0.2102255162E-01
    0.3500000000E+03    0.5486768245E+00    0.2230519676E-01    0.2171131969E-01
    0.3700000000E+03    0.5533864694E+00    0.2249616799E-01    0.2238071344E-01
    0.3900000000E+03    0.5576693362E+00    0.2266982367E-01    0.2303247562E-01
    0.4100000000E+03    0.5615792647E+00    0.2282834974E-01    0.2366811062E-01
    0.4300000000E+03    0.5651614330E+00    0.2297358015E-01    0.2428892657E-01
    0.4500000000E+03    0.5684540298E+00    0.2310706492E-01    0.2489606854E-01
    0.4700000000E+03    0.5714895548E+00    0.2323012300E-01    0.2549054502E-01
    0.4900000000E+03    0.5742958380E+00    0.2334388367E-01    0.2607324914E-01
    0.1000000000E+03    0.3912864881E+00    0.1591643511E-01    0.1046344896E-01
    0.3000000000E+03    0.5345764563E+00    0.2173336947E-01    0.1994852384E-01
    0.5000000000E+03    0.5756206366E+00    0.2339758675E-01    0.2636043846E-01
    0.7000000000E+03    0.5944560651E+00    0.2416098983E-01    0.3164049131E-01
    0.9000000000E+03    0.6049292583E+00    0.2458523208E-01    0.3629361219E-01
    0.1100000000E+04    0.6113806150E+00    0.2484622254E-01    0.4053494800E-01
