     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.3195295257E-02    0.1040630678E-02
    0.3000000000E+01    0.9470562263E-02    0.3084308028E-02
    0.5000000000E+01    0.1559663513E-01    0.5079363382E-02
    0.7000000000E+01    0.2157877296E-01    0.7027511212E-02
    0.9000000000E+01    0.2742199051E-01    0.8930386329E-02
    0.1100000000E+02    0.3313107227E-01    0.1078954846E-01
    0.1300000000E+02    0.3871058549E-01    0.1260648650E-01
    0.1500000000E+02    0.4416489241E-01    0.1438262249E-01
    0.1700000000E+02    0.4949816159E-01    0.1611931536E-01
    0.1900000000E+02    0.5471437858E-01    0.1781786432E-01
    0.2100000000E+02    0.5981735584E-01    0.1947951218E-01
    0.2300000000E+02    0.6481074203E-01    0.2110544833E-01
    0.2500000000E+02    0.6969803072E-01    0.2269681160E-01
    0.2700000000E+02    0.7448256854E-01    0.2425469292E-01
    0.2900000000E+02    0.7916756282E-01    0.2578013778E-01
    0.3100000000E+02    0.8375608879E-01    0.2727414862E-01
    0.3300000000E+02    0.8825109629E-01    0.2873768700E-01
    0.3500000000E+02    0.9265541608E-01    0.3017167564E-01
    0.3700000000E+02    0.9697176582E-01    0.3157700040E-01
    0.3900000000E+02    0.1012027556E+00    0.3295451209E-01
    0.4100000000E+02    0.1053508935E+00    0.3430502816E-01
    0.4300000000E+02    0.1094185898E+00    0.3562933436E-01
    0.4500000000E+02    0.1134081627E+00    0.3692818625E-01
    0.4700000000E+02    0.1173218419E+00    0.3820231060E-01
    0.4900000000E+02    0.1211617731E+00    0.3945240680E-01
    0.1000000000E+02    0.3029300796E-01    0.9865336849E-02
    0.3000000000E+02    0.8147369712E-01    0.2653101142E-01
    0.5000000000E+02    0.1230547317E+00    0.4006865572E-01
    0.7000000000E+02    0.1575057964E+00    0.5128328224E-01
    0.9000000000E+02    0.1865162919E+00    0.6072551929E-01
    0.1100000000E+03    0.2112809385E+00    0.6878473166E-01
    0.1300000000E+03    0.2326684903E+00    0.7574402710E-01
    0.1500000000E+03    0.2513258085E+00    0.8181418626E-01
    0.1700000000E+03    0.2677444549E+00    0.8715537208E-01
    0.1900000000E+03    0.2823046593E+00    0.9189146284E-01
    0.2100000000E+03    0.2953051505E+00    0.9611977603E-01
    0.2300000000E+03    0.3069838833E+00    0.9991782443E-01
    0.2500000000E+03    0.3175327460E+00    0.1033481098E+00
    0.2700000000E+03    0.3271081936E+00    0.1064615888E+00
    0.2900000000E+03    0.3358390664E+00    0.1093002205E+00
    0.3100000000E+03    0.3438324251E+00    0.1118988685E+00
    0.3300000000E+03    0.3511779667E+00    0.1142867398E+00
    0.3500000000E+03    0.3579514074E+00    0.1164884872E+00
    0.3700000000E+03    0.3642171051E+00    0.1185250633E+00
    0.3900000000E+03    0.3700301116E+00    0.1204143902E+00
    0.4100000000E+03    0.3754377967E+00    0.1221718875E+00
    0.4300000000E+03    0.3804811428E+00    0.1238108950E+00
    0.4500000000E+03    0.3851957866E+00    0.1253430113E+00
    0.4700000000E+03    0.3896128631E+00    0.1267783694E+00
    0.4900000000E+03    0.3937596947E+00    0.1281258605E+00
    0.1000000000E+03    0.1993688607E+00    0.6490829209E-01
    0.3000000000E+03    0.3399219659E+00    0.1106275988E+00
    0.5000000000E+03    0.3957394060E+00    0.1287691413E+00
    0.7000000000E+03    0.4257091730E+00    0.1385064905E+00
    0.9000000000E+03    0.4444134068E+00    0.1445837003E+00
    0.1100000000E+04    0.4572007471E+00    0.1487396876E+00
    0.1300000000E+04    0.4664961765E+00    0.1517623888E+00
    0.1500000000E+04    0.4735586133E+00    0.1540606494E+00
    0.1700000000E+04    0.4791066318E+00    0.1558677298E+00
    0.1900000000E+04    0.4835802977E+00    0.1573264268E+00
    0.2100000000E+04    0.4872641948E+00    0.1585290541E+00
    0.2300000000E+04    0.4903505271E+00    0.1595379408E+00
    0.2500000000E+04    0.4929737950E+00    0.1603966928E+00
    0.2700000000E+04    0.4952309409E+00    0.1611367329E+00
    0.2900000000E+04    0.4971936053E+00    0.1617812785E+00
    0.3100000000E+04    0.4989158774E+00    0.1623478566E+00
    0.3300000000E+04    0.5004393605E+00    0.1628499468E+00
    0.3500000000E+04    0.5017965788E+00    0.1632980862E+00
    0.3700000000E+04    0.5030133266E+00    0.1637006311E+00
    0.3900000000E+04    0.5041103234E+00    0.1640642938E+00
    0.4100000000E+04    0.5051044038E+00    0.1643945278E+00
