     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.1262147394E-01    0.2569046356E-03
    0.3000000000E+01    0.3651286610E-01    0.7431849334E-03
    0.5000000000E+01    0.5875745488E-01    0.1195923776E-02
    0.7000000000E+01    0.7951983824E-01    0.1618474968E-02
    0.9000000000E+01    0.9894338586E-01    0.2013759686E-02
    0.1100000000E+02    0.1171535546E+00    0.2384334049E-02
    0.1300000000E+02    0.1342606012E+00    0.2732444418E-02
    0.1500000000E+02    0.1503618168E+00    0.3060072929E-02
    0.1700000000E+02    0.1655433782E+00    0.3368975230E-02
    0.1900000000E+02    0.1798818911E+00    0.3660711930E-02
    0.2100000000E+02    0.1934456828E+00    0.3936674949E-02
    0.2300000000E+02    0.2062958909E+00    0.4198109705E-02
    0.2500000000E+02    0.2184873851E+00    0.4446133899E-02
    0.2700000000E+02    0.2300695502E+00    0.4681753469E-02
    0.2900000000E+02    0.2410869545E+00    0.4905876220E-02
    0.3100000000E+02    0.2515799234E+00    0.5119323507E-02
    0.3300000000E+02    0.2615850323E+00    0.5322840280E-02
    0.3500000000E+02    0.2711355329E+00    0.5517103770E-02
    0.3700000000E+02    0.2802617220E+00    0.5702731009E-02
    0.3900000000E+02    0.2889912627E+00    0.5880285376E-02
    0.4100000000E+02    0.2973494648E+00    0.6050282299E-02
    0.4300000000E+02    0.3053595293E+00    0.6213194255E-02
    0.4500000000E+02    0.3130427641E+00    0.6369455148E-02
    0.4700000000E+02    0.3204187728E+00    0.6519464168E-02
    0.4900000000E+02    0.3275056220E+00    0.6663589194E-02
    0.1000000000E+02    0.1081929235E+00    0.2201988580E-02
    0.3000000000E+02    0.2463966248E+00    0.5013886054E-02
    0.5000000000E+02    0.3309458740E+00    0.6733552358E-02
    0.7000000000E+02    0.3880069998E+00    0.7893883868E-02
    0.9000000000E+02    0.4291109222E+00    0.8729639785E-02
    0.1100000000E+03    0.4601302798E+00    0.9360344220E-02
    0.1300000000E+03    0.4843708762E+00    0.9853258967E-02
    0.1500000000E+03    0.5038359399E+00    0.1024913116E-01
    0.1700000000E+03    0.5198101579E+00    0.1057408512E-01
    0.1900000000E+03    0.5331553334E+00    0.1084564122E-01
    0.2100000000E+03    0.5444711583E+00    0.1107598812E-01
    0.2300000000E+03    0.5541878216E+00    0.1127386734E-01
    0.2500000000E+03    0.5626219445E+00    0.1144571129E-01
    0.2700000000E+03    0.5700117375E+00    0.1159635837E-01
    0.2900000000E+03    0.5765398579E+00    0.1172951792E-01
    0.3100000000E+03    0.5823487122E+00    0.1184808137E-01
    0.3300000000E+03    0.5875509650E+00    0.1195433585E-01
    0.3500000000E+03    0.5922369177E+00    0.1205011425E-01
    0.3700000000E+03    0.5964797954E+00    0.1213690261E-01
    0.3900000000E+03    0.6003396010E+00    0.1221591849E-01
    0.4100000000E+03    0.6038659706E+00    0.1228816896E-01
    0.4300000000E+03    0.6071003201E+00    0.1235449421E-01
    0.4500000000E+03    0.6100774788E+00    0.1241560073E-01
    0.4700000000E+03    0.6128269489E+00    0.1247208692E-01
    0.4900000000E+03    0.6153738867E+00    0.1252446295E-01
    0.1000000000E+03    0.4456340550E+00    0.9065595016E-02
    0.3000000000E+03    0.5795265534E+00    0.1179046906E-01
    0.5000000000E+03    0.6165782722E+00    0.1254924890E-01
    0.7000000000E+03    0.6339482152E+00    0.1290857390E-01
    0.9000000000E+03    0.6440270013E+00    0.1311970115E-01
    0.1100000000E+04    0.6506085788E+00    0.1325955614E-01
    0.1300000000E+04    0.6552437411E+00    0.1335960242E-01
    0.1500000000E+04    0.6586844621E+00    0.1343511485E-01
    0.1700000000E+04    0.6613395624E+00    0.1349441161E-01
    0.1900000000E+04    0.6634504064E+00    0.1354241379E-01
    0.2100000000E+04    0.6651686768E+00    0.1358222139E-01
    0.2300000000E+04    0.6665944870E+00    0.1361588602E-01
    0.2500000000E+04    0.6677965797E+00    0.1364482057E-01
    0.2700000000E+04    0.6688237215E+00    0.1367003057E-01
    0.2900000000E+04    0.6697114674E+00    0.1369225167E-01
    0.3100000000E+04    0.6704863510E+00    0.1371203483E-01
    0.3300000000E+04    0.6711685749E+00    0.1372980116E-01
