     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.4782856168E-02    0.9086342658E-03
    0.3000000000E+01    0.1411759891E-01    0.2681993618E-02
    0.5000000000E+01    0.2315658040E-01    0.4399127178E-02
    0.7000000000E+01    0.3191363946E-01    0.6062666692E-02
    0.9000000000E+01    0.4040176472E-01    0.7675082206E-02
    0.1100000000E+02    0.4863315902E-01    0.9238694298E-02
    0.1300000000E+02    0.5661929789E-01    0.1075568521E-01
    0.1500000000E+02    0.6437098296E-01    0.1222810902E-01
    0.1700000000E+02    0.7189839072E-01    0.1365790090E-01
    0.1900000000E+02    0.7921111709E-01    0.1504688557E-01
    0.2100000000E+02    0.8631821823E-01    0.1639678514E-01
    0.2300000000E+02    0.9322824799E-01    0.1770922614E-01
    0.2500000000E+02    0.9994929224E-01    0.1898574613E-01
    0.2700000000E+02    0.1064890004E+00    0.2022779965E-01
    0.2900000000E+02    0.1128546147E+00    0.2143676375E-01
    0.3100000000E+02    0.1190529967E+00    0.2261394314E-01
    0.3300000000E+02    0.1250906518E+00    0.2376057481E-01
    0.3500000000E+02    0.1309737526E+00    0.2487783239E-01
    0.3700000000E+02    0.1367081596E+00    0.2596683017E-01
    0.3900000000E+02    0.1422994405E+00    0.2702862679E-01
    0.4100000000E+02    0.1477528885E+00    0.2806422868E-01
    0.4300000000E+02    0.1530735391E+00    0.2907459322E-01
    0.4500000000E+02    0.1582661853E+00    0.3006063171E-01
    0.4700000000E+02    0.1633353922E+00    0.3102321211E-01
    0.4900000000E+02    0.1682855105E+00    0.3196316156E-01
    0.1000000000E+02    0.4454881962E-01    0.8462849171E-02
    0.3000000000E+02    0.1159742951E+00    0.2202924769E-01
    0.5000000000E+02    0.1707172153E+00    0.3242489760E-01
    0.7000000000E+02    0.2140116925E+00    0.4064498283E-01
    0.9000000000E+02    0.2491095017E+00    0.4730770223E-01
    0.1100000000E+03    0.2781373905E+00    0.5281732520E-01
    0.1300000000E+03    0.3025448895E+00    0.5744935689E-01
    0.1500000000E+03    0.3233539967E+00    0.6139801995E-01
    0.1700000000E+03    0.3413059790E+00    0.6480416956E-01
    0.1900000000E+03    0.3569515726E+00    0.6777244391E-01
    0.2100000000E+03    0.3707085040E+00    0.7038220051E-01
    0.2300000000E+03    0.3828993593E+00    0.7269471551E-01
    0.2500000000E+03    0.3937772120E+00    0.7475805547E-01
    0.2700000000E+03    0.4035433900E+00    0.7661045459E-01
    0.2900000000E+03    0.4123600585E+00    0.7828270628E-01
    0.3100000000E+03    0.4203593014E+00    0.7979988907E-01
    0.3300000000E+03    0.4276497870E+00    0.8118263351E-01
    0.3500000000E+03    0.4343217376E+00    0.8244806629E-01
    0.3700000000E+03    0.4404506835E+00    0.8361052376E-01
    0.3900000000E+03    0.4461003372E+00    0.8468209790E-01
    0.4100000000E+03    0.4513248178E+00    0.8567305893E-01
    0.4300000000E+03    0.4561703912E+00    0.8659218592E-01
    0.4500000000E+03    0.4606768447E+00    0.8744702786E-01
    0.4700000000E+03    0.4648785828E+00    0.8824411188E-01
    0.4900000000E+03    0.4688055077E+00    0.8898911038E-01
    0.1000000000E+03    0.2642793055E+00    0.5018709599E-01
    0.3000000000E+03    0.4164545827E+00    0.7905930001E-01
    0.5000000000E+03    0.4706742069E+00    0.8934365037E-01
    0.7000000000E+03    0.4984958671E+00    0.9462457737E-01
    0.9000000000E+03    0.5154252938E+00    0.9784251704E-01
    0.1100000000E+04    0.5268121744E+00    0.1000111436E+00
    0.1300000000E+04    0.5349954844E+00    0.1015733789E+00
    0.1500000000E+04    0.5411603080E+00    0.1027535318E+00
    0.1700000000E+04    0.5459713138E+00    0.1036773654E+00
    0.1900000000E+04    0.5498301804E+00    0.1044208640E+00
    0.2100000000E+04    0.5529939683E+00    0.1050326486E+00
    0.2300000000E+04    0.5556348343E+00    0.1055452795E+00
    0.2500000000E+04    0.5578724141E+00    0.1059813844E+00
    0.2700000000E+04    0.5597924329E+00    0.1063571790E+00
    0.2900000000E+04    0.5614579261E+00    0.1066845889E+00
    0.3100000000E+04    0.5629162810E+00    0.1069725814E+00
    0.3300000000E+04    0.5642038090E+00    0.1072280300E+00
    0.3500000000E+04    0.5653488033E+00    0.1074562922E+00
    0.3700000000E+04    0.5663736363E+00    0.1076616060E+00
    0.3900000000E+04    0.5672962315E+00    0.1078473683E+00
    0.4100000000E+04    0.5681311171E+00    0.1080163338E+00
    0.4300000000E+04    0.5688901936E+00    0.1081707601E+00
    0.4500000000E+04    0.5695833022E+00    0.1083125154E+00
    0.4700000000E+04    0.5702186519E+00    0.1084431589E+00
    0.4900000000E+04    0.5708031444E+00    0.1085640023E+00
    0.1000000000E+04    0.5216262647E+00    0.9902290232E-01
    0.3000000000E+04    0.5622105083E+00    0.1068330415E+00
    0.5000000000E+04    0.5710781812E+00    0.1086211031E+00
    0.7000000000E+04    0.5749479026E+00    0.1094465126E+00
    0.9000000000E+04    0.5771080163E+00    0.1099361098E+00
    0.1100000000E+05    0.5784817139E+00    0.1102676837E+00
    0.1300000000E+05    0.5794292719E+00    0.1105114747E+00
    0.1500000000E+05    0.5801202831E+00    0.1107010063E+00
    0.1700000000E+05    0.5806450335E+00    0.1108543943E+00
    0.1900000000E+05    0.5810559867E+00    0.1109823337E+00
