     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.1416964870E-01    0.1281851767E-03
    0.3000000000E+01    0.4083097778E-01    0.3693655999E-03
    0.5000000000E+01    0.6546741625E-01    0.5922163064E-03
    0.7000000000E+01    0.8830120754E-01    0.7987499004E-03
    0.9000000000E+01    0.1095232196E+00    0.9906947951E-03
    0.1100000000E+02    0.1292982930E+00    0.1169543660E-02
    0.1300000000E+02    0.1477695310E+00    0.1336592285E-02
    0.1500000000E+02    0.1650617684E+00    0.1492971000E-02
    0.1700000000E+02    0.1812843967E+00    0.1639670266E-02
    0.1900000000E+02    0.1965336802E+00    0.1777561661E-02
    0.2100000000E+02    0.2108946681E+00    0.1907415188E-02
    0.2300000000E+02    0.2244427815E+00    0.2029913662E-02
    0.2500000000E+02    0.2372451380E+00    0.2145664698E-02
    0.2700000000E+02    0.2493616642E+00    0.2255210796E-02
    0.2900000000E+02    0.2608460336E+00    0.2359037826E-02
    0.3100000000E+02    0.2717464612E+00    0.2457582235E-02
    0.3300000000E+02    0.2821063804E+00    0.2551237171E-02
    0.3500000000E+02    0.2919650215E+00    0.2640357723E-02
    0.3700000000E+02    0.3013579079E+00    0.2725265416E-02
    0.3900000000E+02    0.3103172839E+00    0.2806252087E-02
    0.4100000000E+02    0.3188724846E+00    0.2883583233E-02
    0.4300000000E+02    0.3270502568E+00    0.2957500914E-02
    0.4500000000E+02    0.3348750380E+00    0.3028226287E-02
    0.4700000000E+02    0.3423692008E+00    0.3095961811E-02
    0.4900000000E+02    0.3495532661E+00    0.3160893186E-02
    0.1000000000E+02    0.1195822144E+00    0.1081671030E-02
    0.3000000000E+02    0.2663664207E+00    0.2408944837E-02
    0.5000000000E+02    0.3530349655E+00    0.3192361186E-02
    0.7000000000E+02    0.4102415802E+00    0.3709363749E-02
    0.9000000000E+02    0.4508267262E+00    0.4076127680E-02
    0.1100000000E+03    0.4811156408E+00    0.4349861087E-02
    0.1300000000E+03    0.5045854370E+00    0.4562001994E-02
    0.1500000000E+03    0.5233059722E+00    0.4731258964E-02
    0.1700000000E+03    0.5385863651E+00    0.4869461060E-02
    0.1900000000E+03    0.5512950808E+00    0.4984453458E-02
    0.2100000000E+03    0.5620309470E+00    0.5081644184E-02
    0.2300000000E+03    0.5712202616E+00    0.5164882205E-02
    0.2500000000E+03    0.5791747533E+00    0.5236981421E-02
    0.2700000000E+03    0.5861276471E+00    0.5300046653E-02
    0.2900000000E+03    0.5922569130E+00    0.5355683736E-02
    0.3100000000E+03    0.5977007149E+00    0.5405139105E-02
    0.3300000000E+03    0.6025679499E+00    0.5449395006E-02
    0.3500000000E+03    0.6069456084E+00    0.5489235963E-02
    0.3700000000E+03    0.6109040189E+00    0.5525296148E-02
    0.3900000000E+03    0.6145006551E+00    0.5558093749E-02
    0.4100000000E+03    0.6177829441E+00    0.5588056328E-02
    0.4300000000E+03    0.6207903703E+00    0.5615539803E-02
    0.4500000000E+03    0.6235560711E+00    0.5640842852E-02
    0.4700000000E+03    0.6261080628E+00    0.5664217977E-02
    0.4900000000E+03    0.6284701933E+00    0.5685880094E-02
    0.1000000000E+03    0.4669967425E+00    0.4222258914E-02
    0.3000000000E+03    0.5950571036E+00    0.5381117444E-02
    0.5000000000E+03    0.6295865605E+00    0.5696127350E-02
    0.7000000000E+03    0.6456424974E+00    0.5844446786E-02
    0.9000000000E+03    0.6549209421E+00    0.5931476168E-02
    0.1100000000E+04    0.6609651182E+00    0.5989153092E-02
    0.1300000000E+04    0.6652149575E+00    0.6030470743E-02
    0.1500000000E+04    0.6683660919E+00    0.6061717006E-02
    0.1700000000E+04    0.6707957297E+00    0.6086309217E-02
    0.1900000000E+04    0.6727261434E+00    0.6106266515E-02
    0.2100000000E+04    0.6742968099E+00    0.6122859845E-02
    0.2300000000E+04    0.6755996775E+00    0.6136929938E-02
    0.2500000000E+04    0.6766978213E+00    0.6149055682E-02
    0.2700000000E+04    0.6776359515E+00    0.6159649060E-02
    0.2900000000E+04    0.6784466436E+00    0.6169011518E-02
    0.3100000000E+04    0.6791541936E+00    0.6177368890E-02
    0.3300000000E+04    0.6797770913E+00    0.6184893847E-02
    0.3500000000E+04    0.6803296566E+00    0.6191720767E-02
    0.3700000000E+04    0.6808231526E+00    0.6197955877E-02
    0.3900000000E+04    0.6812665597E+00    0.6203684311E-02
    0.4100000000E+04    0.6816671260E+00    0.6208975150E-02
    0.4300000000E+04    0.6820307658E+00    0.6213885069E-02
    0.4500000000E+04    0.6823623528E+00    0.6218461034E-02
    0.4700000000E+04    0.6826659395E+00    0.6222742316E-02
    0.4900000000E+04    0.6829449230E+00    0.6226762029E-02
    0.1000000000E+04    0.6582315482E+00    0.5962939494E-02
    0.3000000000E+04    0.6788120420E+00    0.6173304005E-02
    0.5000000000E+04    0.6830761029E+00    0.6228682756E-02
    0.7000000000E+04    0.6849159740E+00    0.6258401201E-02
    0.9000000000E+04    0.6859398728E+00    0.6278480160E-02
    0.1100000000E+05    0.6865912780E+00    0.6293658939E-02
    0.1300000000E+05    0.6870416754E+00    0.6305905150E-02
    0.1500000000E+05    0.6873713396E+00    0.6316207296E-02
    0.1700000000E+05    0.6876228498E+00    0.6325127423E-02
    0.1900000000E+05    0.6878208870E+00    0.6333014176E-02
    0.2100000000E+05    0.6879807413E+00    0.6340098251E-02
    0.2300000000E+05    0.6881123885E+00    0.6346540087E-02
    0.2500000000E+05    0.6882226136E+00    0.6352455750E-02
    0.2700000000E+05    0.6883161910E+00    0.6357931939E-02
    0.2900000000E+05    0.6883965779E+00    0.6363035151E-02
    0.3100000000E+05    0.6884663382E+00    0.6367817533E-02
    0.3300000000E+05    0.6885274141E+00    0.6372320760E-02
    0.3500000000E+05    0.6885813029E+00    0.6376578680E-02
    0.3700000000E+05    0.6886291776E+00    0.6380619177E-02
    0.3900000000E+05    0.6886719702E+00    0.6384465507E-02
    0.4100000000E+05    0.6887104303E+00    0.6388137280E-02
    0.4300000000E+05    0.6887451677E+00    0.6391651190E-02
    0.4500000000E+05    0.6887766834E+00    0.6395021575E-02
    0.4700000000E+05    0.6888053929E+00    0.6398260844E-02
    0.4900000000E+05    0.6888316436E+00    0.6401379816E-02
    0.1000000000E+05    0.6862982173E+00    0.6286525332E-02
    0.3000000000E+05    0.6884326528E+00    0.6365463632E-02
    0.5000000000E+05    0.6888439402E+00    0.6402897201E-02
    0.7000000000E+05    0.6890123811E+00    0.6428726666E-02
    0.9000000000E+05    0.6891012893E+00    0.6448781018E-02
    0.1100000000E+06    0.6891547456E+00    0.6465312263E-02
    0.1300000000E+06    0.6891895101E+00    0.6479446689E-02
    0.1500000000E+06    0.6892133082E+00    0.6491834498E-02
    0.1700000000E+06    0.6892301767E+00    0.6502887534E-02
    0.1900000000E+06    0.6892424209E+00    0.6512884274E-02
    0.2100000000E+06    0.6892514476E+00    0.6522022398E-02
    0.2300000000E+06    0.6892581607E+00    0.6530447626E-02
    0.2500000000E+06    0.6892631656E+00    0.6538270659E-02
    0.2700000000E+06    0.6892668814E+00    0.6545577691E-02
    0.2900000000E+06    0.6892696066E+00    0.6552437229E-02
    0.3100000000E+06    0.6892715590E+00    0.6558904673E-02
    0.3300000000E+06    0.6892729007E+00    0.6565025503E-02
    0.3500000000E+06    0.6892737544E+00    0.6570837536E-02
    0.3700000000E+06    0.6892742147E+00    0.6576372580E-02
    0.3900000000E+06    0.6892743552E+00    0.6581657652E-02
    0.4100000000E+06    0.6892742339E+00    0.6586715913E-02
    0.4300000000E+06    0.6892738972E+00    0.6591567371E-02
    0.4500000000E+06    0.6892733824E+00    0.6596229437E-02
    0.4700000000E+06    0.6892727197E+00    0.6600717361E-02
    0.4900000000E+06    0.6892719339E+00    0.6605044580E-02
    0.1000000000E+06    0.6891310829E+00    0.6457401099E-02
    0.3000000000E+06    0.6892706681E+00    0.6555716918E-02
    0.5000000000E+06    0.6892715014E+00    0.6607151699E-02
    0.7000000000E+06    0.6892598348E+00    0.6643147052E-02
    0.9000000000E+06    0.6892464105E+00    0.6671156827E-02
    0.1100000000E+07    0.6892333087E+00    0.6694223409E-02
    0.1300000000E+07    0.6892210000E+00    0.6713906054E-02
    0.1500000000E+07    0.6892095474E+00    0.6731116425E-02
    0.1700000000E+07    0.6891988997E+00    0.6746436075E-02
    0.1900000000E+07    0.6891889776E+00    0.6760259809E-02
    0.2100000000E+07    0.6891797007E+00    0.6772868513E-02
    0.2300000000E+07    0.6891709957E+00    0.6784469469E-02
    0.2500000000E+07    0.6891627987E+00    0.6795220215E-02
    0.2700000000E+07    0.6891550543E+00    0.6805243407E-02
    0.2900000000E+07    0.6891477152E+00    0.6814636494E-02
    0.3100000000E+07    0.6891407404E+00    0.6823478240E-02
    0.3300000000E+07    0.6891340950E+00    0.6831833256E-02
    0.3500000000E+07    0.6891277482E+00    0.6839755223E-02
    0.3700000000E+07    0.6891216738E+00    0.6847289252E-02
    0.3900000000E+07    0.6891158484E+00    0.6854473629E-02
    0.4100000000E+07    0.6891102517E+00    0.6861341140E-02
    0.4300000000E+07    0.6891048657E+00    0.6867920081E-02
    0.4500000000E+07    0.6890996745E+00    0.6874235054E-02
    0.4700000000E+07    0.6890946639E+00    0.6880307587E-02
    0.4900000000E+07    0.6890898211E+00    0.6886156630E-02
    0.1000000000E+07    0.6892397740E+00    0.6683189606E-02
    0.3000000000E+07    0.6891441846E+00    0.6819121958E-02
    0.5000000000E+07    0.6890874591E+00    0.6889002660E-02
    0.7000000000E+07    0.6890467923E+00    0.6937410783E-02
    0.9000000000E+07    0.6890148545E+00    0.6974818163E-02
    0.1100000000E+08    0.6889884373E+00    0.7005463476E-02
    0.1300000000E+08    0.6889658433E+00    0.7031504987E-02
    0.1500000000E+08    0.6889460621E+00    0.7054197968E-02
    0.1700000000E+08    0.6889284420E+00    0.7074339662E-02
    0.1900000000E+08    0.6889125368E+00    0.7092469284E-02
    0.2100000000E+08    0.6888980278E+00    0.7108969214E-02
    0.2300000000E+08    0.6888846784E+00    0.7124120834E-02
    0.2500000000E+08    0.6888723086E+00    0.7138137444E-02
    0.2700000000E+08    0.6888607777E+00    0.7151184739E-02
    0.2900000000E+08    0.6888499738E+00    0.7163394086E-02
    0.3100000000E+08    0.6888398063E+00    0.7174871460E-02
    0.3300000000E+08    0.6888302008E+00    0.7185703639E-02
    0.3500000000E+08    0.6888210954E+00    0.7195962608E-02
    0.3700000000E+08    0.6888124382E+00    0.7205708764E-02
    0.3900000000E+08    0.6888041849E+00    0.7214993294E-02
    0.4100000000E+08    0.6887962976E+00    0.7223859975E-02
    0.4300000000E+08    0.6887887437E+00    0.7232346542E-02
    0.4500000000E+08    0.6887814948E+00    0.7240485764E-02
    0.4700000000E+08    0.6887745259E+00    0.7248306283E-02
    0.4900000000E+08    0.6887678152E+00    0.7255833286E-02
    0.1000000000E+08    0.6890010839E+00    0.6990821905E-02
    0.3000000000E+08    0.6888448155E+00    0.7169218455E-02
    0.5000000000E+08    0.6887645505E+00    0.7259493779E-02
    0.7000000000E+08    0.6887090848E+00    0.7321562853E-02
    0.9000000000E+08    0.6886663097E+00    0.7369293124E-02
    0.1100000000E+09    0.6886313240E+00    0.7408255271E-02
    0.1300000000E+09    0.6886016346E+00    0.7441271106E-02
    0.1500000000E+09    0.6885757926E+00    0.7469975364E-02
    0.1700000000E+09    0.6885528789E+00    0.7495403005E-02
    0.1900000000E+09    0.6885322724E+00    0.7518252180E-02
    0.2100000000E+09    0.6885135329E+00    0.7539016860E-02
    0.2300000000E+09    0.6884963369E+00    0.7558059822E-02
    0.2500000000E+09    0.6884804392E+00    0.7575655597E-02
    0.2700000000E+09    0.6884656497E+00    0.7592017109E-02
    0.2900000000E+09    0.6884518174E+00    0.7607312930E-02
    0.3100000000E+09    0.6884388209E+00    0.7621678877E-02
    0.3300000000E+09    0.6884265607E+00    0.7635226033E-02
    0.3500000000E+09    0.6884149543E+00    0.7648046442E-02
    0.3700000000E+09    0.6884039325E+00    0.7660217256E-02
    0.3900000000E+09    0.6883934368E+00    0.7671803800E-02
    0.4100000000E+09    0.6883834171E+00    0.7682861891E-02
    0.4300000000E+09    0.6883738302E+00    0.7693439605E-02
    0.4500000000E+09    0.6883646387E+00    0.7703578656E-02
    0.4700000000E+09    0.6883558098E+00    0.7713315482E-02
    0.4900000000E+09    0.6883473148E+00    0.7722682098E-02
    0.1000000000E+09    0.6886480329E+00    0.7389655294E-02
