pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000003571,0.0000006071,0.0000000619,0.0000001053,
0.1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.5,0.0000023214,0.0000018548,0.0000004025,0.0000003216,
1,0.0000030357,0.0000016810,0.0000005263,0.0000002914,
10,0.0000264286,0.0000114283,0.0000045819,0.0000019813,
1e2,0.0002817857,0.0000330367,0.0000488525,0.0000057275,
1e3,0.0027337500,0.0000848577,0.0004739434,0.0000147116,
1e4,0.0268019643,0.0006948888,0.0046465897,0.0001204711,
1e5,0.2562492857,0.0018727075,0.0444252993,0.0003246666,
1e6,1.6511839286,0.0134913916,0.2862616380,0.0023389689,
1e7,3.3295571429,0.0179238555,0.5772370147,0.0031074141,
1e8,3.9511333929,0.0020120031,0.6849981384,0.0003488160,
5,0.0000169643,0.0000052578,0.0000029411,0.0000009115,
50,0.0001337500,0.0000166895,0.0000231879,0.0000028934,
5e2,0.0013535714,0.0000284334,0.0002346653,0.0000049294,
5e3,0.0134382143,0.0003338088,0.0023297497,0.0000578716,
5e4,0.1325075000,0.0017941600,0.0229724947,0.0003110491,
5e5,1.0394939286,0.0150593073,0.1802144689,0.0026107945,
5e6,2.9968480357,0.0150200098,0.5195560669,0.0026039816,
5e7,3.8264878571,0.0069933926,0.6633886528,0.0012124270,
