     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.1597535092E-02    0.2118069111E-02    0.9105179612E-03
    0.3000000000E+01    0.4734320540E-02    0.6277435728E-02    0.2698491221E-02
    0.5000000000E+01    0.7795786007E-02    0.1033771336E-01    0.4443739302E-02
    0.7000000000E+01    0.1078467731E-01    0.1430265349E-01    0.6147820775E-02
    0.9000000000E+01    0.1370360465E-01    0.1817581767E-01    0.7812217150E-02
    0.1100000000E+02    0.1655505103E-01    0.2196058941E-01    0.9438337665E-02
    0.1300000000E+02    0.1934138006E-01    0.2566018526E-01    0.1102752372E-01
    0.1500000000E+02    0.2206484315E-01    0.2927766505E-01    0.1258105297E-01
    0.1700000000E+02    0.2472758623E-01    0.3281594132E-01    0.1410014317E-01
    0.1900000000E+02    0.2733165597E-01    0.3627778819E-01    0.1558595566E-01
    0.2100000000E+02    0.2987900553E-01    0.3966584948E-01    0.1703959868E-01
    0.2300000000E+02    0.3237149998E-01    0.4298264634E-01    0.1846213044E-01
    0.2500000000E+02    0.3481092127E-01    0.4623058433E-01    0.1985456194E-01
    0.2700000000E+02    0.3719897292E-01    0.4941196001E-01    0.2121785963E-01
    0.2900000000E+02    0.3953728434E-01    0.5252896705E-01    0.2255294788E-01
    0.3100000000E+02    0.4182741490E-01    0.5558370202E-01    0.2386071129E-01
    0.3300000000E+02    0.4407085777E-01    0.5857816967E-01    0.2514199686E-01
    0.3500000000E+02    0.4626904338E-01    0.6151428801E-01    0.2639761598E-01
    0.3700000000E+02    0.4842334280E-01    0.6439389292E-01    0.2762834633E-01
    0.3900000000E+02    0.5053507086E-01    0.6721874255E-01    0.2883493366E-01
    0.4100000000E+02    0.5260548899E-01    0.6999052144E-01    0.3001809341E-01
    0.4300000000E+02    0.5463580802E-01    0.7271084432E-01    0.3117851230E-01
    0.4500000000E+02    0.5662719072E-01    0.7538125974E-01    0.3231684975E-01
    0.4700000000E+02    0.5858075420E-01    0.7800325345E-01    0.3343373927E-01
    0.4900000000E+02    0.6049757217E-01    0.8057825156E-01    0.3452978974E-01
    0.1000000000E+02    0.1513761253E-01    0.2007904777E-01    0.8629976512E-02
    0.3000000000E+02    0.4068827739E-01    0.5406399115E-01    0.2321019140E-01
    0.5000000000E+02    0.6144252578E-01    0.8184855736E-01    0.3507018418E-01
    0.7000000000E+02    0.7864370084E-01    0.1050932084E+00    0.4491514246E-01
    0.9000000000E+02    0.9313264032E-01    0.1249058571E+00    0.5322180288E-01
    0.1100000000E+03    0.1055002669E+00    0.1420551614E+00    0.6032512128E-01
    0.1300000000E+03    0.1161751270E+00    0.1570918890E+00    0.6646796988E-01
    0.1500000000E+03    0.1254762415E+00    0.1704215284E+00    0.7183112867E-01
    0.1700000000E+03    0.1336463984E+00    0.1823495911E+00    0.7655217086E-01
    0.1900000000E+03    0.1408738907E+00    0.1931108995E+00    0.8073778980E-01
    0.2100000000E+03    0.1473071521E+00    0.2028891084E+00    0.8447209593E-01
    0.2300000000E+03    0.1530648748E+00    0.2118300679E+00    0.8782235143E-01
    0.2500000000E+03    0.1582431688E+00    0.2200511863E+00    0.9084302684E-01
    0.2700000000E+03    0.1629207308E+00    0.2276481267E+00    0.9357872955E-01
    0.2900000000E+03    0.1671626445E+00    0.2346996860E+00    0.9606635665E-01
    0.3100000000E+03    0.1710232203E+00    0.2412714082E+00    0.9833670315E-01
    0.3300000000E+03    0.1745481470E+00    0.2474183008E+00    0.1004156808E+00
    0.3500000000E+03    0.1777761452E+00    0.2531869048E+00    0.1023252543E+00
    0.3700000000E+03    0.1807402510E+00    0.2586168906E+00    0.1040841681E+00
    0.3900000000E+03    0.1834688252E+00    0.2637423045E+00    0.1057085184E+00
    0.4100000000E+03    0.1859863534E+00    0.2685925494E+00    0.1072122055E+00
    0.4300000000E+03    0.1883140868E+00    0.2731931664E+00    0.1086072972E+00
    0.4500000000E+03    0.1904705590E+00    0.2775664616E+00    0.1099043212E+00
    0.4700000000E+03    0.1924720068E+00    0.2817320141E+00    0.1111125035E+00
    0.4900000000E+03    0.1943327145E+00    0.2857070890E+00    0.1122399633E+00
    0.1000000000E+03    0.9955176929E-01    0.1337749193E+00    0.5690696290E-01
    0.3000000000E+03    0.1691375635E+00    0.2380418688E+00    0.9722696818E-01
    0.5000000000E+03    0.1952142920E+00    0.2876280452E+00    0.1127756972E+00
    0.7000000000E+03    0.2078568547E+00    0.3189771061E+00    0.1206179829E+00
    0.9000000000E+03    0.2147364564E+00    0.3415376600E+00    0.1251214999E+00
    0.1100000000E+04    0.2186893195E+00    0.3590082935E+00    0.1279085781E+00
    0.1300000000E+04    0.2209929135E+00    0.3731853960E+00    0.1297140491E+00
    0.1500000000E+04    0.2222996372E+00    0.3850675728E+00    0.1309156672E+00
    0.1700000000E+04    0.2229731755E+00    0.3952639322E+00    0.1317256186E+00
    0.1900000000E+04    0.2232298116E+00    0.4041720524E+00    0.1322711889E+00
    0.2100000000E+04    0.2232047083E+00    0.4120651888E+00    0.1326327094E+00
    0.2300000000E+04    0.2229856994E+00    0.4191389302E+00    0.1328629659E+00
    0.2500000000E+04    0.2226316816E+00    0.4255379326E+00    0.1329978002E+00
    0.2700000000E+04    0.2221831688E+00    0.4313721035E+00    0.1330622178E+00
    0.2900000000E+04    0.2216686188E+00    0.4367268522E+00    0.1330740651E+00
    0.3100000000E+04    0.2211083677E+00    0.4416698326E+00    0.1330463261E+00
    0.3300000000E+04    0.2205171528E+00    0.4462555215E+00    0.1329886037E+00
    0.3500000000E+04    0.2199057765E+00    0.4505284152E+00    0.1329081005E+00
    0.3700000000E+04    0.2192822267E+00    0.4545253152E+00    0.1328102847E+00
    0.3900000000E+04    0.2186524501E+00    0.4582769957E+00    0.1326993511E+00
    0.4100000000E+04    0.2180208922E+00    0.4618094449E+00    0.1325785468E+00
    0.4300000000E+04    0.2173908835E+00    0.4651448025E+00    0.1324504041E+00
    0.4500000000E+04    0.2167649173E+00    0.4683020794E+00    0.1323169114E+00
    0.4700000000E+04    0.2161448539E+00    0.4712977168E+00    0.1321796375E+00
    0.4900000000E+04    0.2155320704E+00    0.4741460264E+00    0.1320398261E+00
    0.1000000000E+04    0.2169779442E+00    0.3507707059E+00    0.1266717178E+00
    0.3000000000E+04    0.2213931763E+00    0.4392461427E+00    0.1330644778E+00
    0.5000000000E+04    0.2152287355E+00    0.4755189111E+00    0.1319692863E+00
    0.7000000000E+04    0.2096706936E+00    0.4976032474E+00    0.1305800188E+00
    0.9000000000E+04    0.2050581358E+00    0.5131074533E+00    0.1293633264E+00
    0.1100000000E+05    0.2012042718E+00    0.5248581520E+00    0.1283398404E+00
    0.1300000000E+05    0.1979302061E+00    0.5342059304E+00    0.1274776757E+00
    0.1500000000E+05    0.1951034116E+00    0.5418962375E+00    0.1267442493E+00
    0.1700000000E+05    0.1926283343E+00    0.5483815641E+00    0.1261134106E+00
    0.1900000000E+05    0.1904352871E+00    0.5539558767E+00    0.1255651235E+00
    0.2100000000E+05    0.1884724369E+00    0.5588201767E+00    0.1250841002E+00
    0.2300000000E+05    0.1867004336E+00    0.5631175099E+00    0.1246585770E+00
    0.2500000000E+05    0.1850888271E+00    0.5669530084E+00    0.1242793894E+00
    0.2700000000E+05    0.1836136438E+00    0.5704060152E+00    0.1239393042E+00
    0.2900000000E+05    0.1822557153E+00    0.5735377553E+00    0.1236325387E+00
    0.3100000000E+05    0.1809995036E+00    0.5763963750E+00    0.1233544150E+00
    0.3300000000E+05    0.1798322573E+00    0.5790203575E+00    0.1231011067E+00
    0.3500000000E+05    0.1787433966E+00    0.5814409014E+00    0.1228694521E+00
    0.3700000000E+05    0.1777240563E+00    0.5836836176E+00    0.1226568149E+00
    0.3900000000E+05    0.1767667412E+00    0.5857697633E+00    0.1224609780E+00
    0.4100000000E+05    0.1758650631E+00    0.5877171569E+00    0.1222800625E+00
    0.4300000000E+05    0.1750135373E+00    0.5895408675E+00    0.1221124646E+00
    0.4500000000E+05    0.1742074228E+00    0.5912537411E+00    0.1219568067E+00
    0.4700000000E+05    0.1734425962E+00    0.5928668086E+00    0.1218118980E+00
    0.4900000000E+05    0.1727154512E+00    0.5943896052E+00    0.1216767038E+00
    0.1000000000E+05    0.2030486636E+00    0.5193475892E+00    0.1288292054E+00
    0.3000000000E+05    0.1816157490E+00    0.5749986054E+00    0.1234901533E+00
    0.5000000000E+05    0.1723650032E+00    0.5951197859E+00    0.1216124625E+00
    0.7000000000E+05    0.1667335477E+00    0.6065269795E+00    0.1206685374E+00
    0.9000000000E+05    0.1627876886E+00    0.6141599706E+00    0.1201185935E+00
    0.1100000000E+06    0.1597990594E+00    0.6197444584E+00    0.1197728842E+00
    0.1300000000E+06    0.1574200267E+00    0.6240668605E+00    0.1195465094E+00
    0.1500000000E+06    0.1554595779E+00    0.6275450928E+00    0.1193955643E+00
    0.1700000000E+06    0.1538023514E+00    0.6304250275E+00    0.1192950191E+00
    0.1900000000E+06    0.1523737561E+00    0.6328622444E+00    0.1192295632E+00
    0.2100000000E+06    0.1511230035E+00    0.6349607417E+00    0.1191893179E+00
    0.2300000000E+06    0.1500140793E+00    0.6367930866E+00    0.1191676371E+00
    0.2500000000E+06    0.1490205950E+00    0.6384116941E+00    0.1191598960E+00
    0.2700000000E+06    0.1481226857E+00    0.6398555139E+00    0.1191627864E+00
    0.2900000000E+06    0.1473050548E+00    0.6411541874E+00    0.1191738866E+00
    0.3100000000E+06    0.1465556935E+00    0.6423307325E+00    0.1191913888E+00
    0.3300000000E+06    0.1458650165E+00    0.6434033381E+00    0.1192139209E+00
    0.3500000000E+06    0.1452252607E+00    0.6443865965E+00    0.1192404263E+00
    0.3700000000E+06    0.1446300589E+00    0.6452923715E+00    0.1192700812E+00
    0.3900000000E+06    0.1440741289E+00    0.6461304230E+00    0.1193022363E+00
    0.4100000000E+06    0.1435530448E+00    0.6469088644E+00    0.1193363749E+00
    0.4300000000E+06    0.1430630644E+00    0.6476345048E+00    0.1193720825E+00
    0.4500000000E+06    0.1426009973E+00    0.6483131073E+00    0.1194090238E+00
    0.4700000000E+06    0.1421641041E+00    0.6489495873E+00    0.1194469264E+00
    0.4900000000E+06    0.1417500159E+00    0.6495481669E+00    0.1194855670E+00
    0.1000000000E+06    0.1612006227E+00    0.6171467791E+00    0.1199268946E+00
    0.3000000000E+06    0.1469224883E+00    0.6417564926E+00    0.1191819318E+00
    0.5000000000E+06    0.1415508691E+00    0.6498344043E+00    0.1195051056E+00
    0.7000000000E+06    0.1383814017E+00    0.6542417026E+00    0.1199040397E+00
    0.9000000000E+06    0.1361834944E+00    0.6571252538E+00    0.1202855529E+00
    0.1100000000E+07    0.1345233040E+00    0.6592030018E+00    0.1206362089E+00
    0.1300000000E+07    0.1332007526E+00    0.6607932485E+00    0.1209566675E+00
    0.1500000000E+07    0.1321081626E+00    0.6620618586E+00    0.1212503234E+00
    0.1700000000E+07    0.1311813764E+00    0.6631049639E+00    0.1215207499E+00
    0.1900000000E+07    0.1303792897E+00    0.6639826694E+00    0.1217711084E+00
    0.2100000000E+07    0.1296740925E+00    0.6647347587E+00    0.1220040639E+00
    0.2300000000E+07    0.1290461516E+00    0.6653887624E+00    0.1222218344E+00
    0.2500000000E+07    0.1284811256E+00    0.6659644243E+00    0.1224262638E+00
    0.2700000000E+07    0.1279682403E+00    0.6664763256E+00    0.1226188926E+00
    0.2900000000E+07    0.1274992099E+00    0.6669355020E+00    0.1228010161E+00
    0.3100000000E+07    0.1270675346E+00    0.6673504819E+00    0.1229737309E+00
    0.3300000000E+07    0.1266680271E+00    0.6677279753E+00    0.1231379727E+00
    0.3500000000E+07    0.1262964864E+00    0.6680733440E+00    0.1232945450E+00
    0.3700000000E+07    0.1259494651E+00    0.6683909316E+00    0.1234441430E+00
    0.3900000000E+07    0.1256241021E+00    0.6686842999E+00    0.1235873713E+00
    0.4100000000E+07    0.1253179979E+00    0.6689564007E+00    0.1237247594E+00
    0.4300000000E+07    0.1250291218E+00    0.6692097046E+00    0.1238567732E+00
    0.4500000000E+07    0.1247557410E+00    0.6694462972E+00    0.1239838249E+00
    0.4700000000E+07    0.1244963656E+00    0.6696679529E+00    0.1241062807E+00
    0.4900000000E+07    0.1242497060E+00    0.6698761927E+00    0.1242244678E+00
    0.1000000000E+07    0.1353017762E+00    0.6582398096E+00    0.1204648186E+00
    0.3000000000E+07    0.1272790535E+00    0.6671480609E+00    0.1228884877E+00
    0.5000000000E+07    0.1241307878E+00    0.6699756988E+00    0.1242820533E+00
    0.7000000000E+07    0.1222102185E+00    0.6715023197E+00    0.1252671161E+00
    0.9000000000E+07    0.1208434157E+00    0.6724964255E+00    0.1260317551E+00
    0.1100000000E+08    0.1197890777E+00    0.6732112040E+00    0.1266577741E+00
    0.1300000000E+08    0.1189342565E+00    0.6737579033E+00    0.1271883057E+00
    0.1500000000E+08    0.1182173368E+00    0.6741941361E+00    0.1276489460E+00
    0.1700000000E+08    0.1176011521E+00    0.6745531403E+00    0.1280561574E+00
    0.1900000000E+08    0.1170616227E+00    0.6748556239E+00    0.1284211672E+00
    0.2100000000E+08    0.1165822889E+00    0.6751152547E+00    0.1287519810E+00
    0.2300000000E+08    0.1161514206E+00    0.6753414688E+00    0.1290545122E+00
    0.2500000000E+08    0.1157603739E+00    0.6755410206E+00    0.1293332546E+00
    0.2700000000E+08    0.1154026022E+00    0.6757188902E+00    0.1295917048E+00
    0.2900000000E+08    0.1150730326E+00    0.6758788415E+00    0.1298326373E+00
    0.3100000000E+08    0.1147676569E+00    0.6760237802E+00    0.1300582916E+00
    0.3300000000E+08    0.1144832554E+00    0.6761559897E+00    0.1302705017E+00
    0.3500000000E+08    0.1142172036E+00    0.6762772933E+00    0.1304707884E+00
    0.3700000000E+08    0.1139673353E+00    0.6763891670E+00    0.1306604275E+00
    0.3900000000E+08    0.1137318420E+00    0.6764928203E+00    0.1308404993E+00
    0.4100000000E+08    0.1135091993E+00    0.6765892549E+00    0.1310119272E+00
    0.4300000000E+08    0.1132981102E+00    0.6766793090E+00    0.1311755064E+00
    0.4500000000E+08    0.1130974626E+00    0.6767636897E+00    0.1313319269E+00
    0.4700000000E+08    0.1129062959E+00    0.6768429986E+00    0.1314817913E+00
    0.4900000000E+08    0.1127237746E+00    0.6769177510E+00    0.1316256286E+00
    0.1000000000E+08    0.1202859556E+00    0.6728799609E+00    0.1263588345E+00
    0.3000000000E+08    0.1149175376E+00    0.6759530323E+00    0.1299472513E+00
    0.5000000000E+08    0.1126355241E+00    0.6769535598E+00    0.1316954353E+00
    0.7000000000E+08    0.1111869035E+00    0.6775120926E+00    0.1328645472E+00
    0.9000000000E+08    0.1101285583E+00    0.6778889804E+00    0.1337444651E+00
    0.1100000000E+09    0.1092962185E+00    0.6781700033E+00    0.1344501930E+00
    0.1300000000E+09    0.1086110670E+00    0.6783929271E+00    0.1350393137E+00
    0.1500000000E+09    0.1080292729E+00    0.6785773677E+00    0.1355448402E+00
    0.1700000000E+09    0.1075239792E+00    0.6787346818E+00    0.1359874774E+00
    0.1900000000E+09    0.1070775545E+00    0.6788719727E+00    0.1363810735E+00
    0.2100000000E+09    0.1066778093E+00    0.6789939485E+00    0.1367353505E+00
    0.2300000000E+09    0.1063159696E+00    0.6791038743E+00    0.1370573974E+00
    0.2500000000E+09    0.1059855128E+00    0.6792040976E+00    0.1373525430E+00
    0.2700000000E+09    0.1056814595E+00    0.6792963580E+00    0.1376248948E+00
    0.2900000000E+09    0.1053999237E+00    0.6793819764E+00    0.1378776858E+00
    0.3100000000E+09    0.1051378149E+00    0.6794619776E+00    0.1381135068E+00
    0.3300000000E+09    0.1048926356E+00    0.6795371711E+00    0.1383344656E+00
    0.3500000000E+09    0.1046623387E+00    0.6796082065E+00    0.1385423005E+00
    0.3700000000E+09    0.1044452260E+00    0.6796756125E+00    0.1387384616E+00
    0.3900000000E+09    0.1042398731E+00    0.6797398246E+00    0.1389241714E+00
    0.4100000000E+09    0.1040450737E+00    0.6798012053E+00    0.1391004701E+00
    0.4300000000E+09    0.1038597974E+00    0.6798600596E+00    0.1392682500E+00
    0.4500000000E+09    0.1036831572E+00    0.6799166461E+00    0.1394282823E+00
    0.4700000000E+09    0.1035143839E+00    0.6799711862E+00    0.1395812381E+00
    0.4900000000E+09    0.1033528066E+00    0.6800238705E+00    0.1397277052E+00
    0.1000000000E+09    0.1096902192E+00    0.6780385000E+00    0.1341147032E+00
