     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.1105489183E-01    0.1049376718E-02    0.2571673401E-03
    0.3000000000E+01    0.3204152633E-01    0.3055810719E-02    0.7453812175E-03
    0.5000000000E+01    0.5165259772E-01    0.4948901106E-02    0.1201604563E-02
    0.7000000000E+01    0.7001831070E-01    0.6739060424E-02    0.1628866109E-02
    0.9000000000E+01    0.8725294577E-01    0.8435434475E-02    0.2029824123E-02
    0.1100000000E+02    0.1034572225E+00    0.1004609094E-01    0.2406821392E-02
    0.1300000000E+02    0.1187202537E+00    0.1157817515E-01    0.2761930686E-02
    0.1500000000E+02    0.1331211711E+00    0.1303803945E-01    0.3096992583E-02
    0.1700000000E+02    0.1467304851E+00    0.1443135130E-01    0.3413647101E-02
    0.1900000000E+02    0.1596112277E+00    0.1576318409E-01    0.3713360290E-02
    0.2100000000E+02    0.1718199185E+00    0.1703809382E-01    0.3997446711E-02
    0.2300000000E+02    0.1834073849E+00    0.1826018408E-01    0.4267088504E-02
    0.2500000000E+02    0.1944194607E+00    0.1943316148E-01    0.4523351655E-02
    0.2700000000E+02    0.2048975849E+00    0.2056038307E-01    0.4767199917E-02
    0.2900000000E+02    0.2148793158E+00    0.2164489709E-01    0.4999506777E-02
    0.3100000000E+02    0.2243987751E+00    0.2268947807E-01    0.5221065780E-02
    0.3300000000E+02    0.2334870318E+00    0.2369665729E-01    0.5432599468E-02
    0.3500000000E+02    0.2421724363E+00    0.2466874921E-01    0.5634767143E-02
    0.3700000000E+02    0.2504809110E+00    0.2560787445E-01    0.5828171636E-02
    0.3900000000E+02    0.2584362051E+00    0.2651597999E-01    0.6013365226E-02
    0.4100000000E+02    0.2660601171E+00    0.2739485681E-01    0.6190854824E-02
    0.4300000000E+02    0.2733726912E+00    0.2824615541E-01    0.6361106539E-02
    0.4500000000E+02    0.2803923905E+00    0.2907139953E-01    0.6524549698E-02
    0.4700000000E+02    0.2871362491E+00    0.2987199828E-01    0.6681580403E-02
    0.4900000000E+02    0.2936200084E+00    0.3064925685E-01    0.6832564682E-02
    0.1000000000E+02    0.9547805782E-01    0.9251010838E-02    0.2221182451E-02
    0.3000000000E+02    0.2196948202E+00    0.2217201563E-01    0.5111583034E-02
    0.5000000000E+02    0.2967689463E+00    0.3102951541E-01    0.6905896266E-02
    0.7000000000E+02    0.3491098253E+00    0.3766142937E-01    0.8125248271E-02
    0.9000000000E+02    0.3868801089E+00    0.4292171129E-01    0.9005928184E-02
    0.1100000000E+03    0.4153537234E+00    0.4726567970E-01    0.9670538830E-02
    0.1300000000E+03    0.4375385044E+00    0.5096053973E-01    0.1018899304E-01
    0.1500000000E+03    0.4552744127E+00    0.5417462479E-01    0.1060405250E-01
    0.1700000000E+03    0.4697496994E+00    0.5701993897E-01    0.1094332970E-01
    0.1900000000E+03    0.4817656580E+00    0.5957431628E-01    0.1122544325E-01
    0.2100000000E+03    0.4918820747E+00    0.6189379337E-01    0.1146339918E-01
    0.2300000000E+03    0.5005016991E+00    0.6401991644E-01    0.1166655435E-01
