     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.1595798903E-02    0.3172656427E-02    0.7796081941E-03
    0.3000000000E+01    0.4719164027E-02    0.9377225359E-02    0.2305698289E-02
    0.5000000000E+01    0.7754930825E-02    0.1540135519E-01    0.3789262671E-02
    0.7000000000E+01    0.1070693836E-01    0.2125324400E-01    0.5232167724E-02
    0.9000000000E+01    0.1357879650E-01    0.2694059446E-01    0.6636168216E-02
    0.1100000000E+02    0.1637390306E-01    0.3247065082E-01    0.8002915652E-02
    0.1300000000E+02    0.1909545939E-01    0.3785023265E-01    0.9333965880E-02
    0.1500000000E+02    0.2174648460E-01    0.4308576566E-01    0.1063078603E-01
    0.1700000000E+02    0.2432982861E-01    0.4818330984E-01    0.1189476087E-01
    0.1900000000E+02    0.2684818399E-01    0.5314858524E-01    0.1312719857E-01
    0.2100000000E+02    0.2930409692E-01    0.5798699555E-01    0.1432933606E-01
    0.2300000000E+02    0.3169997716E-01    0.6270364983E-01    0.1550234389E-01
    0.2500000000E+02    0.3403810725E-01    0.6730338236E-01    0.1664733069E-01
    0.2700000000E+02    0.3632065095E-01    0.7179077101E-01    0.1776534731E-01
    0.2900000000E+02    0.3854966102E-01    0.7617015405E-01    0.1885739059E-01
    0.3100000000E+02    0.4072708641E-01    0.8044564575E-01    0.1992440688E-01
    0.3300000000E+02    0.4285477885E-01    0.8462115070E-01    0.2096729525E-01
    0.3500000000E+02    0.4493449895E-01    0.8870037708E-01    0.2198691043E-01
    0.3700000000E+02    0.4696792192E-01    0.9268684892E-01    0.2298406564E-01
    0.3900000000E+02    0.4895664272E-01    0.9658391747E-01    0.2395953507E-01
    0.4100000000E+02    0.5090218096E-01    0.1003947717E+00    0.2491405627E-01
    0.4300000000E+02    0.5280598538E-01    0.1041224480E+00    0.2584833236E-01
    0.4500000000E+02    0.5466943802E-01    0.1077698395E+00    0.2676303400E-01
    0.4700000000E+02    0.5649385814E-01    0.1113397042E+00    0.2765880136E-01
    0.4900000000E+02    0.5828050577E-01    0.1148346728E+00    0.2853624581E-01
    0.1000000000E+02    0.1498573921E-01    0.2972484860E-01    0.7324099168E-02
    0.3000000000E+02    0.3964470387E-01    0.7832063753E-01    0.1939396985E-01
    0.5000000000E+02    0.5916004330E-01    0.1165548602E+00    0.2896828054E-01
    0.7000000000E+02    0.7503397015E-01    0.1475800106E+00    0.3677617032E-01
    0.9000000000E+02    0.8822110825E-01    0.1733730028E+00    0.4328064634E-01
    0.1100000000E+03    0.9936066091E-01    0.1952385606E+00    0.4879155413E-01
    0.1300000000E+03    0.1088988207E+00    0.2140739149E+00    0.5352508947E-01
    0.1500000000E+03    0.1171577653E+00    0.2305172903E+00    0.5763731515E-01
    0.1700000000E+03    0.1243767227E+00    0.2450357072E+00    0.6124409513E-01
    0.1900000000E+03    0.1307375432E+00    0.2579792256E+00    0.6443349974E-01
    0.2100000000E+03    0.1363812428E+00    0.2696157226E+00    0.6727382643E-01
    0.2300000000E+03    0.1414190605E+00    0.2801539070E+00    0.6981895769E-01
    0.2500000000E+03    0.1459400583E+00    0.2897589759E+00    0.7211204253E-01
    0.2700000000E+03    0.1500164757E+00    0.2985635240E+00    0.7418808887E-01
    0.2900000000E+03    0.1537075829E+00    0.3066753106E+00    0.7607582873E-01
    0.3100000000E+03    0.1570625072E+00    0.3141828925E+00    0.7779908612E-01
    0.3300000000E+03    0.1601223424E+00    0.3211597814E+00    0.7937779716E-01
    0.3500000000E+03    0.1629217448E+00    0.3276675579E+00    0.8082878275E-01
    0.3700000000E+03    0.1654901600E+00    0.3337582373E+00    0.8216634154E-01
    0.3900000000E+03    0.1678527757E+00    0.3394760893E+00    0.8340271088E-01
    0.4100000000E+03    0.1700312704E+00    0.3448590540E+00    0.8454842903E-01
    0.4300000000E+03    0.1720444084E+00    0.3499398557E+00    0.8561262281E-01
    0.4500000000E+03    0.1739085159E+00    0.3547468870E+00    0.8660323805E-01
    0.4700000000E+03    0.1756378667E+00    0.3593049170E+00    0.8752722592E-01
    0.4900000000E+03    0.1772449956E+00    0.3636356644E+00    0.8839069477E-01
    0.1000000000E+03    0.9401540959E-01    0.1847332128E+00    0.4614506896E-01
    0.3000000000E+03    0.1554243321E+00    0.3104997208E+00    0.7695669068E-01
    0.5000000000E+03    0.1780062329E+00    0.3657218765E+00    0.8880144408E-01
    0.7000000000E+03    0.1889119338E+00    0.3991469634E+00    0.9486348263E-01
    0.9000000000E+03    0.1948448784E+00    0.4224503593E+00    0.9842000911E-01
    0.1100000000E+04    0.1982636873E+00    0.4400381336E+00    0.1006835691E+00
    0.1300000000E+04    0.2002714649E+00    0.4540011906E+00    0.1022037914E+00
    0.1500000000E+04    0.2014298088E+00    0.4654818214E+00    0.1032637836E+00
    0.1700000000E+04    0.2020508094E+00    0.4751668405E+00    0.1040229614E+00
    0.1900000000E+04    0.2023194550E+00    0.4834989396E+00    0.1045772237E+00
    0.2100000000E+04    0.2023509478E+00    0.4907789219E+00    0.1049872854E+00
