     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.6356842299E-02    0.1054915707E-02    0.6469678609E-03
    0.3000000000E+01    0.1864759986E-01    0.3102968103E-02    0.1897893382E-02
    0.5000000000E+01    0.3040483143E-01    0.5073021702E-02    0.3094561575E-02
    0.7000000000E+01    0.4166229533E-01    0.6969933804E-02    0.4240405954E-02
    0.9000000000E+01    0.5245095835E-01    0.8798157516E-02    0.5338576080E-02
    0.1100000000E+02    0.6279927900E-01    0.1056178330E-01    0.6391966371E-02
    0.1300000000E+02    0.7273345686E-01    0.1226457546E-01    0.7403241475E-02
    0.1500000000E+02    0.8227765276E-01    0.1391000433E-01    0.8374858660E-02
    0.1700000000E+02    0.9145418360E-01    0.1550127467E-01    0.9309087639E-02
    0.1900000000E+02    0.1002836952E+00    0.1704135081E-01    0.1020802815E-01
    0.2100000000E+02    0.1087853162E+00    0.1853297904E-01    0.1107362561E-01
    0.2300000000E+02    0.1169767948E+00    0.1997870745E-01    0.1190768503E-01
    0.2500000000E+02    0.1248746216E+00    0.2138090371E-01    0.1271188349E-01
    0.2700000000E+02    0.1324941388E+00    0.2274177089E-01    0.1348778130E-01
    0.2900000000E+02    0.1398496388E+00    0.2406336169E-01    0.1423683197E-01
    0.3100000000E+02    0.1469544526E+00    0.2534759117E-01    0.1496039123E-01
    0.3300000000E+02    0.1538210293E+00    0.2659624825E-01    0.1565972508E-01
    0.3500000000E+02    0.1604610076E+00    0.2781100603E-01    0.1633601718E-01
    0.3700000000E+02    0.1668852814E+00    0.2899343109E-01    0.1699037534E-01
    0.3900000000E+02    0.1731040578E+00    0.3014499197E-01    0.1762383759E-01
    0.4100000000E+02    0.1791269110E+00    0.3126706682E-01    0.1823737754E-01
    0.4300000000E+02    0.1849628300E+00    0.3236095028E-01    0.1883190932E-01
    0.4500000000E+02    0.1906202632E+00    0.3342785983E-01    0.1940829207E-01
    0.4700000000E+02    0.1961071583E+00    0.3446894151E-01    0.1996733399E-01
    0.4900000000E+02    0.2014309988E+00    0.3548527515E-01    0.2050979608E-01
    0.1000000000E+02    0.5767847377E-01    0.9687802631E-02    0.5870697055E-02
    0.3000000000E+02    0.1434325837E+00    0.2471003196E-01    0.1460171689E-01
    0.5000000000E+02    0.2040339935E+00    0.3598448199E-01    0.2077503542E-01
    0.7000000000E+02    0.2490477222E+00    0.4488837991E-01    0.2536335748E-01
    0.9000000000E+02    0.2837391120E+00    0.5218520712E-01    0.2890209672E-01
    0.1100000000E+03    0.3112457796E+00    0.5833466277E-01    0.3171028549E-01
    0.1300000000E+03    0.3335534852E+00    0.6363139224E-01    0.3398982438E-01
    0.1500000000E+03    0.3519799946E+00    0.6827373971E-01    0.3587468990E-01
    0.1700000000E+03    0.3674339537E+00    0.7240060524E-01    0.3745726010E-01
    0.1900000000E+03    0.3805620603E+00    0.7611247819E-01    0.3880327989E-01
    0.2100000000E+03    0.3918369908E+00    0.7948406936E-01    0.3996080178E-01
    0.2300000000E+03    0.4016121562E+00    0.8257222722E-01    0.4096575321E-01
    0.2500000000E+03    0.4101570196E+00    0.8542108070E-01    0.4184552746E-01
    0.2700000000E+03    0.4176805740E+00    0.8806548498E-01    0.4262137061E-01
    0.2900000000E+03    0.4243473660E+00    0.9053339301E-01    0.4331001053E-01
    0.3100000000E+03    0.4302886844E+00    0.9284752646E-01    0.4392479442E-01
    0.3300000000E+03    0.4356105359E+00    0.9502657777E-01    0.4447649954E-01
    0.3500000000E+03    0.4403994324E+00    0.9708609091E-01    0.4497392153E-01
    0.3700000000E+03    0.4447266611E+00    0.9903911763E-01    0.4542430848E-01
    0.3900000000E+03    0.4486514802E+00    0.1008967136E+00    0.4583368579E-01
    0.4100000000E+03    0.4522235443E+00    0.1026683189E+00    0.4620710267E-01
    0.4300000000E+03    0.4554847657E+00    0.1043620528E+00    0.4654882134E-01
    0.4500000000E+03    0.4584707604E+00    0.1059849460E+00    0.4686246406E-01
    0.4700000000E+03    0.4612119825E+00    0.1075431234E+00    0.4715112832E-01
    0.4900000000E+03    0.4637346215E+00    0.1090419518E+00    0.4741747817E-01
    0.1000000000E+03    0.2982466073E+00    0.5538209216E-01    0.3038287583E-01
    0.3000000000E+03    0.4274015680E+00    0.9170843046E-01    0.4362590845E-01
    0.5000000000E+03    0.4649211702E+00    0.1097706095E+00    0.4754301742E-01
    0.7000000000E+03    0.4813322544E+00    0.1221268939E+00    0.4930516498E-01
    0.9000000000E+03    0.4897816571E+00    0.1316799869E+00    0.5025039675E-01
    0.1100000000E+04    0.4944639780E+00    0.1395509857E+00    0.5080642522E-01
    0.1300000000E+04    0.4971115443E+00    0.1462913073E+00    0.5115036221E-01
    0.1500000000E+04    0.4985607486E+00    0.1522141094E+00    0.5136801353E-01
    0.1700000000E+04    0.4992603975E+00    0.1575151070E+00    0.5150561600E-01
    0.1900000000E+04    0.4994704204E+00    0.1623252693E+00    0.5159008178E-01
    0.2100000000E+04    0.4993502933E+00    0.1667368426E+00    0.5163801866E-01
    0.2300000000E+04    0.4990023611E+00    0.1708174345E+00    0.5166015641E-01
    0.2500000000E+04    0.4984947048E+00    0.1746181922E+00    0.5166368731E-01
    0.2700000000E+04    0.4978739509E+00    0.1781788257E+00    0.5165358012E-01
    0.2900000000E+04    0.4971728060E+00    0.1815308361E+00    0.5163335462E-01
    0.3100000000E+04    0.4964146707E+00    0.1846996708E+00    0.5160555730E-01
    0.3300000000E+04    0.4956165651E+00    0.1877062087E+00    0.5157206368E-01
    0.3500000000E+04    0.4947910377E+00    0.1905678122E+00    0.5153427638E-01
    0.3700000000E+04    0.4939474441E+00    0.1932990894E+00    0.5149325810E-01
    0.3900000000E+04    0.4930928224E+00    0.1959124590E+00    0.5144982312E-01
    0.4100000000E+04    0.4922325042E+00    0.1984185752E+00    0.5140460131E-01
    0.4300000000E+04    0.4913705489E+00    0.2008266535E+00    0.5135808395E-01
    0.4500000000E+04    0.4905100569E+00    0.2031447239E+00    0.5131065682E-01
    0.4700000000E+04    0.4896533985E+00    0.2053798300E+00    0.5126262460E-01
    0.4900000000E+04    0.4888023837E+00    0.2075381871E+00    0.5121422900E-01
    0.1000000000E+04    0.4924545910E+00    0.1357834653E+00    0.5056285052E-01
    0.3000000000E+04    0.4967996750E+00    0.1831367524E+00    0.5162027220E-01
    0.5000000000E+04    0.4883794370E+00    0.2085903327E+00    0.5118995670E-01
    0.7000000000E+04    0.4804095944E+00    0.2266685215E+00    0.5071560005E-01
    0.9000000000E+04    0.4734369519E+00    0.2408464206E+00    0.5028802971E-01
    0.1100000000E+05    0.4673274799E+00    0.2525685438E+00    0.4991079890E-01
    0.1300000000E+05    0.4619138217E+00    0.2625873267E+00    0.4957675519E-01
    0.1500000000E+05    0.4570612493E+00    0.2713487838E+00    0.4927846119E-01
    0.1700000000E+05    0.4526673075E+00    0.2791407497E+00    0.4900975672E-01
    0.1900000000E+05    0.4486540877E+00    0.2861605702E+00    0.4876576369E-01
    0.2100000000E+05    0.4449615447E+00    0.2925498421E+00    0.4854263757E-01
    0.2300000000E+05    0.4415426355E+00    0.2984138283E+00    0.4833732624E-01
    0.2500000000E+05    0.4383599049E+00    0.3038330409E+00    0.4814737973E-01
    0.2700000000E+05    0.4353830815E+00    0.3088705168E+00    0.4797080807E-01
    0.2900000000E+05    0.4325873673E+00    0.3135765853E+00    0.4780597620E-01
    0.3100000000E+05    0.4299521993E+00    0.3179921026E+00    0.4765152613E-01
    0.3300000000E+05    0.4274603401E+00    0.3221507115E+00    0.4750631873E-01
    0.3500000000E+05    0.4250971973E+00    0.3260804610E+00    0.4736938969E-01
    0.3700000000E+05    0.4228503092E+00    0.3298049930E+00    0.4723991590E-01
    0.3900000000E+05    0.4207089480E+00    0.3333444273E+00    0.4711718946E-01
    0.4100000000E+05    0.4186638122E+00    0.3367160341E+00    0.4700059725E-01
    0.4300000000E+05    0.4167067836E+00    0.3399347528E+00    0.4688960490E-01
    0.4500000000E+05    0.4148307341E+00    0.3430135960E+00    0.4678374395E-01
    0.4700000000E+05    0.4130293706E+00    0.3459639704E+00    0.4668260147E-01
    0.4900000000E+05    0.4112971091E+00    0.3487959321E+00    0.4658581171E-01
    0.1000000000E+05    0.4702853971E+00    0.2469575596E+00    0.5009351945E-01
    0.3000000000E+05    0.4312508614E+00    0.3158184127E+00    0.4772752919E-01
    0.5000000000E+05    0.4104553146E+00    0.3501703332E+00    0.4653894598E-01
    0.7000000000E+05    0.3962801595E+00    0.3731566670E+00    0.4576715828E-01
    0.9000000000E+05    0.3855707983E+00    0.3903541746E+00    0.4520735762E-01
    0.1100000000E+06    0.3769992995E+00    0.4040310923E+00    0.4477506154E-01
    0.1300000000E+06    0.3698783943E+00    0.4153405777E+00    0.4442736471E-01
    0.1500000000E+06    0.3638056278E+00    0.4249503112E+00    0.4413957004E-01
    0.1700000000E+06    0.3585249065E+00    0.4332817867E+00    0.4389620702E-01
    0.1900000000E+06    0.3538631835E+00    0.4406181124E+00    0.4368697264E-01
    0.2100000000E+06    0.3496980747E+00    0.4471585662E+00    0.4350467830E-01
    0.2300000000E+06    0.3459398686E+00    0.4530486628E+00    0.4334412117E-01
    0.2500000000E+06    0.3425208719E+00    0.4583978483E+00    0.4320142234E-01
    0.2700000000E+06    0.3393887698E+00    0.4632904718E+00    0.4307361820E-01
    0.2900000000E+06    0.3365023125E+00    0.4677928823E+00    0.4295839739E-01
    0.3100000000E+06    0.3338284131E+00    0.4719581862E+00    0.4285392527E-01
    0.3300000000E+06    0.3313401378E+00    0.4758295326E+00    0.4275872336E-01
    0.3500000000E+06    0.3290152774E+00    0.4794424412E+00    0.4267158436E-01
    0.3700000000E+06    0.3268353096E+00    0.4828264892E+00    0.4259151080E-01
    0.3900000000E+06    0.3247846314E+00    0.4860065574E+00    0.4251767007E-01
    0.4100000000E+06    0.3228499801E+00    0.4890037671E+00    0.4244936067E-01
    0.4300000000E+06    0.3210199911E+00    0.4918361947E+00    0.4238598669E-01
    0.4500000000E+06    0.3192848551E+00    0.4945194257E+00    0.4232703807E-01
    0.4700000000E+06    0.3176360491E+00    0.4970669878E+00    0.4227207525E-01
    0.4900000000E+06    0.3160661225E+00    0.4994906946E+00    0.4222071707E-01
