     Pressure (Pa)     2mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1252401231E-01    0.6744268479E-02
    0.3000000000E+01    0.3570962119E-01    0.1928134486E-01
    0.5000000000E+01    0.5670594489E-01    0.3070368588E-01
    0.7000000000E+01    0.7580912747E-01    0.4116553408E-01
    0.9000000000E+01    0.9326354552E-01    0.5079344584E-01
    0.1100000000E+02    0.1092727646E+00    0.5969227379E-01
    0.1300000000E+02    0.1240078045E+00    0.6794965800E-01
    0.1500000000E+02    0.1376134588E+00    0.7563944315E-01
    0.1700000000E+02    0.1502131848E+00    0.8282431007E-01
    0.1900000000E+02    0.1619129311E+00    0.8955782512E-01
    0.2100000000E+02    0.1728041633E+00    0.9588605243E-01
    0.2300000000E+02    0.1829662779E+00    0.1018488344E+00
    0.2500000000E+02    0.1924685460E+00    0.1074808173E+00
    0.2700000000E+02    0.2013716907E+00    0.1128122802E+00
    0.2900000000E+02    0.2097291753E+00    0.1178698086E+00
    0.3100000000E+02    0.2175882650E+00    0.1226768471E+00
    0.3300000000E+02    0.2249909055E+00    0.1272541552E+00
    0.3500000000E+02    0.2319744556E+00    0.1316201851E+00
    0.3700000000E+02    0.2385723014E+00    0.1357913980E+00
    0.3900000000E+02    0.2448143733E+00    0.1397825282E+00
    0.4100000000E+02    0.2507275844E+00    0.1436068073E+00
    0.4300000000E+02    0.2563362031E+00    0.1472761532E+00
    0.4500000000E+02    0.2616621712E+00    0.1508013317E+00
    0.4700000000E+02    0.2667253781E+00    0.1541920943E+00
    0.4900000000E+02    0.2715438954E+00    0.1574572966E+00
    0.1000000000E+02    0.1014374355E+00    0.5532815884E-01
    0.3000000000E+02    0.2137182825E+00    0.1203032834E+00
    0.5000000000E+02    0.2738665966E+00    0.1590453606E+00
    0.7000000000E+02    0.3107814023E+00    0.1858348337E+00
    0.9000000000E+02    0.3353572899E+00    0.2060190559E+00
    0.1100000000E+03    0.3526273155E+00    0.2220928672E+00
    0.1300000000E+03    0.3652360537E+00    0.2353940391E+00
    0.1500000000E+03    0.3747036758E+00    0.2467127395E+00
    0.1700000000E+03    0.3819642172E+00    0.2565501849E+00
