     Pressure (Pa)     2mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.4655743532E-02    0.2325257633E-01
    0.3000000000E+01    0.1308106649E-01    0.6467608464E-01
    0.5000000000E+01    0.2053152087E-01    0.1004971636E+00
    0.7000000000E+01    0.2719725765E-01    0.1318028504E+00
    0.9000000000E+01    0.3322083948E-01    0.1594146216E+00
    0.1100000000E+02    0.3871122670E-01    0.1839649494E+00
    0.1300000000E+02    0.4375312324E-01    0.2059488044E+00
    0.1500000000E+02    0.4841337927E-01    0.2257591754E+00
    0.1700000000E+02    0.5274547475E-01    0.2437121112E+00
    0.1900000000E+02    0.5679272085E-01    0.2600647219E+00
    0.2100000000E+02    0.6059058628E-01    0.2750283463E+00
    0.2300000000E+02    0.6416841440E-01    0.2887783365E+00
    0.2500000000E+02    0.6755070892E-01    0.3014614317E+00
    0.2700000000E+02    0.7075810908E-01    0.3132013872E+00
    0.2900000000E+02    0.7380813826E-01    0.3241033237E+00
    0.3100000000E+02    0.7671578482E-01    0.3342571219E+00
    0.3300000000E+02    0.7949395742E-01    0.3437401007E+00
    0.3500000000E+02    0.8215384529E-01    0.3526191481E+00
    0.3700000000E+02    0.8470520575E-01    0.3609524320E+00
    0.3900000000E+02    0.8715659550E-01    0.3687907835E+00
    0.4100000000E+02    0.8951555813E-01    0.3761788251E+00
    0.4300000000E+02    0.9178877724E-01    0.3831558960E+00
    0.4500000000E+02    0.9398220220E-01    0.3897568162E+00
    0.4700000000E+02    0.9610115226E-01    0.3960125213E+00
    0.4900000000E+02    0.9815040305E-01    0.4019505932E+00
    0.1000000000E+02    0.3602690629E-01    0.1720387856E+00
    0.3000000000E+02    0.7527890846E-01    0.3292686405E+00
    0.5000000000E+02    0.9915025303E-01    0.4048083301E+00
    0.7000000000E+02    0.1163409761E+00    0.4500897355E+00
    0.9000000000E+02    0.1296672834E+00    0.4806552548E+00
    0.1100000000E+03    0.1404273678E+00    0.5028773630E+00
    0.1300000000E+03    0.1493472689E+00    0.5198755752E+00
    0.1500000000E+03    0.1568826445E+00    0.5333671693E+00
    0.1700000000E+03    0.1633413538E+00    0.5443802064E+00
    0.1900000000E+03    0.1689421526E+00    0.5535702079E+00
    0.2100000000E+03    0.1738462673E+00    0.5613762341E+00
    0.2300000000E+03    0.1781758760E+00    0.5681042064E+00
    0.2500000000E+03    0.1820256305E+00    0.5739742977E+00
    0.2700000000E+03    0.1854701929E+00    0.5791493145E+00
    0.2900000000E+03    0.1885693565E+00    0.5837524383E+00
    0.3100000000E+03    0.1913716318E+00    0.5878787252E+00
    0.3300000000E+03    0.1939168228E+00    0.5916027927E+00
    0.3500000000E+03    0.1962379162E+00    0.5949840995E+00
    0.3700000000E+03    0.1983624924E+00    0.5980706568E+00
    0.3900000000E+03    0.2003137962E+00    0.6009016915E+00
    0.4100000000E+03    0.2021115607E+00    0.6035095940E+00
    0.4300000000E+03    0.2037726475E+00    0.6059213647E+00
    0.4500000000E+03    0.2053115527E+00    0.6081597063E+00
    0.4700000000E+03    0.2067408071E+00    0.6102438570E+00
    0.4900000000E+03    0.2080712991E+00    0.6121902372E+00
    0.1000000000E+03    0.1353142136E+00    0.4925683865E+00
    0.3000000000E+03    0.1900049382E+00    0.5858701149E+00
    0.5000000000E+03    0.2087025277E+00    0.6131162507E+00
    0.7000000000E+03    0.2179156164E+00    0.6269732524E+00
