     Pressure (Pa)     2mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.6218297142E-02    0.1999054420E-01
    0.3000000000E+01    0.1751884777E-01    0.5590385455E-01
    0.5000000000E+01    0.2755009310E-01    0.8727934673E-01
    0.7000000000E+01    0.3654197977E-01    0.1149503459E+00
    0.9000000000E+01    0.4467030932E-01    0.1395564732E+00
    0.1100000000E+02    0.5207186527E-01    0.1615969625E+00
    0.1300000000E+02    0.5885474267E-01    0.1814672721E+00
    0.1500000000E+02    0.6510556275E-01    0.1994847953E+00
    0.1700000000E+02    0.7089461424E-01    0.2159072801E+00
    0.1900000000E+02    0.7627958355E-01    0.2309462616E+00
    0.2100000000E+02    0.8130830535E-01    0.2447770153E+00
    0.2300000000E+02    0.8602082066E-01    0.2575460404E+00
    0.2500000000E+02    0.9045093762E-01    0.2693767599E+00
    0.2700000000E+02    0.9462742960E-01    0.2803739143E+00
    0.2900000000E+02    0.9857496531E-01    0.2906269866E+00
    0.3100000000E+02    0.1023148384E+00    0.3002128984E+00
    0.3300000000E+02    0.1058655452E+00    0.3091981527E+00
    0.3500000000E+02    0.1092432466E+00    0.3176405512E+00
    0.3700000000E+02    0.1124621400E+00    0.3255905815E+00
    0.3900000000E+02    0.1155347612E+00    0.3330925466E+00
    0.4100000000E+02    0.1184722318E+00    0.3401854911E+00
    0.4300000000E+02    0.1212844625E+00    0.3469039643E+00
    0.4500000000E+02    0.1239803217E+00    0.3532786542E+00
    0.4700000000E+02    0.1265677762E+00    0.3593369172E+00
    0.4900000000E+02    0.1290540090E+00    0.3651032214E+00
    0.1000000000E+02    0.4845460237E-01    0.1508706182E+00
    0.3000000000E+02    0.1004696440E+00    0.2954989588E+00
    0.5000000000E+02    0.1302612226E+00    0.3678838391E+00
    0.7000000000E+02    0.1503861516E+00    0.4124652713E+00
    0.9000000000E+02    0.1651190252E+00    0.4431940486E+00
    0.1100000000E+03    0.1764358950E+00    0.4659245828E+00
    0.1300000000E+03    0.1854169339E+00    0.4835719088E+00
    0.1500000000E+03    0.1927170489E+00    0.4977628225E+00
    0.1700000000E+03    0.1987620351E+00    0.5094826038E+00
    0.1900000000E+03    0.2038430205E+00    0.5193659610E+00
    0.2100000000E+03    0.2081668078E+00    0.5278419566E+00
    0.2300000000E+03    0.2118847954E+00    0.5352120835E+00
    0.2500000000E+03    0.2151105752E+00    0.5416950334E+00
    0.2700000000E+03    0.2179311353E+00    0.5474537043E+00
    0.2900000000E+03    0.2204142598E+00    0.5526121971E+00
    0.3100000000E+03    0.2226135670E+00    0.5572669003E+00
    0.3300000000E+03    0.2245720303E+00    0.5614939451E+00
    0.3500000000E+03    0.2263244930E+00    0.5653543522E+00
    0.3700000000E+03    0.2278995000E+00    0.5688976696E+00
    0.3900000000E+03    0.2293206539E+00    0.5721645969E+00
    0.4100000000E+03    0.2306076350E+00    0.5751889121E+00
    0.4300000000E+03    0.2317769788E+00    0.5779989113E+00
    0.4500000000E+03    0.2328426756E+00    0.5806184983E+00
    0.4700000000E+03    0.2338166380E+00    0.5830680219E+00
    0.4900000000E+03    0.2347090691E+00    0.5853649260E+00
    0.1000000000E+03    0.1711235242E+00    0.4553349805E+00
    0.3000000000E+03    0.2215464887E+00    0.5549973586E+00
    0.5000000000E+03    0.2351275049E+00    0.5864609305E+00
    0.7000000000E+03    0.2408172509E+00    0.6031301103E+00
    0.9000000000E+03    0.2436678860E+00    0.6138063672E+00
    0.1100000000E+04    0.2452313223E+00    0.6213741461E+00
    0.1300000000E+04    0.2461267423E+00    0.6270908305E+00
    0.1500000000E+04    0.2466434058E+00    0.6316023564E+00
    0.1700000000E+04    0.2469316642E+00    0.6352785233E+00
    0.1900000000E+04    0.2470759368E+00    0.6383480678E+00
    0.2100000000E+04    0.2471264698E+00    0.6409609501E+00
    0.2300000000E+04    0.2471145590E+00    0.6432200554E+00
    0.2500000000E+04    0.2470604138E+00    0.6451985974E+00
    0.2700000000E+04    0.2469774709E+00    0.6469502625E+00
    0.2900000000E+04    0.2468748783E+00    0.6485154199E+00
    0.3100000000E+04    0.2467589856E+00    0.6499250791E+00
    0.3300000000E+04    0.2466342697E+00    0.6512035017E+00
    0.3500000000E+04    0.2465039267E+00    0.6523699749E+00
    0.3700000000E+04    0.2463702604E+00    0.6534400476E+00
    0.3900000000E+04    0.2462349425E+00    0.6544264116E+00
    0.4100000000E+04    0.2460991915E+00    0.6553395415E+00
    0.4300000000E+04    0.2459638959E+00    0.6561881679E+00
    0.4500000000E+04    0.2458297030E+00    0.6569796334E+00
    0.4700000000E+04    0.2456970805E+00    0.6577201635E+00
    0.4900000000E+04    0.2455663631E+00    0.6584150751E+00
    0.1000000000E+04    0.2445603400E+00    0.6178794734E+00
    0.3000000000E+04    0.2468182789E+00    0.6492380362E+00
    0.5000000000E+04    0.2455017951E+00    0.6587468783E+00
    0.7000000000E+04    0.2443368636E+00    0.6638227220E+00
    0.9000000000E+04    0.2433955904E+00    0.6671257427E+00
    0.1100000000E+05    0.2426240942E+00    0.6695110983E+00
    0.1300000000E+05    0.2419771597E+00    0.6713487388E+00
    0.1500000000E+05    0.2414233673E+00    0.6728281971E+00
    0.1700000000E+05    0.2409410371E+00    0.6740579684E+00
    0.1900000000E+05    0.2405148786E+00    0.6751052581E+00
    0.2100000000E+05    0.2401338202E+00    0.6760142337E+00
    0.2300000000E+05    0.2397896422E+00    0.6768152918E+00
    0.2500000000E+05    0.2394761022E+00    0.6775301399E+00
    0.2700000000E+05    0.2391883647E+00    0.6781747580E+00
    0.2900000000E+05    0.2389226174E+00    0.6787612116E+00
    0.3100000000E+05    0.2386758081E+00    0.6792988087E+00
    0.3300000000E+05    0.2384454590E+00    0.6797948640E+00
    0.3500000000E+05    0.2382295345E+00    0.6802552188E+00
    0.3700000000E+05    0.2380263435E+00    0.6806846037E+00
    0.3900000000E+05    0.2378344674E+00    0.6810868977E+00
    0.4100000000E+05    0.2376527059E+00    0.6814653172E+00
    0.4300000000E+05    0.2374800346E+00    0.6818225556E+00
    0.4500000000E+05    0.2373155735E+00    0.6821608884E+00
    0.4700000000E+05    0.2371585612E+00    0.6824822542E+00
    0.4900000000E+05    0.2370083349E+00    0.6827883162E+00
