     Pressure (Pa)     2mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.3700000000E+06    0.2209334811E+00    0.7137584851E+00
    0.3900000000E+06    0.2205523156E+00    0.7145510163E+00
    0.4100000000E+06    0.2201809694E+00    0.7153224730E+00
    0.4300000000E+06    0.2198187253E+00    0.7160744673E+00
    0.4500000000E+06    0.2194649485E+00    0.7168084150E+00
    0.4700000000E+06    0.2191190747E+00    0.7175255673E+00
    0.4900000000E+06    0.2187805992E+00    0.7182270366E+00
    0.1000000000E+06    0.2278194908E+00    0.6990550652E+00
    0.3000000000E+06    0.2223578085E+00    0.7107891815E+00
    0.5000000000E+06    0.2186139924E+00    0.7185722049E+00
    0.7000000000E+06    0.2155808586E+00    0.7248467501E+00
    0.9000000000E+06    0.2129632326E+00    0.7302534973E+00
    0.1100000000E+07    0.2106270142E+00    0.7350761478E+00
    0.1300000000E+07    0.2084979073E+00    0.7394701867E+00
    0.1500000000E+07    0.2065296588E+00    0.7435318647E+00
    0.1700000000E+07    0.2046911536E+00    0.7473257175E+00
    0.1900000000E+07    0.2029602666E+00    0.7508975402E+00
    0.2100000000E+07    0.2013205939E+00    0.7542812394E+00
    0.2300000000E+07    0.1997595705E+00    0.7575027628E+00
    0.2500000000E+07    0.1982673165E+00    0.7605825003E+00
    0.2700000000E+07    0.1968358944E+00    0.7635368253E+00
    0.2900000000E+07    0.1954588114E+00    0.7663791268E+00
    0.3100000000E+07    0.1941306751E+00    0.7691205223E+00
    0.3300000000E+07    0.1928469474E+00    0.7717703661E+00
    0.3500000000E+07    0.1916037659E+00    0.7743366190E+00
    0.3700000000E+07    0.1903978098E+00    0.7768261247E+00
    0.3900000000E+07    0.1892261990E+00    0.7792448185E+00
    0.4100000000E+07    0.1880864157E+00    0.7815978890E+00
    0.4300000000E+07    0.1869762431E+00    0.7838899040E+00
    0.4500000000E+07    0.1858937173E+00    0.7861249107E+00
    0.4700000000E+07    0.1848370883E+00    0.7883065154E+00
    0.4900000000E+07    0.1838047882E+00    0.7904379489E+00
    0.1000000000E+07    0.2117654773E+00    0.7327262372E+00
    0.3000000000E+07    0.1947889262E+00    0.7677618167E+00
    0.5000000000E+07    0.1832973149E+00    0.7914857715E+00
    0.7000000000E+07    0.1741455104E+00    0.8103844663E+00
    0.9000000000E+07    0.1664064228E+00    0.8263686312E+00
    0.1100000000E+08    0.1596486154E+00    0.8403277425E+00
    0.1300000000E+08    0.1536275427E+00    0.8527661273E+00
    0.1500000000E+08    0.1481877201E+00    0.8640045237E+00
    0.1700000000E+08    0.1432224856E+00    0.8742630031E+00
    0.1900000000E+08    0.1386546005E+00    0.8837009568E+00
    0.2100000000E+08    0.1344258206E+00    0.8924385962E+00
    0.2300000000E+08    0.1304908226E+00    0.9005694760E+00
    0.2500000000E+08    0.1268134437E+00    0.9081682508E+00
    0.2700000000E+08    0.1233642351E+00    0.9152957196E+00
    0.2900000000E+08    0.1201188069E+00    0.9220022417E+00
    0.3100000000E+08    0.1170566698E+00    0.9283301256E+00
    0.3300000000E+08    0.1141604012E+00    0.9343153489E+00
    0.3500000000E+08    0.1114150316E+00    0.9399888261E+00
    0.3700000000E+08    0.1088075817E+00    0.9453773628E+00
    0.3900000000E+08    0.1063267084E+00    0.9505043863E+00
    0.4100000000E+08    0.1039624285E+00    0.9553905161E+00
    0.4300000000E+08    0.1017059013E+00    0.9600540134E+00
    0.4500000000E+08    0.9954925323E-01    0.9645111410E+00
    0.4700000000E+08    0.9748543768E-01    0.9687764552E+00
    0.4900000000E+08    0.9550811891E-01    0.9728630438E+00
    0.1000000000E+08    0.1629229411E+00    0.8335640311E+00
    0.3000000000E+08    0.1185659797E+00    0.9252111331E+00
    0.5000000000E+08    0.9455008655E-01    0.9748430535E+00
    0.7000000000E+08    0.7879369483E-01    0.1007408691E+01
    0.9000000000E+08    0.6754163279E-01    0.1030665948E+01
    0.1100000000E+09    0.5907448808E-01    0.1048167616E+01
    0.1300000000E+09    0.5246424404E-01    0.1061831428E+01
    0.1500000000E+09    0.4715861969E-01    0.1072798740E+01
    0.1700000000E+09    0.4280616602E-01    0.1081795899E+01
    0.1900000000E+09    0.3917181844E-01    0.1089308737E+01
    0.2100000000E+09    0.3609211579E-01    0.1095675105E+01
    0.2300000000E+09    0.3344975178E-01    0.1101137463E+01
    0.2500000000E+09    0.3115831302E-01    0.1105874424E+01
    0.2700000000E+09    0.2915271958E-01    0.1110020507E+01
    0.2900000000E+09    0.2738301802E-01    0.1113678967E+01
    0.3100000000E+09    0.2581022663E-01    0.1116930381E+01
    0.3300000000E+09    0.2440348061E-01    0.1119838548E+01
    0.3500000000E+09    0.2313802529E-01    0.1122454639E+01
    0.3700000000E+09    0.2199377696E-01    0.1124820168E+01
    0.3900000000E+09    0.2095427218E-01    0.1126969169E+01
    0.4100000000E+09    0.2000588848E-01    0.1128929799E+01
    0.4300000000E+09    0.1913725797E-01    0.1130725560E+01
    0.4500000000E+09    0.1833882029E-01    0.1132376213E+01
    0.4700000000E+09    0.1760247787E-01    0.1133898499E+01
    0.4900000000E+09    0.1692132705E-01    0.1135306687E+01
    0.1000000000E+09    0.6302982690E-01    0.1039991826E+01
