     Pressure (Pa)     2mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1411475531E-01    0.3382363988E-02
    0.3000000000E+01    0.4037748961E-01    0.9724616375E-02
    0.5000000000E+01    0.6430673427E-01    0.1556546729E-01
    0.7000000000E+01    0.8619778588E-01    0.2096802589E-01
    0.9000000000E+01    0.1062980139E+00    0.2598501984E-01
    0.1100000000E+02    0.1248162380E+00    0.3066086177E-01
    0.1300000000E+02    0.1419299794E+00    0.3503323925E-01
    0.1500000000E+02    0.1577911297E+00    0.3913435201E-01
    0.1700000000E+02    0.1725304272E+00    0.4299188464E-01
    0.1900000000E+02    0.1862610240E+00    0.4662977853E-01
    0.2100000000E+02    0.1990813530E+00    0.5006885008E-01
    0.2300000000E+02    0.2110774506E+00    0.5332728965E-01
    0.2500000000E+02    0.2223248516E+00    0.5642106744E-01
    0.2700000000E+02    0.2328901467E+00    0.5936426595E-01
    0.2900000000E+02    0.2428322697E+00    0.6216935414E-01
    0.3100000000E+02    0.2522035684E+00    0.6484741487E-01
    0.3300000000E+02    0.2610507005E+00    0.6740833470E-01
    0.3500000000E+02    0.2694153869E+00    0.6986096317E-01
    0.3700000000E+02    0.2773350479E+00    0.7221324710E-01
    0.3900000000E+02    0.2848433438E+00    0.7447234446E-01
    0.4100000000E+02    0.2919706356E+00    0.7664472126E-01
    0.4300000000E+02    0.2987443796E+00    0.7873623443E-01
    0.4500000000E+02    0.3051894665E+00    0.8075220300E-01
    0.4700000000E+02    0.3113285142E+00    0.8269746939E-01
    0.4900000000E+02    0.3171821214E+00    0.8457645255E-01
    0.1000000000E+02    0.1157431209E+00    0.2836308769E-01
    0.3000000000E+02    0.2475862320E+00    0.6352361899E-01
    0.5000000000E+02    0.3200078246E+00    0.8549236449E-01
    0.7000000000E+02    0.3653282163E+00    0.1011498831E+00
    0.9000000000E+02    0.3960676297E+00    0.1132158049E+00
    0.1100000000E+03    0.4180895649E+00    0.1230016451E+00
    0.1300000000E+03    0.4345015082E+00    0.1312266965E+00
    0.1500000000E+03    0.4471012959E+00    0.1383228668E+00
    0.1700000000E+03    0.4569996965E+00    0.1445675968E+00
    0.1900000000E+03    0.4649190089E+00    0.1501486560E+00
    0.2100000000E+03    0.4713485905E+00    0.1551985265E+00
    0.2300000000E+03    0.4766313270E+00    0.1598139091E+00
    0.2500000000E+03    0.4810143231E+00    0.1640674066E+00
    0.2700000000E+03    0.4846799549E+00    0.1680148413E+00
    0.2900000000E+03    0.4877656104E+00    0.1717000144E+00
    0.3100000000E+03    0.4903766437E+00    0.1751579038E+00
    0.3300000000E+03    0.4925951132E+00    0.1784168720E+00
    0.3500000000E+03    0.4944858186E+00    0.1815002289E+00
    0.3700000000E+03    0.4961005616E+00    0.1844273613E+00
    0.3900000000E+03    0.4974812094E+00    0.1872145655E+00
    0.4100000000E+03    0.4986619364E+00    0.1898756712E+00
    0.4300000000E+03    0.4996708878E+00    0.1924225151E+00
    0.4500000000E+03    0.5005314321E+00    0.1948653082E+00
    0.4700000000E+03    0.5012631168E+00    0.1972129205E+00
    0.4900000000E+03    0.5018824043E+00    0.1994731077E+00
    0.1000000000E+03    0.4079324424E+00    0.1183397261E+00
    0.3000000000E+03    0.4891248614E+00    0.1734554627E+00
    0.5000000000E+03    0.5021543439E+00    0.2005725808E+00
    0.7000000000E+03    0.5041669785E+00    0.2192685858E+00
    0.9000000000E+03    0.5029289110E+00    0.2337447107E+00
    0.1100000000E+04    0.5005186057E+00    0.2456396324E+00
    0.1300000000E+04    0.4976730141E+00    0.2557746919E+00
    0.1500000000E+04    0.4946958469E+00    0.2646247065E+00
    0.1700000000E+04    0.4917229621E+00    0.2724908875E+00
    0.1900000000E+04    0.4888170979E+00    0.2795772497E+00
    0.2100000000E+04    0.4860065451E+00    0.2860288776E+00
    0.2300000000E+04    0.4833025150E+00    0.2919529145E+00
    0.2500000000E+04    0.4807075072E+00    0.2974309004E+00
    0.2700000000E+04    0.4782195548E+00    0.3025264329E+00
    0.2900000000E+04    0.4758344600E+00    0.3072901396E+00
    0.3100000000E+04    0.4735470024E+00    0.3117630252E+00
    0.3300000000E+04    0.4713515987E+00    0.3159787954E+00
    0.3500000000E+04    0.4692426632E+00    0.3199655140E+00
    0.3700000000E+04    0.4672147997E+00    0.3237468107E+00
    0.3900000000E+04    0.4652628982E+00    0.3273427795E+00
    0.4100000000E+04    0.4633821766E+00    0.3307706588E+00
    0.4300000000E+04    0.4615681916E+00    0.3340453543E+00
    0.4500000000E+04    0.4598168321E+00    0.3371798463E+00
    0.4700000000E+04    0.4581243030E+00    0.3401855109E+00
