     Pressure (Pa)     2mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.9359879898E-02    0.1340735284E-01
    0.3000000000E+01    0.2652225882E-01    0.3790624669E-01
    0.5000000000E+01    0.4189549692E-01    0.5975875760E-01
    0.7000000000E+01    0.5575911015E-01    0.7939313656E-01
    0.9000000000E+01    0.6833544718E-01    0.9714890002E-01
    0.1100000000E+02    0.7980380476E-01    0.1132987672E+00
    0.1300000000E+02    0.9031053269E-01    0.1280643861E+00
    0.1500000000E+02    0.9997640040E-01    0.1416278093E+00
    0.1700000000E+02    0.1089020559E+00    0.1541400021E+00
    0.1900000000E+02    0.1171721315E+00    0.1657272430E+00
    0.2100000000E+02    0.1248583740E+00    0.1764960014E+00
    0.2300000000E+02    0.1320220598E+00    0.1865367003E+00
    0.2500000000E+02    0.1387158809E+00    0.1959266498E+00
    0.2700000000E+02    0.1449854318E+00    0.2047323586E+00
    0.2900000000E+02    0.1508703937E+00    0.2130113705E+00
    0.3100000000E+02    0.1564054861E+00    0.2208137388E+00
    0.3300000000E+02    0.1616212377E+00    0.2281832163E+00
    0.3500000000E+02    0.1665446155E+00    0.2351582261E+00
    0.3700000000E+02    0.1711995424E+00    0.2417726561E+00
    0.3900000000E+02    0.1756073254E+00    0.2480565160E+00
    0.4100000000E+02    0.1797870121E+00    0.2540364823E+00
    0.4300000000E+02    0.1837556904E+00    0.2597363535E+00
    0.4500000000E+02    0.1875287397E+00    0.2651774321E+00
    0.4700000000E+02    0.1911200444E+00    0.2703788477E+00
    0.4900000000E+02    0.1945421759E+00    0.2753578303E+00
    0.1000000000E+02    0.7419830165E-01    0.1054096722E+00
    0.3000000000E+02    0.1536796753E+00    0.2169692652E+00
    0.5000000000E+02    0.1961934097E+00    0.2777688322E+00
    0.7000000000E+02    0.2226193969E+00    0.3173941414E+00
    0.9000000000E+02    0.2404738234E+00    0.3459277554E+00
    0.1100000000E+03    0.2532012838E+00    0.3678153141E+00
    0.1300000000E+03    0.2626205430E+00    0.3853498075E+00
    0.1500000000E+03    0.2697866967E+00    0.3998468009E+00
    0.1700000000E+03    0.2753546568E+00    0.4121217189E+00
    0.1900000000E+03    0.2797523146E+00    0.4227105415E+00
    0.2100000000E+03    0.2832707469E+00    0.4319821941E+00
    0.2300000000E+03    0.2861145397E+00    0.4402002299E+00
    0.2500000000E+03    0.2884314334E+00    0.4475587725E+00
    0.2700000000E+03    0.2903305804E+00    0.4542045120E+00
    0.2900000000E+03    0.2918942131E+00    0.4602507280E+00
    0.3100000000E+03    0.2931853382E+00    0.4657865463E+00
    0.3300000000E+03    0.2942529497E+00    0.4708832329E+00
    0.3500000000E+03    0.2951356451E+00    0.4755985858E+00
    0.3700000000E+03    0.2958641850E+00    0.4799800706E+00
    0.3900000000E+03    0.2964633393E+00    0.4840671028E+00
    0.4100000000E+03    0.2969532406E+00    0.4878927403E+00
    0.4300000000E+03    0.2973503903E+00    0.4914849581E+00
    0.4500000000E+03    0.2976684172E+00    0.4948676213E+00
    0.4700000000E+03    0.2979186562E+00    0.4980612398E+00
    0.4900000000E+03    0.2981105945E+00    0.5010835578E+00
    0.1000000000E+03    0.2473404400E+00    0.3575275266E+00
    0.3000000000E+03    0.2925704971E+00    0.4630776230E+00
    0.5000000000E+03    0.2981872476E+00    0.5025353850E+00
    0.7000000000E+03    0.2980571934E+00    0.5254584743E+00
    0.9000000000E+03    0.2965329701E+00    0.5410833904E+00
    0.1100000000E+04    0.2946653202E+00    0.5526803664E+00
    0.1300000000E+04    0.2927763111E+00    0.5617603113E+00
    0.1500000000E+04    0.2909727585E+00    0.5691363787E+00
    0.1700000000E+04    0.2892871236E+00    0.5752924144E+00
    0.1900000000E+04    0.2877240690E+00    0.5805376670E+00
    0.2100000000E+04    0.2862777527E+00    0.5850807064E+00
    0.2300000000E+04    0.2849387290E+00    0.5890682280E+00
    0.2500000000E+04    0.2836967978E+00    0.5926069456E+00
    0.2700000000E+04    0.2825421672E+00    0.5957766696E+00
    0.2900000000E+04    0.2814658877E+00    0.5986384894E+00
    0.3100000000E+04    0.2804599660E+00    0.6012400961E+00
    0.3300000000E+04    0.2795173398E+00    0.6036193573E+00
    0.3500000000E+04    0.2786317994E+00    0.6058067882E+00
    0.3700000000E+04    0.2777978916E+00    0.6078272995E+00
    0.3900000000E+04    0.2770108243E+00    0.6097014615E+00
    0.4100000000E+04    0.2762663787E+00    0.6114464353E+00
    0.4300000000E+04    0.2755608317E+00    0.6130766697E+00
    0.4500000000E+04    0.2748908883E+00    0.6146044313E+00
    0.4700000000E+04    0.2742536233E+00    0.6160402123E+00
    0.4900000000E+04    0.2736464321E+00    0.6173930495E+00
    0.1000000000E+04    0.2956139934E+00    0.5472676519E+00
    0.3000000000E+04    0.2809545946E+00    0.5999692556E+00
    0.5000000000E+04    0.2733533773E+00    0.6180408529E+00
    0.7000000000E+04    0.2686197420E+00    0.6280910709E+00
    0.9000000000E+04    0.2652955268E+00    0.6347507638E+00
    0.1100000000E+05    0.2627865564E+00    0.6395972927E+00
    0.1300000000E+05    0.2608002525E+00    0.6433380452E+00
    0.1500000000E+05    0.2591734216E+00    0.6463446620E+00
    0.1700000000E+05    0.2578067522E+00    0.6488338979E+00
    0.1900000000E+05    0.2566357956E+00    0.6509419685E+00
    0.2100000000E+05    0.2556166096E+00    0.6527594220E+00
    0.2300000000E+05    0.2547180363E+00    0.6543491499E+00
    0.2500000000E+05    0.2539172681E+00    0.6557564028E+00
    0.2700000000E+05    0.2531971627E+00    0.6570146969E+00
    0.2900000000E+05    0.2525445460E+00    0.6581494663E+00
    0.3100000000E+05    0.2519490993E+00    0.6591804146E+00
    0.3300000000E+05    0.2514026059E+00    0.6601230792E+00
    0.3500000000E+05    0.2508984287E+00    0.6609899025E+00
    0.3700000000E+05    0.2504311380E+00    0.6617909844E+00
    0.3900000000E+05    0.2499962419E+00    0.6625346223E+00
    0.4100000000E+05    0.2495899866E+00    0.6632277057E+00
    0.4300000000E+05    0.2492092068E+00    0.6638760104E+00
    0.4500000000E+05    0.2488512115E+00    0.6644844207E+00
    0.4700000000E+05    0.2485136960E+00    0.6650570990E+00
    0.4900000000E+05    0.2481946730E+00    0.6655976184E+00
    0.1000000000E+05    0.2639616537E+00    0.6373451579E+00
    0.3000000000E+05    0.2522402322E+00    0.6586768638E+00
    0.5000000000E+05    0.2480415482E+00    0.6658567998E+00
    0.7000000000E+05    0.2456303372E+00    0.6699203125E+00
    0.9000000000E+05    0.2439844567E+00    0.6726825616E+00
    0.1100000000E+06    0.2427525040E+00    0.6747500910E+00
    0.1300000000E+06    0.2417757131E+00    0.6763926267E+00
    0.1500000000E+06    0.2409700992E+00    0.6777513979E+00
    0.1700000000E+06    0.2402863557E+00    0.6789087349E+00
    0.1900000000E+06    0.2396932967E+00    0.6799164463E+00
    0.2100000000E+06    0.2391700605E+00    0.6808090605E+00
    0.2300000000E+06    0.2387020669E+00    0.6816106425E+00
    0.2500000000E+06    0.2382787609E+00    0.6823385779E+00
    0.2700000000E+06    0.2378922768E+00    0.6830058028E+00
    0.2900000000E+06    0.2375366100E+00    0.6836221821E+00
    0.3100000000E+06    0.2372070808E+00    0.6841953982E+00
    0.3300000000E+06    0.2368999775E+00    0.6847315416E+00
    0.3500000000E+06    0.2366123103E+00    0.6852355170E+00
    0.3700000000E+06    0.2363416382E+00    0.6857113288E+00
    0.3900000000E+06    0.2360859445E+00    0.6861622853E+00
    0.4100000000E+06    0.2358435451E+00    0.6865911503E+00
    0.4300000000E+06    0.2356130202E+00    0.6870002544E+00
    0.4500000000E+06    0.2353931624E+00    0.6873915801E+00
    0.4700000000E+06    0.2351829373E+00    0.6877668274E+00
    0.4900000000E+06    0.2349814518E+00    0.6881274644E+00
    0.1000000000E+06    0.2433291752E+00    0.6737819695E+00
    0.3000000000E+06    0.2373688295E+00    0.6839137731E+00
    0.5000000000E+06    0.2348837401E+00    0.6883027094E+00
    0.7000000000E+06    0.2332441025E+00    0.6912781924E+00
    0.9000000000E+06    0.2319867761E+00    0.6936041952E+00
    0.1100000000E+07    0.2309482687E+00    0.6955529720E+00
    0.1300000000E+07    0.2300522302E+00    0.6972529504E+00
    0.1500000000E+07    0.2292568489E+00    0.6987751450E+00
    0.1700000000E+07    0.2285367139E+00    0.7001631073E+00
    0.1900000000E+07    0.2278751989E+00    0.7014455722E+00
    0.2100000000E+07    0.2272608099E+00    0.7026425592E+00
    0.2300000000E+07    0.2266852540E+00    0.7037686159E+00
    0.2500000000E+07    0.2261423407E+00    0.7048346734E+00
