pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0004260714,0.0000252084,0.0000738669,0.0000043703,
0.05,0.0022139286,0.0000760506,0.0003838233,0.0000131847,
0.1,0.0045933929,0.0000633012,0.0007963451,0.0000109744,
0.5,0.0229553571,0.0004095520,0.0039797130,0.0000710030,
1,0.0460921429,0.0012270034,0.0079908798,0.0002127225,
5,0.2260371429,0.0048904569,0.0391874955,0.0008478463,
10,0.4421951786,0.0134681725,0.0766622748,0.0023349435,
50,1.6646421429,0.0125295914,0.2885948551,0.0021722240,
1e2,2.4329191071,0.0258293743,0.4217891155,0.0044779742,
5e2,3.6012507143,0.0246728131,0.6243398513,0.0042774640,
1e3,3.7933466071,0.0088864852,0.6576430370,0.0015406278,
5e3,3.9572908929,0.0034340746,0.6860656488,0.0005953569,
1e4,3.9774096429,0.0031334383,0.6895535863,0.0005432364,
5e4,3.9975341071,0.0024002832,0.6930425144,0.0004161311,
1e5,3.9985333929,0.0011887810,0.6932157581,0.0002060960,
5e5,4.0105575000,0.0082317091,0.6953003476,0.0014271109,
1e6,4.0062753571,0.0091393875,0.6945579631,0.0015844728,
5e6,4.0074212500,0.0061789810,0.6947566237,0.0010712345,
1e7,4.0157558929,0.0149876220,0.6962015800,0.0025983666,
5e7,4.1219675000,0.0465164839,0.7146152213,0.0080644468,
