pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000226786,0.0000061517,0.0000039317,0.0000010665,
0.05,0.0001103571,0.0000080544,0.0000191323,0.0000013964,
0.1,0.0002253571,0.0000208495,0.0000390696,0.0000036146,
0.5,0.0011876786,0.0000524814,0.0002059049,0.0000090986,
1,0.0023019643,0.0001871697,0.0003990858,0.0000324491,
5,0.0116950000,0.0004107679,0.0020275330,0.0000712138,
10,0.0234337500,0.0007791591,0.0040626508,0.0001350809,
50,0.1153366071,0.0058181648,0.0199956198,0.0010086807,
1e2,0.2293144643,0.0035161164,0.0397556765,0.0006095803,
5e2,1.0376758929,0.0147866340,0.1798992806,0.0025635218,
1e3,1.7279158929,0.0338620279,0.2995644672,0.0058705753,
5e3,3.2840223214,0.0323414162,0.5693427563,0.0056069506,
1e4,3.6372126786,0.0229827466,0.6305744874,0.0039844614,
5e4,3.9246464286,0.0075638127,0.6804061594,0.0013113193,
1e5,3.9613326786,0.0048067195,0.6867663631,0.0008333290,
5e5,3.9889625000,0.0004752618,0.6915564763,0.0000823950,
1e6,3.9877553571,0.0031528002,0.6913471969,0.0005465931,
5e6,3.9896750000,0.0004439363,0.6916800006,0.0000769641,
1e7,3.9914746429,0.0014884901,0.6919920002,0.0002580558,
5e7,3.9989167857,0.0003404906,0.6932822260,0.0000590300,
1e8,4.0039164286,0.0100399139,0.6941490016,0.0017405948,
