     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1059379192E-02    0.3932518291E-02    0.3842794142E-03    0.1183207000E-01
    0.3000000000E+01    0.3141900967E-02    0.1131445597E-01    0.1105981606E-02    0.3397853746E-01
    0.5000000000E+01    0.5177865220E-02    0.1811839867E-01    0.1771637664E-02    0.5431588928E-01
    0.7000000000E+01    0.7169271581E-02    0.2441238019E-01    0.2387858805E-02    0.7306454528E-01
    0.9000000000E+01    0.9118002455E-02    0.3025379693E-01    0.2960220092E-02    0.9041022727E-01
    0.1100000000E+02    0.1102583159E-01    0.3569143567E-01    0.3493458274E-02    0.1065105451E+00
    0.1300000000E+02    0.1289443191E-01    0.4076705279E-01    0.3991625815E-02    0.1215001360E+00
    0.1500000000E+02    0.1472538266E-01    0.4551661668E-01    0.4458212041E-02    0.1354947156E+00
    0.1700000000E+02    0.1652017596E-01    0.4997129424E-01    0.4896239304E-02    0.1485942992E+00
    0.1900000000E+02    0.1828022282E-01    0.5415824111E-01    0.5308339978E-02    0.1608857869E+00
    0.2100000000E+02    0.2000685865E-01    0.5810123967E-01    0.5696818617E-02    0.1724450524E+00
    0.2300000000E+02    0.2170134831E-01    0.6182121809E-01    0.6063702500E-02    0.1833386457E+00
    0.2500000000E+02    0.2336489079E-01    0.6533667560E-01    0.6410783031E-02    0.1936251877E+00
    0.2700000000E+02    0.2499862351E-01    0.6866403318E-01    0.6739649870E-02    0.2033565229E+00
    0.2900000000E+02    0.2660362625E-01    0.7181792456E-01    0.7051719244E-02    0.2125786752E+00
    0.3100000000E+02    0.2818092485E-01    0.7481143915E-01    0.7348257573E-02    0.2213326463E+00
    0.3300000000E+02    0.2973149455E-01    0.7765632587E-01    0.7630401286E-02    0.2296550864E+00
    0.3500000000E+02    0.3125626315E-01    0.8036316514E-01    0.7899173542E-02    0.2375788597E+00
    0.3700000000E+02    0.3275611388E-01    0.8294151468E-01    0.8155498392E-02    0.2451335233E+00
    0.3900000000E+02    0.3423188809E-01    0.8540003370E-01    0.8400212845E-02    0.2523457357E+00
    0.4100000000E+02    0.3568438779E-01    0.8774658915E-01    0.8634077180E-02    0.2592396059E+00
    0.4300000000E+02    0.3711437787E-01    0.8998834697E-01    0.8857783813E-02    0.2658369926E+00
    0.4500000000E+02    0.3852258836E-01    0.9213185088E-01    0.9071964930E-02    0.2721577628E+00
    0.4700000000E+02    0.3990971634E-01    0.9418309049E-01    0.9277199107E-02    0.2782200151E+00
    0.4900000000E+02    0.4127642787E-01    0.9614756056E-01    0.9474017048E-02    0.2840402734E+00
    0.1000000000E+02    0.1007692291E-01    0.3302032998E-01    0.3231461813E-02    0.9860715552E-01
    0.3000000000E+02    0.2739567647E-01    0.7333396538E-01    0.7201855925E-02    0.2170117978E+00
    0.5000000000E+02    0.4195232754E-01    0.9709885167E-01    0.9569423932E-02    0.2868644301E+00
    0.7000000000E+02    0.5453931948E-01    0.1126037473E+00    0.1113559532E-01    0.3337077228E+00
    0.9000000000E+02    0.6566197453E-01    0.1233126164E+00    0.1223484484E-01    0.3677073149E+00
    0.1100000000E+03    0.7565913805E-01    0.1309694096E+00    0.1303558439E-01    0.3937434617E+00
    0.1300000000E+03    0.8476740624E-01    0.1365611413E+00    0.1363323939E-01    0.4144663317E+00
    0.1500000000E+03    0.9315757109E-01    0.1406929324E+00    0.1408642511E-01    0.4314469593E+00
    0.1700000000E+03    0.1009564053E+00    0.1437579396E+00    0.1443331891E-01    0.4456799454E+00
    0.1900000000E+03    0.1082602605E+00    0.1460231164E+00    0.1469991878E-01    0.4578280189E+00
    0.2100000000E+03    0.1151438724E+00    0.1476761245E+00    0.1490456072E-01    0.4683512470E+00
    0.2300000000E+03    0.1216662440E+00    0.1488526422E+00    0.1506054945E-01    0.4775799089E+00
    0.2500000000E+03    0.1278746848E+00    0.1496530709E+00    0.1517776890E-01    0.4857578396E+00
    0.2700000000E+03    0.1338076523E+00    0.1501531759E+00    0.1526370904E-01    0.4930693700E+00
    0.2900000000E+03    0.1394967911E+00    0.1504110963E+00    0.1532414311E-01    0.4996567070E+00
    0.3100000000E+03    0.1449684266E+00    0.1504720967E+00    0.1536358727E-01    0.5056315072E+00
    0.3300000000E+03    0.1502446750E+00    0.1503718671E+00    0.1538562033E-01    0.5110828002E+00
    0.3500000000E+03    0.1553442835E+00    0.1501388635E+00    0.1539311092E-01    0.5160825442E+00
    0.3700000000E+03    0.1602832721E+00    0.1497960001E+00    0.1538838203E-01    0.5206896049E+00
    0.3900000000E+03    0.1650754326E+00    0.1493618924E+00    0.1537333201E-01    0.5249526597E+00
    0.4100000000E+03    0.1697327196E+00    0.1488517841E+00    0.1534952511E-01    0.5289123533E+00
    0.4300000000E+03    0.1742655597E+00    0.1482782469E+00    0.1531825991E-01    0.5326029218E+00
    0.4500000000E+03    0.1786831002E+00    0.1476517166E+00    0.1528062185E-01    0.5360534341E+00
    0.4700000000E+03    0.1829934087E+00    0.1469809065E+00    0.1523752384E-01    0.5392887510E+00
    0.4900000000E+03    0.1872036361E+00    0.1462731302E+00    0.1518973808E-01    0.5423302767E+00
    0.1000000000E+03    0.7078457978E-01    0.1274489685E+00    0.1266542058E-01    0.3815211238E+00
    0.3000000000E+03    0.1422583268E+00    0.1504637877E+00    0.1534624631E-01    0.5027146538E+00
    0.5000000000E+03    0.1892732369E+00    0.1459073466E+00    0.1516429644E-01    0.5437842602E+00
    0.7000000000E+03    0.2266457948E+00    0.1377296176E+00    0.1452611853E-01    0.5661146402E+00
