     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.5295598409E-03    0.4752823781E-02    0.6449925373E-03    0.5114838926E-02
    0.3000000000E+01    0.1569824008E-02    0.1385905258E-01    0.1881006857E-02    0.1493024673E-01
    0.5000000000E+01    0.2585912465E-02    0.2246883709E-01    0.3049943008E-02    0.2423201218E-01
    0.7000000000E+01    0.3578919188E-02    0.3062143136E-01    0.4157107826E-02    0.3306209723E-01
    0.9000000000E+01    0.4549870220E-02    0.3835198193E-01    0.5207252305E-02    0.4145794776E-01
    0.1100000000E+02    0.5499728953E-02    0.4569205918E-01    0.6204643560E-02    0.4945308812E-01
    0.1300000000E+02    0.6429400913E-02    0.5267010750E-01    0.7153125795E-02    0.5707762403E-01
    0.1500000000E+02    0.7339738118E-02    0.5931182842E-01    0.8056172180E-02    0.6435866975E-01
    0.1700000000E+02    0.8231543041E-02    0.6564050828E-01    0.8916929214E-02    0.7132071274E-01
    0.1900000000E+02    0.9105572222E-02    0.7167729947E-01    0.9738254799E-02    0.7798592605E-01
    0.2100000000E+02    0.9962539570E-02    0.7744146287E-01    0.1052275106E-01    0.8437443711E-01
    0.2300000000E+02    0.1080311938E-01    0.8295057773E-01    0.1127279274E-01    0.9050455972E-01
    0.2500000000E+02    0.1162794908E-01    0.8822072376E-01    0.1199055185E-01    0.9639299522E-01
    0.2700000000E+02    0.1243763178E-01    0.9326663998E-01    0.1267801917E-01    0.1020550073E+00
    0.2900000000E+02    0.1323273860E-01    0.9810186345E-01    0.1333702300E-01    0.1075045744E+00
    0.3100000000E+02    0.1401381078E-01    0.1027388510E+00    0.1396924565E-01    0.1127545234E+00
    0.3300000000E+02    0.1478136167E-01    0.1071890865E+00    0.1457623792E-01    0.1178166465E+00
    0.3500000000E+02    0.1553587853E-01    0.1114631747E+00    0.1515943185E-01    0.1227018043E+00
    0.3700000000E+02    0.1627782419E-01    0.1155709257E+00    0.1572015206E-01    0.1274200168E+00
    0.3900000000E+02    0.1700763862E-01    0.1195214281E+00    0.1625962573E-01    0.1319805439E+00
    0.4100000000E+02    0.1772574033E-01    0.1233231156E+00    0.1677899153E-01    0.1363919565E+00
    0.4300000000E+02    0.1843252770E-01    0.1269838252E+00    0.1727930753E-01    0.1406622003E+00
    0.4500000000E+02    0.1912838019E-01    0.1305108500E+00    0.1776155833E-01    0.1447986519E+00
    0.4700000000E+02    0.1981365950E-01    0.1339109857E+00    0.1822666137E-01    0.1488081697E+00
    0.4900000000E+02    0.2048871060E-01    0.1371905732E+00    0.1867547265E-01    0.1526971389E+00
    0.1000000000E+02    0.5027378226E-02    0.4206898347E-01    0.5712292559E-02    0.4550365032E-01
    0.3000000000E+02    0.1362499630E-01    0.1004443974E+00    0.1365638212E-01    0.1101537412E+00
    0.5000000000E+02    0.2082250403E-01    0.1387870279E+00    0.1889402084E-01    0.1545982938E+00
    0.7000000000E+02    0.2703396165E-01    0.1656373490E+00    0.2257839954E-01    0.1875434131E+00
    0.9000000000E+02    0.3251876333E-01    0.1852756542E+00    0.2528728507E-01    0.2132571163E+00
    0.1100000000E+03    0.3744864759E-01    0.2000950594E+00    0.2734369034E-01    0.2340908612E+00
    0.1300000000E+03    0.4194242307E-01    0.2115414058E+00    0.2894279793E-01    0.2514536931E+00
    0.1500000000E+03    0.4608527259E-01    0.2205404180E+00    0.3020961510E-01    0.2662452912E+00
    0.1700000000E+03    0.4994010889E-01    0.2277122150E+00    0.3122791762E-01    0.2790694061E+00
    0.1900000000E+03    0.5355457384E-01    0.2334875470E+00    0.3205593026E-01    0.2903477606E+00
    0.2100000000E+03    0.5696552465E-01    0.2381746778E+00    0.3273534840E-01    0.3003848010E+00
    0.2300000000E+03    0.6020200682E-01    0.2419997896E+00    0.3329678801E-01    0.3094064604E+00
    0.2500000000E+03    0.6328728186E-01    0.2451323982E+00    0.3376321380E-01    0.3175843826E+00
    0.2700000000E+03    0.6624024525E-01    0.2477018920E+00    0.3415217046E-01    0.3250516212E+00
    0.2900000000E+03    0.6907644028E-01    0.2498086142E+00    0.3447727787E-01    0.3319131375E+00
    0.3100000000E+03    0.7180879712E-01    0.2515314778E+00    0.3474925871E-01    0.3382530119E+00
    0.3300000000E+03    0.7444818108E-01    0.2529333148E+00    0.3497666053E-01    0.3441395173E+00
    0.3500000000E+03    0.7700380577E-01    0.2540647082E+00    0.3516637312E-01    0.3496287637E+00
    0.3700000000E+03    0.7948354895E-01    0.2549667852E+00    0.3532400572E-01    0.3547673655E+00
    0.3900000000E+03    0.8189419692E-01    0.2556732843E+00    0.3545416635E-01    0.3595944263E+00
    0.4100000000E+03    0.8424163605E-01    0.2562121080E+00    0.3556067161E-01    0.3641430393E+00
    0.4300000000E+03    0.8653100439E-01    0.2566065024E+00    0.3564670623E-01    0.3684414351E+00
    0.4500000000E+03    0.8876681287E-01    0.2568759657E+00    0.3571494587E-01    0.3725138728E+00
    0.4700000000E+03    0.9095304311E-01    0.2570369531E+00    0.3576765260E-01    0.3763813378E+00
    0.4900000000E+03    0.9309322700E-01    0.2571034310E+00    0.3580674990E-01    0.3800620960E+00
    0.1000000000E+03    0.3504468146E-01    0.1931816243E+00    0.2638272643E-01    0.2241804300E+00
    0.3000000000E+03    0.7045487640E-01    0.2507137753E+00    0.3461933078E-01    0.3351436907E+00
    0.5000000000E+03    0.9414704860E-01    0.2571050228E+00    0.3582171840E-01    0.3818375351E+00
    0.7000000000E+03    0.1134170091E+00    0.2543074921E+00    0.3570201879E-01    0.4105523704E+00
    0.9000000000E+03    0.1302568973E+00    0.2489804980E+00    0.3518528165E-01    0.4309603229E+00
    0.1100000000E+04    0.1455051357E+00    0.2429337121E+00    0.3453090458E-01    0.4466240983E+00
    0.1300000000E+04    0.1595983876E+00    0.2367845064E+00    0.3383180414E-01    0.4592359927E+00
    0.1500000000E+04    0.1727953744E+00    0.2307660010E+00    0.3312594722E-01    0.4697285428E+00
    0.1700000000E+04    0.1852632996E+00    0.2249666858E+00    0.3242991885E-01    0.4786685833E+00
    0.1900000000E+04    0.1971172209E+00    0.2194153433E+00    0.3175105070E-01    0.4864255771E+00
    0.2100000000E+04    0.2084401827E+00    0.2141149116E+00    0.3109238069E-01    0.4932532733E+00
    0.2300000000E+04    0.2192944295E+00    0.2090571153E+00    0.3045486795E-01    0.4993331854E+00
    0.2500000000E+04    0.2297280777E+00    0.2042291267E+00    0.2983844756E-01    0.5047994539E+00
    0.2700000000E+04    0.2397792979E+00    0.1996166883E+00    0.2924255629E-01    0.5097538908E+00
    0.2900000000E+04    0.2494790505E+00    0.1952055783E+00    0.2866640299E-01    0.5142755102E+00
    0.3100000000E+04    0.2588529389E+00    0.1909822747E+00    0.2810910990E-01    0.5184268009E+00
    0.3300000000E+04    0.2679225022E+00    0.1869342239E+00    0.2756978648E-01    0.5222579902E+00
    0.3500000000E+04    0.2767061401E+00    0.1830499113E+00    0.2704756721E-01    0.5258100204E+00
    0.3700000000E+04    0.2852197877E+00    0.1793188383E+00    0.2654162963E-01    0.5291166800E+00
    0.3900000000E+04    0.2934774190E+00    0.1757314543E+00    0.2605120175E-01    0.5322061584E+00
    0.4100000000E+04    0.3014914262E+00    0.1722790735E+00    0.2557556357E-01    0.5351022031E+00
    0.4300000000E+04    0.3092729111E+00    0.1689537876E+00    0.2511404557E-01    0.5378249945E+00
    0.4500000000E+04    0.3168319120E+00    0.1657483830E+00    0.2466602571E-01    0.5403918163E+00
    0.4700000000E+04    0.3241775803E+00    0.1626562642E+00    0.2423092571E-01    0.5428175771E+00
    0.4900000000E+04    0.3313183216E+00    0.1596713852E+00    0.2380820729E-01    0.5451152199E+00
    0.1000000000E+04    0.1380469446E+00    0.2459946763E+00    0.3486753332E-01    0.4392542983E+00
    0.3000000000E+04    0.2542052985E+00    0.1930712595E+00    0.2838545484E-01    0.5163940599E+00
    0.5000000000E+04    0.3348142955E+00    0.1582174065E+00    0.2360133297E-01    0.5462195860E+00
    0.7000000000E+04    0.3956150322E+00    0.1336256471E+00    0.2000766129E-01    0.5636995360E+00
