     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.2113721428E-02    0.4746837166E-02    0.4509140317E-03    0.5116007735E-02
    0.3000000000E+01    0.6240004469E-02    0.1380690776E-01    0.1311644697E-02    0.1494014838E-01
    0.5000000000E+01    0.1023810991E-01    0.2232858829E-01    0.2121345896E-02    0.2425794696E-01
    0.7000000000E+01    0.1411551339E-01    0.3035514559E-01    0.2884117957E-02    0.3311010701E-01
    0.9000000000E+01    0.1787910064E-01    0.3792537265E-01    0.3603637032E-02    0.4153302087E-01
    0.1100000000E+02    0.2153522504E-01    0.4507415301E-01    0.4283208635E-02    0.4955932842E-01
    0.1300000000E+02    0.2508975856E-01    0.5183294146E-01    0.4925813245E-02    0.5721839100E-01
    0.1500000000E+02    0.2854813688E-01    0.5823017535E-01    0.5534145307E-02    0.6453669508E-01
    0.1700000000E+02    0.3191539962E-01    0.6429162780E-01    0.6110646735E-02    0.7153819762E-01
    0.1900000000E+02    0.3519622607E-01    0.7004071236E-01    0.6657535807E-02    0.7824462271E-01
    0.2100000000E+02    0.3839496719E-01    0.7549874667E-01    0.7176832158E-02    0.8467571729E-01
    0.2300000000E+02    0.4151567421E-01    0.8068518145E-01    0.7670378500E-02    0.9084947246E-01
    0.2500000000E+02    0.4456212428E-01    0.8561780005E-01    0.8139859541E-02    0.9678231564E-01
    0.2700000000E+02    0.4753784352E-01    0.9031289294E-01    0.8586818521E-02    0.1024892779E+00
    0.2900000000E+02    0.5044612780E-01    0.9478541066E-01    0.9012671717E-02    0.1079841403E+00
    0.3100000000E+02    0.5329006144E-01    0.9904909830E-01    0.9418721194E-02    0.1132795620E+00
    0.3300000000E+02    0.5607253412E-01    0.1031166142E+00    0.9806166047E-02    0.1183871932E+00
    0.3500000000E+02    0.5879625622E-01    0.1069996347E+00    0.1017611234E-01    0.1233177742E+00
    0.3700000000E+02    0.6146377266E-01    0.1107089473E+00    0.1052958193E-01    0.1280812232E+00
    0.3900000000E+02    0.6407747554E-01    0.1142545329E+00    0.1086752026E-01    0.1326867143E+00
    0.4100000000E+02    0.6663961557E-01    0.1176456399E+00    0.1119080338E-01    0.1371427466E+00
    0.4300000000E+02    0.6915231255E-01    0.1208908493E+00    0.1150024412E-01    0.1414572053E+00
    0.4500000000E+02    0.7161756483E-01    0.1239981337E+00    0.1179659768E-01    0.1456374172E+00
    0.4700000000E+02    0.7403725809E-01    0.1269749097E+00    0.1208056661E-01    0.1496901989E+00
    0.4900000000E+02    0.7641317323E-01    0.1298280858E+00    0.1235280531E-01    0.1536219019E+00
    0.1000000000E+02    0.1972021797E-01    0.4155040251E-01    0.3948222856E-02    0.4559384355E-01
    0.3000000000E+02    0.5187595347E-01    0.9694254291E-01    0.9218094686E-02    0.1106560307E+00
    0.5000000000E+02    0.7758524371E-01    0.1312103542E+00    0.1248471815E-01    0.1555442160E+00
    0.7000000000E+02    0.9909208667E-01    0.1537205559E+00    0.1463538424E-01    0.1888806286E+00
    0.9000000000E+02    0.1176705621E+00    0.1690864092E+00    0.1610712499E-01    0.2149244086E+00
    0.1100000000E+03    0.1341024033E+00    0.1798317884E+00    0.1713910318E-01    0.2360341443E+00
    0.1300000000E+03    0.1488966376E+00    0.1874465988E+00    0.1787256843E-01    0.2536282739E+00
    0.1500000000E+03    0.1624007021E+00    0.1928627202E+00    0.1839592393E-01    0.2686148748E+00
    0.1700000000E+03    0.1748609906E+00    0.1966901524E+00    0.1876708482E-01    0.2816045425E+00
    0.1900000000E+03    0.1864578770E+00    0.1993431576E+00    0.1902542121E-01    0.2930244240E+00
    0.2100000000E+03    0.1973269907E+00    0.2011117350E+00    0.1919852574E-01    0.3031832384E+00
    0.2300000000E+03    0.2075726833E+00    0.2022041229E+00    0.1930623839E-01    0.3123102938E+00
    0.2500000000E+03    0.2172768553E+00    0.2027731134E+00    0.1936313873E-01    0.3205799172E+00
    0.2700000000E+03    0.2265049176E+00    0.2029329114E+00    0.1938014315E-01    0.3281273136E+00
    0.2900000000E+03    0.2353099235E+00    0.2027702593E+00    0.1936555899E-01    0.3350591835E+00
    0.3100000000E+03    0.2437355006E+00    0.2023519678E+00    0.1932579840E-01    0.3414610258E+00
    0.3300000000E+03    0.2518179721E+00    0.2017301292E+00    0.1926587281E-01    0.3474022797E+00
    0.3500000000E+03    0.2595879203E+00    0.2009458000E+00    0.1918974217E-01    0.3529400218E+00
    0.3700000000E+03    0.2670713581E+00    0.2000316475E+00    0.1910056628E-01    0.3581216734E+00
    0.3900000000E+03    0.2742906185E+00    0.1990138833E+00    0.1900088837E-01    0.3629870172E+00
    0.4100000000E+03    0.2812650405E+00    0.1979136953E+00    0.1889277121E-01    0.3675697201E+00
    0.4300000000E+03    0.2880115025E+00    0.1967483237E+00    0.1877789938E-01    0.3718985020E+00
    0.4500000000E+03    0.2945448435E+00    0.1955318767E+00    0.1865765697E-01    0.3759980404E+00
    0.4700000000E+03    0.3008781981E+00    0.1942759584E+00    0.1853318733E-01    0.3798896813E+00
    0.4900000000E+03    0.3070232652E+00    0.1929901544E+00    0.1840543938E-01    0.3835920021E+00
    0.1000000000E+03    0.1261182451E+00    0.1749265393E+00    0.1666764648E-01    0.2259918844E+00
    0.3000000000E+03    0.2395677199E+00    0.2025895169E+00    0.1934848437E-01    0.3383216908E+00
    0.5000000000E+03    0.3100285088E+00    0.1923385844E+00    0.1834058853E-01    0.3853773286E+00
