pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000601786,0.0000114014,0.0000104330,0.0000019766,
0.05,0.0002946429,0.0000245741,0.0000510815,0.0000042604,
0.1,0.0005960714,0.0000409122,0.0001033394,0.0000070928,
0.5,0.0029466071,0.0001988340,0.0005108459,0.0000344713,
1,0.0060808929,0.0001968860,0.0010542292,0.0000341336,
5,0.0300110714,0.0011642757,0.0052029446,0.0002018476,
10,0.0603391071,0.0015178629,0.0104608405,0.0002631481,
50,0.2926867857,0.0026865746,0.0507423778,0.0004657647,
1e2,0.5541598214,0.0186619760,0.0960733056,0.0032353802,
5e2,1.9491539286,0.0286379934,0.3379199535,0.0049648975,
1e3,2.6629089286,0.0436117737,0.4616618771,0.0075608644,
5e3,3.6588919643,0.0121484273,0.6343329710,0.0021061425,
1e4,3.8217121429,0.0079186500,0.6625606992,0.0013728366,
5e4,3.9645076786,0.0061426660,0.6873168049,0.0010649387,
1e5,3.9831178571,0.0022271670,0.6905432051,0.0003861184,
5e5,3.9938808929,0.0007160119,0.6924091658,0.0001241332,
1e6,3.9924741071,0.0012439239,0.6921652749,0.0002156560,
5e6,3.9952187500,0.0014927601,0.6926411067,0.0002587961,
1e7,3.9963741071,0.0011915416,0.6928414081,0.0002065746,
5e7,3.9995641071,0.0003733278,0.6933944505,0.0000647229,

