# pressure,muc,muc_err,molkg,molkg_err,_
1.000000000000000021e-02,2.924703928600000058e+00,3.344916130000000209e-02,5.070486230999999844e-01,5.798997600000000384e-03,nan
5.000000000000000278e-02,3.774660178600000027e+00,1.260154590000000033e-02,6.544034174999999731e-01,2.184698599999999880e-03,nan
1.000000000000000056e-01,3.889833928599999879e+00,1.389423189999999982e-02,6.743708031999999797e-01,2.408808299999999798e-03,nan
5.000000000000000000e-01,4.053894285700000211e+00,2.039793100000000109e-02,7.028135380000000154e-01,3.536338400000000118e-03,nan
1.000000000000000000e+00,4.123069821399999668e+00,1.920795780000000147e-02,7.148063279999999908e-01,3.330035700000000091e-03,nan
5.000000000000000000e+00,4.679682500000000189e+00,1.601072694000000018e-01,8.113048793999999564e-01,2.775739779999999990e-02,nan
1.000000000000000000e+01,5.231385535700000311e+00,2.213495081999999892e-01,9.069522582000000277e-01,3.837481200000000120e-02,nan
5.000000000000000000e+01,6.511786428599999788e+00,2.545384084999999796e-01,1.128932166400000048e+00,4.412868880000000299e-02,nan
1.000000000000000000e+02,6.732748749999999838e+00,1.101571358999999944e-01,1.167239852800000088e+00,1.909766779999999900e-02,nan
5.000000000000000000e+02,6.958208035700000238e+00,1.982677559999999894e-02,1.206327166599999945e+00,3.437318600000000175e-03,nan
1.000000000000000000e+03,6.955406749999999860e+00,3.855519279999999882e-02,1.205841514699999895e+00,6.684217600000000314e-03,nan
5.000000000000000000e+03,6.986108571399999967e+00,2.707389500000000060e-02,1.211164212899999981e+00,4.693733599999999617e-03,nan
1.000000000000000000e+04,6.990636624999999604e+00,9.708534099999999167e-03,1.211949230299999902e+00,1.683144300000000019e-03,nan
5.000000000000000000e+04,6.997518392899999995e+00,3.335997500000000004e-03,1.213142305200000104e+00,5.783535999999999712e-04,nan
1.000000000000000000e+05,6.990636624999999604e+00,9.708534099999999167e-03,1.211949230299999902e+00,1.683144300000000019e-03,nan
5.000000000000000000e+05,6.997195714300000091e+00,3.052118099999999966e-03,1.213086363199999962e+00,5.291380999999999949e-04,nan
1.000000000000000000e+06,6.982141750000000258e+00,3.138039909999999766e-02,1.210476494999999986e+00,5.440341500000000184e-03,nan
5.000000000000000000e+06,6.993070357099999690e+00,1.443982759999999990e-02,1.212371160300000028e+00,2.503396900000000053e-03,nan
1.000000000000000000e+07,6.994260749999999582e+00,1.184713490000000036e-02,1.212577535799999939e+00,2.053908200000000191e-03,nan
5.000000000000000000e+07,7.000000000000000000e+00,0.000000000000000000e+00,1.213572535199999969e+00,0.000000000000000000e+00,nan
1.000000000000000000e+08,7.000000000000000000e+00,0.000000000000000000e+00,1.213572535199999969e+00,0.000000000000000000e+00,nan
