# pressure,muc,muc_err,molkg,molkg_err,_
5.000000000000000000e+05,6.365231249999999896e+00,1.171072729000000034e-01,1.103524260799999990e+00,2.030259569999999861e-02,nan
5.000000000000000000e+06,6.502013749999999703e+00,9.787170230000000193e-02,1.127237901500000028e+00,1.696777279999999929e-02,nan
1.000000000000000000e+07,6.620684821400000253e+00,7.615933710000000190e-02,1.147811609099999908e+00,1.320355429999999983e-02,nan
5.000000000000000000e+07,6.955717678600000120e+00,1.863077839999999902e-02,1.205895419600000018e+00,3.229971600000000088e-03,nan
1.000000000000000000e+08,6.994642678599999996e+00,9.451426100000000219e-03,1.212643749800000004e+00,1.638570200000000069e-03,nan
1.000000000000000021e-02,1.431250000000000014e-03,7.145859999999999376e-05,2.481321999999999890e-04,1.238860000000000028e-05,nan
5.000000000000000278e-02,7.863571399999999892e-03,7.258200000000000404e-05,1.363287799999999975e-03,1.258340000000000051e-05,nan
1.000000000000000056e-01,1.585017860000000056e-02,2.942800000000000082e-04,2.747905900000000012e-03,5.101859999999999972e-05,nan
5.000000000000000000e-01,8.178678570000000314e-02,1.244539700000000040e-03,1.417917100000000083e-02,2.157627000000000069e-04,nan
1.000000000000000000e+00,1.624466071000000011e-01,2.659708499999999948e-03,2.816296299999999919e-02,4.611069999999999882e-04,nan
5.000000000000000000e+00,7.317530357000000540e-01,7.426421100000000358e-03,1.268621980999999899e-01,1.287500100000000050e-03,nan
1.000000000000000000e+01,1.283635714299999897e+00,1.659524169999999910e-02,2.225407212000000134e-01,2.877075700000000010e-03,nan
5.000000000000000000e+01,2.896003750000000210e+00,2.448463479999999845e-02,5.020729446999999679e-01,4.244840100000000192e-03,nan
1.000000000000000000e+02,3.364598392900000068e+00,1.320817749999999950e-02,5.833120287999999931e-01,2.289868799999999864e-03,nan
5.000000000000000000e+02,3.870645000000000113e+00,7.377264399999999833e-03,6.710440665000000360e-01,1.278977900000000025e-03,nan
1.000000000000000000e+03,3.948858214299999947e+00,9.263924499999999507e-03,6.846036962999999531e-01,1.606063499999999976e-03,nan
5.000000000000000000e+03,4.084775535700000404e+00,3.208692700000000120e-02,7.081673431999999657e-01,5.562830500000000115e-03,nan
1.000000000000000000e+04,4.196616964300000419e+00,3.490038799999999747e-02,7.275570126999999498e-01,6.050593200000000012e-03,nan
5.000000000000000000e+04,5.030371249999999961e+00,7.595624389999999782e-02,8.721029129999999796e-01,1.316834449999999997e-02,nan
1.000000000000000000e+05,5.878993392900000003e+00,1.038215571999999975e-01,1.019226416600000018e+00,1.799928430000000135e-02,nan
1.000000000000000000e+06,6.379235357099999781e+00,5.481907679999999811e-02,1.105952117900000031e+00,9.503846599999999159e-03,nan
