# pressure,muc,muc_err,molkg,molkg_err,_
1.000000000000000056e-01,5.000000000000000409e-06,4.335699999999999841e-06,8.668000000000000061e-07,7.517000000000000408e-07,nan
5.000000000000000000e-01,2.392859999999999990e-05,5.938200000000000168e-06,4.148399999999999957e-06,1.029500000000000053e-06,nan
1.000000000000000000e+00,4.624999999999999934e-05,8.309699999999999400e-06,8.018200000000000582e-06,1.440600000000000022e-06,nan
5.000000000000000000e+00,2.351785999999999916e-04,7.251700000000000382e-06,4.077230000000000264e-05,1.257200000000000008e-06,nan
1.000000000000000000e+01,4.885713999999999552e-04,2.332229999999999861e-05,8.470240000000000408e-05,4.043299999999999896e-06,nan
5.000000000000000000e+01,2.526785699999999947e-03,6.426149999999999452e-05,4.380624999999999753e-04,1.114090000000000035e-05,nan
1.000000000000000000e+02,5.162500000000000422e-03,7.747270000000000111e-05,8.950097000000000174e-04,1.343119999999999941e-05,nan
5.000000000000000000e+02,2.664232139999999846e-02,3.180960000000000254e-04,4.618912799999999597e-03,5.514750000000000012e-05,nan
1.000000000000000000e+03,5.345714289999999730e-02,8.389496999999999883e-04,9.267731499999999276e-03,1.454465999999999908e-04,nan
5.000000000000000000e+03,2.546562499999999729e-01,3.577283300000000214e-03,4.414911869999999655e-02,6.201846999999999915e-04,nan
1.000000000000000000e+04,4.811880357000000163e-01,5.919406999999999794e-03,8.342236919999999889e-02,1.026232800000000025e-03,nan
5.000000000000000000e+04,1.615957499999999936e+00,1.022393159999999968e-02,2.801545200000000180e-01,1.772497500000000002e-03,nan
1.000000000000000000e+05,2.272084642899999896e+00,2.293776289999999857e-02,3.939056457999999816e-01,3.976662700000000404e-03,nan
5.000000000000000000e+05,3.419119464300000022e+00,8.107611299999999480e-03,5.927642108999999770e-01,1.405596299999999944e-03,nan
1.000000000000000000e+06,3.666040000000000187e+00,6.978237699999999787e-03,6.355722081000000356e-01,1.209799699999999922e-03,nan
5.000000000000000000e+06,3.900841964300000075e+00,4.019510500000000180e-03,6.762792388999999682e-01,6.968525000000000370e-04,nan
1.000000000000000000e+07,3.938957321400000211e+00,3.569503600000000117e-03,6.828872031999999592e-01,6.188358999999999614e-04,nan
5.000000000000000000e+07,4.080232321399999584e+00,8.962057000000000703e-03,7.073796974999999598e-01,1.553729499999999958e-03,nan
1.000000000000000000e+08,4.533547321400000385e+00,2.240590690000000135e-02,7.859697880999999553e-01,3.884456200000000175e-03,nan
