     Pressure (Pa)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1700000000E+06    0.6582615065E+00    0.6927804745E+00
    0.1900000000E+06    0.6600544062E+00    0.6925375394E+00
    0.2100000000E+06    0.6615349285E+00    0.6923241304E+00
    0.2300000000E+06    0.6627804221E+00    0.6921346094E+00
    0.2500000000E+06    0.6638443915E+00    0.6919647444E+00
    0.2700000000E+06    0.6647650724E+00    0.6918112889E+00
    0.2900000000E+06    0.6655705439E+00    0.6916717052E+00
    0.3100000000E+06    0.6662819100E+00    0.6915439766E+00
    0.3300000000E+06    0.6669153512E+00    0.6914264776E+00
    0.3500000000E+06    0.6674834905E+00    0.6913178807E+00
    0.3700000000E+06    0.6679963264E+00    0.6912170898E+00
    0.3900000000E+06    0.6684618859E+00    0.6911231906E+00
    0.4100000000E+06    0.6688866911E+00    0.6910354131E+00
    0.4300000000E+06    0.6692760987E+00    0.6909531040E+00
    0.4500000000E+06    0.6696345512E+00    0.6908757041E+00
    0.4700000000E+06    0.6699657652E+00    0.6908027323E+00
    0.4900000000E+06    0.6702728754E+00    0.6907337714E+00
    0.1000000000E+06    0.6470663191E+00    0.6940079902E+00
    0.3000000000E+06    0.6659368820E+00    0.6916064685E+00
    0.5000000000E+06    0.6704182398E+00    0.6907006795E+00
    0.7000000000E+06    0.6725364858E+00    0.6901815413E+00
    0.9000000000E+06    0.6738036199E+00    0.6898317022E+00
    0.1100000000E+07    0.6746605242E+00    0.6895742785E+00
    0.1300000000E+07    0.6752855430E+00    0.6893740293E+00
    0.1500000000E+07    0.6757654596E+00    0.6892121564E+00
    0.1700000000E+07    0.6761479165E+00    0.6890775675E+00
    0.1900000000E+07    0.6764614030E+00    0.6889632262E+00
    0.2100000000E+07    0.6767240802E+00    0.6888644183E+00
    0.2300000000E+07    0.6769481156E+00    0.6887778474E+00
    0.2500000000E+07    0.6771419926E+00    0.6887011277E+00
    0.2700000000E+07    0.6773118216E+00    0.6886324830E+00
    0.2900000000E+07    0.6774621255E+00    0.6885705591E+00
    0.3100000000E+07    0.6775963304E+00    0.6885143024E+00
    0.3300000000E+07    0.6777170829E+00    0.6884628791E+00
    0.3500000000E+07    0.6778264634E+00    0.6884156191E+00
    0.3700000000E+07    0.6779261318E+00    0.6883719765E+00
    0.3900000000E+07    0.6780174302E+00    0.6883315019E+00
    0.4100000000E+07    0.6781014566E+00    0.6882938207E+00
    0.4300000000E+07    0.6781791188E+00    0.6882586184E+00
    0.4500000000E+07    0.6782511750E+00    0.6882256282E+00
    0.4700000000E+07    0.6783182631E+00    0.6881946223E+00
    0.4900000000E+07    0.6783809249E+00    0.6881654049E+00
    0.1000000000E+07    0.6742690288E+00    0.6896941910E+00
    0.3000000000E+07    0.6775310596E+00    0.6885417788E+00
    0.5000000000E+07    0.6784107432E+00    0.6881514129E+00
    0.7000000000E+07    0.6788584170E+00    0.6879341392E+00
    0.9000000000E+07    0.6791404503E+00    0.6877898299E+00
    0.1100000000E+08    0.6793388633E+00    0.6876845757E+00
    0.1300000000E+08    0.6794882408E+00    0.6876031888E+00
    0.1500000000E+08    0.6796059888E+00    0.6875376864E+00
    0.1700000000E+08    0.6797019379E+00    0.6874834066E+00
    0.1900000000E+08    0.6797821121E+00    0.6874374148E+00
    0.2100000000E+08    0.6798504350E+00    0.6873977568E+00
    0.2300000000E+08    0.6799095858E+00    0.6873630727E+00
    0.2500000000E+08    0.6799614650E+00    0.6873323821E+00
    0.2700000000E+08    0.6800074629E+00    0.6873049577E+00
    0.2900000000E+08    0.6800486232E+00    0.6872802464E+00
    0.3100000000E+08    0.6800857470E+00    0.6872578191E+00
    0.3300000000E+08    0.6801194607E+00    0.6872373368E+00
    0.3500000000E+08    0.6801502621E+00    0.6872185275E+00
    0.3700000000E+08    0.6801785526E+00    0.6872011704E+00
    0.3900000000E+08    0.6802046599E+00    0.6871850835E+00
    0.4100000000E+08    0.6802288546E+00    0.6871701157E+00
    0.4300000000E+08    0.6802513625E+00    0.6871561400E+00
    0.4500000000E+08    0.6802723734E+00    0.6871430490E+00
    0.4700000000E+08    0.6802920485E+00    0.6871307509E+00
    0.4900000000E+08    0.6803105256E+00    0.6871191671E+00
    0.1000000000E+08    0.6792473588E+00    0.6877335128E+00
    0.3000000000E+08    0.6800676471E+00    0.6872687703E+00
    0.5000000000E+08    0.6803193526E+00    0.6871136213E+00
    0.7000000000E+08    0.6804546865E+00    0.6870276346E+00
    0.9000000000E+08    0.6805428508E+00    0.6869706492E+00
    0.1100000000E+09    0.6806063389E+00    0.6869291434E+00
    0.1300000000E+09    0.6806549797E+00    0.6868970801E+00
    0.1500000000E+09    0.6806938521E+00    0.6868712931E+00
    0.1700000000E+09    0.6807258844E+00    0.6868499360E+00
    0.1900000000E+09    0.6807529012E+00    0.6868318479E+00
    0.2100000000E+09    0.6807761080E+00    0.6868162565E+00
    0.2300000000E+09    0.6807963377E+00    0.6868026247E+00
    0.2500000000E+09    0.6808141874E+00    0.6867905656E+00
    0.2700000000E+09    0.6808300979E+00    0.6867797923E+00
    0.2900000000E+09    0.6808444028E+00    0.6867700867E+00
    0.3100000000E+09    0.6808573602E+00    0.6867612797E+00
    0.3300000000E+09    0.6808691730E+00    0.6867532377E+00
    0.3500000000E+09    0.6808800035E+00    0.6867458536E+00
    0.3700000000E+09    0.6808899833E+00    0.6867390404E+00
    0.3900000000E+09    0.6808992205E+00    0.6867327265E+00
    0.4100000000E+09    0.6809078046E+00    0.6867268524E+00
    0.4300000000E+09    0.6809158107E+00    0.6867213682E+00
    0.4500000000E+09    0.6809233021E+00    0.6867162316E+00
    0.4700000000E+09    0.6809303329E+00    0.6867114065E+00
    0.4900000000E+09    0.6809369493E+00    0.6867068619E+00
    0.1000000000E+09    0.6805769039E+00    0.6869484355E+00
