     Pressure (Pa)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1870456405E-03    0.2977278303E-01
    0.3000000000E+01    0.5608162712E-03    0.8219179194E-01
    0.5000000000E+01    0.9341599859E-03    0.1268643994E+00
    0.7000000000E+01    0.1307077523E-02    0.1653899419E+00
    0.9000000000E+01    0.1679569618E-02    0.1989558347E+00
    0.1100000000E+02    0.2051637006E-02    0.2284621655E+00
    0.1300000000E+02    0.2423280417E-02    0.2546036457E+00
    0.1500000000E+02    0.2794500580E-02    0.2779250260E+00
    0.1700000000E+02    0.3165298224E-02    0.2988594878E+00
    0.1900000000E+02    0.3535674074E-02    0.3177558151E+00
    0.2100000000E+02    0.3905628854E-02    0.3348979934E+00
    0.2300000000E+02    0.4275163285E-02    0.3505195905E+00
    0.2500000000E+02    0.4644278089E-02    0.3648144693E+00
    0.2700000000E+02    0.5012973984E-02    0.3779448811E+00
    0.2900000000E+02    0.5381251686E-02    0.3900476565E+00
    0.3100000000E+02    0.5749111911E-02    0.4012389960E+00
    0.3300000000E+02    0.6116555372E-02    0.4116182169E+00
    0.3500000000E+02    0.6483582782E-02    0.4212707124E+00
    0.3700000000E+02    0.6850194850E-02    0.4302703086E+00
    0.3900000000E+02    0.7216392286E-02    0.4386811594E+00
    0.4100000000E+02    0.7582175796E-02    0.4465592799E+00
    0.4300000000E+02    0.7947546085E-02    0.4539537976E+00
    0.4500000000E+02    0.8312503857E-02    0.4609079794E+00
    0.4700000000E+02    0.8677049814E-02    0.4674600800E+00
    0.4900000000E+02    0.9041184657E-02    0.4736440477E+00
    0.1000000000E+02    0.1865656355E-02    0.2141689630E+00
    0.3000000000E+02    0.5565233938E-02    0.3957506907E+00
    0.5000000000E+02    0.9223098130E-02    0.4766075599E+00
    0.7000000000E+02    0.1283995436E-01    0.5223850894E+00
    0.9000000000E+02    0.1641649211E-01    0.5518646828E+00
    0.1100000000E+03    0.1995338545E-01    0.5724503491E+00
    0.1300000000E+03    0.2345129347E-01    0.5876508283E+00
    0.1500000000E+03    0.2691086070E-01    0.5993434798E+00
    0.1700000000E+03    0.3033271753E-01    0.6086236891E+00
    0.1900000000E+03    0.3371748058E-01    0.6161736175E+00
    0.2100000000E+03    0.3706575308E-01    0.6224402688E+00
    0.2300000000E+03    0.4037812524E-01    0.6277287830E+00
    0.2500000000E+03    0.4365517458E-01    0.6322545799E+00
    0.2700000000E+03    0.4689746629E-01    0.6361740791E+00
    0.2900000000E+03    0.5010555353E-01    0.6396036062E+00
    0.3100000000E+03    0.5327997780E-01    0.6426314668E+00
    0.3300000000E+03    0.5642126918E-01    0.6453259056E+00
    0.3500000000E+03    0.5952994668E-01    0.6477404977E+00
    0.3700000000E+03    0.6260651852E-01    0.6499178904E+00
    0.3900000000E+03    0.6565148236E-01    0.6518924549E+00
    0.4100000000E+03    0.6866532566E-01    0.6536922021E+00
    0.4300000000E+03    0.7164852587E-01    0.6553401887E+00
    0.4500000000E+03    0.7460155069E-01    0.6568555676E+00
    0.4700000000E+03    0.7752485837E-01    0.6582543803E+00
    0.4900000000E+03    0.8041889790E-01    0.6595501648E+00
    0.1000000000E+03    0.1818985279E-01    0.5629960626E+00
    0.3000000000E+03    0.5169694014E-01    0.6411630823E+00
    0.5000000000E+03    0.8185507994E-01    0.6601630856E+00
    0.7000000000E+03    0.1091448920E+00    0.6690692726E+00
    0.9000000000E+03    0.1339591110E+00    0.6743920180E+00
    0.1100000000E+04    0.1566218043E+00    0.6780089589E+00
    0.1300000000E+04    0.1774027579E+00    0.6806675126E+00
    0.1500000000E+04    0.1965283903E+00    0.6827263488E+00
    0.1700000000E+04    0.2141901344E+00    0.6843804028E+00
    0.1900000000E+04    0.2305509481E+00    0.6857455566E+00
    0.2100000000E+04    0.2457504216E+00    0.6868955356E+00
    0.2300000000E+04    0.2599088244E+00    0.6878798071E+00
    0.2500000000E+04    0.2731303383E+00    0.6887330118E+00
    0.2700000000E+04    0.2855056628E+00    0.6894802726E+00
    0.2900000000E+04    0.2971141292E+00    0.6901403477E+00
    0.3100000000E+04    0.3080254294E+00    0.6907275909E+00
    0.3300000000E+04    0.3183010377E+00    0.6912532169E+00
    0.3500000000E+04    0.3279953893E+00    0.6917261464E+00
    0.3700000000E+04    0.3371568599E+00    0.6921535854E+00
    0.3900000000E+04    0.3458285877E+00    0.6925414342E+00
    0.4100000000E+04    0.3540491637E+00    0.6928945816E+00
    0.4300000000E+04    0.3618532165E+00    0.6932171203E+00
    0.4500000000E+04    0.3692719087E+00    0.6935125088E+00
    0.4700000000E+04    0.3763333604E+00    0.6937836937E+00
    0.4900000000E+04    0.3830630123E+00    0.6940332043E+00
    0.1000000000E+04    0.1455414067E+00    0.6763534486E+00
    0.3000000000E+04    0.3026529052E+00    0.6904423103E+00
    0.5000000000E+04    0.3863107086E+00    0.6941505265E+00
    0.7000000000E+04    0.4384460919E+00    0.6957614064E+00
    0.9000000000E+04    0.4741409792E+00    0.6965589618E+00
    0.1100000000E+05    0.5001630091E+00    0.6969659201E+00
    0.1300000000E+05    0.5200051934E+00    0.6971629497E+00
    0.1500000000E+05    0.5356547948E+00    0.6972390791E+00
    0.1700000000E+05    0.5483267840E+00    0.6972424150E+00
    0.1900000000E+05    0.5588063417E+00    0.6972006997E+00
    0.2100000000E+05    0.5676237887E+00    0.6971307212E+00
    0.2300000000E+05    0.5751504289E+00    0.6970430180E+00
    0.2500000000E+05    0.5816541195E+00    0.6969443942E+00
    0.2700000000E+05    0.5873330336E+00    0.6968393378E+00
    0.2900000000E+05    0.5923369922E+00    0.6967308561E+00
    0.3100000000E+05    0.5967814015E+00    0.6966209856E+00
    0.3300000000E+05    0.6007566249E+00    0.6965111132E+00
    0.3500000000E+05    0.6043344458E+00    0.6964021834E+00
    0.3700000000E+05    0.6075726238E+00    0.6962948350E+00
    0.3900000000E+05    0.6105181705E+00    0.6961894932E+00
    0.4100000000E+05    0.6132097465E+00    0.6960864330E+00
    0.4300000000E+05    0.6156794432E+00    0.6959858226E+00
    0.4500000000E+05    0.6179541258E+00    0.6958877541E+00
    0.4700000000E+05    0.6200564597E+00    0.6957922657E+00
    0.4900000000E+05    0.6220057028E+00    0.6956993569E+00
    0.1000000000E+05    0.4880944474E+00    0.6967968593E+00
    0.3000000000E+05    0.5946229928E+00    0.6966759954E+00
    0.5000000000E+05    0.6229281571E+00    0.6956538621E+00
    0.7000000000E+05    0.6363147582E+00    0.6948658052E+00
    0.9000000000E+05    0.6442069016E+00    0.6942608162E+00
    0.1100000000E+06    0.6494499468E+00    0.6937809748E+00
    0.1300000000E+06    0.6532057810E+00    0.6933888770E+00
    0.1500000000E+06    0.6560398954E+00    0.6930606398E+00
