     Pressure (Pa)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.4700000000E+04    0.4860683636E+00    0.6881759509E+00
    0.4900000000E+04    0.4916527023E+00    0.6883346033E+00
    0.1000000000E+04    0.2400812356E+00    0.6731325141E+00
    0.3000000000E+04    0.4199746013E+00    0.6858482400E+00
    0.5000000000E+04    0.4943226785E+00    0.6884084166E+00
    0.7000000000E+04    0.5350767584E+00    0.6893682356E+00
    0.9000000000E+04    0.5608647200E+00    0.6898030279E+00
    0.1100000000E+05    0.5786787548E+00    0.6900133094E+00
    0.1300000000E+05    0.5917370953E+00    0.6901128512E+00
    0.1500000000E+05    0.6017289386E+00    0.6901527582E+00
    0.1700000000E+05    0.6096267770E+00    0.6901586907E+00
    0.1900000000E+05    0.6160303813E+00    0.6901445816E+00
    0.2100000000E+05    0.6213299260E+00    0.6901184435E+00
    0.2300000000E+05    0.6257902903E+00    0.6900850875E+00
    0.2500000000E+05    0.6295976750E+00    0.6900474986E+00
    0.2700000000E+05    0.6328868340E+00    0.6900075740E+00
    0.2900000000E+05    0.6357577192E+00    0.6899665409E+00
    0.3100000000E+05    0.6382860507E+00    0.6899252014E+00
    0.3300000000E+05    0.6405302522E+00    0.6898840822E+00
    0.3500000000E+05    0.6425361305E+00    0.6898435275E+00
    0.3700000000E+05    0.6443401131E+00    0.6898037592E+00
    0.3900000000E+05    0.6459715360E+00    0.6897649163E+00
    0.4100000000E+05    0.6474542925E+00    0.6897270808E+00
    0.4300000000E+05    0.6488080419E+00    0.6896902955E+00
    0.4500000000E+05    0.6500491094E+00    0.6896545766E+00
    0.4700000000E+05    0.6511911656E+00    0.6896199214E+00
    0.4900000000E+05    0.6522457464E+00    0.6895863149E+00
    0.1000000000E+05    0.5705163397E+00    0.6899269138E+00
    0.3000000000E+05    0.6370607107E+00    0.6899458714E+00
    0.5000000000E+05    0.6527433553E+00    0.6895698977E+00
    0.7000000000E+05    0.6598556078E+00    0.6892890900E+00
    0.9000000000E+05    0.6639468419E+00    0.6890772791E+00
    0.1100000000E+06    0.6666183110E+00    0.6889110922E+00
    0.1300000000E+06    0.6685067608E+00    0.6887762746E+00
    0.1500000000E+06    0.6699164449E+00    0.6886639942E+00
    0.1700000000E+06    0.6710114262E+00    0.6885685236E+00
    0.1900000000E+06    0.6718881355E+00    0.6884859822E+00
    0.2100000000E+06    0.6726070444E+00    0.6884136403E+00
    0.2300000000E+06    0.6732080402E+00    0.6883495154E+00
    0.2500000000E+06    0.6737185231E+00    0.6882921286E+00
    0.2700000000E+06    0.6741579531E+00    0.6882403510E+00
    0.2900000000E+06    0.6745405421E+00    0.6881933038E+00
    0.3100000000E+06    0.6748769174E+00    0.6881502914E+00
    0.3300000000E+06    0.6751751898E+00    0.6881107542E+00
    0.3500000000E+06    0.6754416594E+00    0.6880742370E+00
    0.3700000000E+06    0.6756812970E+00    0.6880403644E+00
    0.3900000000E+06    0.6758980782E+00    0.6880088239E+00
    0.4100000000E+06    0.6760952220E+00    0.6879793529E+00
    0.4300000000E+06    0.6762753638E+00    0.6879517288E+00
    0.4500000000E+06    0.6764406820E+00    0.6879257615E+00
    0.4700000000E+06    0.6765929940E+00    0.6879012875E+00
    0.4900000000E+06    0.6767338284E+00    0.6878781652E+00
    0.1000000000E+06    0.6654086669E+00    0.6889895381E+00
    0.3000000000E+06    0.6747139502E+00    0.6881713310E+00
    0.5000000000E+06    0.6768003539E+00    0.6878670718E+00
    0.7000000000E+06    0.6777589132E+00    0.6876931963E+00
    0.9000000000E+06    0.6783211269E+00    0.6875761488E+00
    0.1100000000E+07    0.6786955865E+00    0.6874900614E+00
    0.1300000000E+07    0.6789653499E+00    0.6874231088E+00
    0.1500000000E+07    0.6791703333E+00    0.6873689921E+00
    0.1700000000E+07    0.6793322233E+00    0.6873239983E+00
    0.1900000000E+07    0.6794638726E+00    0.6872857732E+00
    0.2100000000E+07    0.6795734101E+00    0.6872527401E+00
    0.2300000000E+07    0.6796662439E+00    0.6872237969E+00
    0.2500000000E+07    0.6797461205E+00    0.6871981462E+00
    0.2700000000E+07    0.6798157229E+00    0.6871751942E+00
    0.2900000000E+07    0.6798770263E+00    0.6871544883E+00
    0.3100000000E+07    0.6799315196E+00    0.6871356765E+00
    0.3300000000E+07    0.6799803477E+00    0.6871184800E+00
    0.3500000000E+07    0.6800244066E+00    0.6871026751E+00
    0.3700000000E+07    0.6800644083E+00    0.6870880792E+00
    0.3900000000E+07    0.6801009264E+00    0.6870745422E+00
    0.4100000000E+07    0.6801344282E+00    0.6870619389E+00
    0.4300000000E+07    0.6801652991E+00    0.6870501642E+00
    0.4500000000E+07    0.6801938597E+00    0.6870391290E+00
    0.4700000000E+07    0.6802203790E+00    0.6870287571E+00
    0.4900000000E+07    0.6802450847E+00    0.6870189831E+00
    0.1000000000E+07    0.6785251321E+00    0.6875301592E+00
    0.3000000000E+07    0.6799050459E+00    0.6871448645E+00
    0.5000000000E+07    0.6802568193E+00    0.6870143023E+00
    0.7000000000E+07    0.6804312139E+00    0.6869416048E+00
    0.9000000000E+07    0.6805392558E+00    0.6868933074E+00
    0.1100000000E+08    0.6806143522E+00    0.6868580739E+00
    0.1300000000E+08    0.6806703671E+00    0.6868308256E+00
    0.1500000000E+08    0.6807141939E+00    0.6868088927E+00
    0.1700000000E+08    0.6807496881E+00    0.6867907155E+00
    0.1900000000E+08    0.6807791929E+00    0.6867753125E+00
    0.2100000000E+08    0.6808042243E+00    0.6867620296E+00
    0.2300000000E+08    0.6808258109E+00    0.6867504119E+00
    0.2500000000E+08    0.6808446788E+00    0.6867401312E+00
    0.2700000000E+08    0.6808613564E+00    0.6867309440E+00
    0.2900000000E+08    0.6808762390E+00    0.6867226653E+00
    0.3100000000E+08    0.6808896287E+00    0.6867151514E+00
    0.3300000000E+08    0.6809017608E+00    0.6867082888E+00
    0.3500000000E+08    0.6809128219E+00    0.6867019866E+00
    0.3700000000E+08    0.6809229619E+00    0.6866961706E+00
    0.3900000000E+08    0.6809323029E+00    0.6866907801E+00
    0.4100000000E+08    0.6809409454E+00    0.6866857644E+00
    0.4300000000E+08    0.6809489730E+00    0.6866810810E+00
    0.4500000000E+08    0.6809564560E+00    0.6866766939E+00
    0.4700000000E+08    0.6809634540E+00    0.6866725724E+00
    0.4900000000E+08    0.6809700176E+00    0.6866686902E+00
    0.1000000000E+08    0.6805798156E+00    0.6868744562E+00
    0.3000000000E+08    0.6808831045E+00    0.6867188204E+00
    0.5000000000E+08    0.6809731504E+00    0.6866668315E+00
    0.7000000000E+08    0.6810209541E+00    0.6866380096E+00
    0.9000000000E+08    0.6810518677E+00    0.6866189046E+00
    0.1100000000E+09    0.6810740189E+00    0.6866049868E+00
    0.1300000000E+09    0.6810909285E+00    0.6865942336E+00
    0.1500000000E+09    0.6811044047E+00    0.6865855840E+00
    0.1700000000E+09    0.6811154851E+00    0.6865784194E+00
    0.1900000000E+09    0.6811248136E+00    0.6865723507E+00
    0.2100000000E+09    0.6811328143E+00    0.6865671190E+00
    0.2300000000E+09    0.6811397798E+00    0.6865625443E+00
    0.2500000000E+09    0.6811459189E+00    0.6865584970E+00
    0.2700000000E+09    0.6811513859E+00    0.6865548808E+00
    0.2900000000E+09    0.6811562969E+00    0.6865516226E+00
    0.3100000000E+09    0.6811607420E+00    0.6865486658E+00
    0.3300000000E+09    0.6811647917E+00    0.6865459656E+00
    0.3500000000E+09    0.6811685024E+00    0.6865434860E+00
    0.3700000000E+09    0.6811719199E+00    0.6865411979E+00
    0.3900000000E+09    0.6811750814E+00    0.6865390774E+00
    0.4100000000E+09    0.6811780181E+00    0.6865371043E+00
    0.4300000000E+09    0.6811807560E+00    0.6865352620E+00
    0.4500000000E+09    0.6811833168E+00    0.6865335363E+00
    0.4700000000E+09    0.6811857194E+00    0.6865319152E+00
    0.4900000000E+09    0.6811879797E+00    0.6865303881E+00
    0.1000000000E+09    0.6810637603E+00    0.6866114561E+00
