     Pressure (Pa)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.5608303994E-03    0.2338187207E-01
    0.3000000000E+01    0.1679696275E-02    0.6567355582E-01
    0.5000000000E+01    0.2794851068E-02    0.1028960731E+00
    0.7000000000E+01    0.3906313242E-02    0.1359094697E+00
    0.9000000000E+01    0.5014101143E-02    0.1653896478E+00
    0.1100000000E+02    0.6118232988E-02    0.1918751455E+00
    0.1300000000E+02    0.7218726879E-02    0.2158003453E+00
    0.1500000000E+02    0.8315600793E-02    0.2375194932E+00
    0.1700000000E+02    0.9408872591E-02    0.2573243634E+00
    0.1900000000E+02    0.1049856002E-01    0.2754574485E+00
    0.2100000000E+02    0.1158468069E-01    0.2921219424E+00
    0.2300000000E+02    0.1266725213E-01    0.3074893914E+00
    0.2500000000E+02    0.1374629173E-01    0.3217056249E+00
    0.2700000000E+02    0.1482181677E-01    0.3348954001E+00
    0.2900000000E+02    0.1589384442E-01    0.3471660757E+00
    0.3100000000E+02    0.1696239173E-01    0.3586105426E+00
    0.3300000000E+02    0.1802747566E-01    0.3693095815E+00
    0.3500000000E+02    0.1908911303E-01    0.3793337743E+00
    0.3700000000E+02    0.2014732059E-01    0.3887450643E+00
    0.3900000000E+02    0.2120211493E-01    0.3975980386E+00
    0.4100000000E+02    0.2225351259E-01    0.4059409886E+00
    0.4300000000E+02    0.2330152996E-01    0.4138167921E+00
    0.4500000000E+02    0.2434618334E-01    0.4212636514E+00
    0.4700000000E+02    0.2538748893E-01    0.4283157136E+00
    0.4900000000E+02    0.2642546281E-01    0.4350035948E+00
    0.1000000000E+02    0.5566622938E-02    0.1789774598E+00
    0.3000000000E+02    0.1642855205E-01    0.3529862769E+00
    0.5000000000E+02    0.2694320537E-01    0.4382196804E+00
    0.7000000000E+02    0.3712699904E-01    0.4888266932E+00
    0.9000000000E+02    0.4699532993E-01    0.5223581869E+00
    0.1100000000E+03    0.5656265375E-01    0.5462174802E+00
    0.1300000000E+03    0.6584255589E-01    0.5640680677E+00
    0.1500000000E+03    0.7484781602E-01    0.5779303502E+00
    0.1700000000E+03    0.8359046693E-01    0.5890099529E+00
    0.1900000000E+03    0.9208184833E-01    0.5980708490E+00
    0.2100000000E+03    0.1003326560E+00    0.6056206415E+00
    0.2300000000E+03    0.1083529871E+00    0.6120097891E+00
    0.2500000000E+03    0.1161523809E+00    0.6174880569E+00
    0.2700000000E+03    0.1237398576E+00    0.6222382634E+00
    0.2900000000E+03    0.1311239526E+00    0.6263973071E+00
    0.3100000000E+03    0.1383127486E+00    0.6300697368E+00
    0.3300000000E+03    0.1453139056E+00    0.6333367769E+00
    0.3500000000E+03    0.1521346880E+00    0.6362624918E+00
    0.3700000000E+03    0.1587819898E+00    0.6388980918E+00
    0.3900000000E+03    0.1652623578E+00    0.6412850055E+00
    0.4100000000E+03    0.1715820135E+00    0.6434571102E+00
    0.4300000000E+03    0.1777468728E+00    0.6454423790E+00
    0.4500000000E+03    0.1837625644E+00    0.6472641142E+00
    0.4700000000E+03    0.1896344476E+00    0.6489418844E+00
    0.4900000000E+03    0.1953676277E+00    0.6504922443E+00
    0.1000000000E+03    0.5181574903E-01    0.5352143800E+00
    0.3000000000E+03    0.1347422746E+00    0.6282888088E+00
    0.5000000000E+03    0.1981837337E+00    0.6512241349E+00
    0.7000000000E+03    0.2482935354E+00    0.6617024832E+00
    0.9000000000E+03    0.2888800056E+00    0.6677309567E+00
    0.1100000000E+04    0.3224264881E+00    0.6716537858E+00
    0.1300000000E+04    0.3506215503E+00    0.6744102999E+00
    0.1500000000E+04    0.3746534396E+00    0.6764517645E+00
    0.1700000000E+04    0.3953826476E+00    0.6780225671E+00
    0.1900000000E+04    0.4134476546E+00    0.6792668611E+00
    0.2100000000E+04    0.4293322110E+00    0.6802753048E+00
    0.2300000000E+04    0.4434095459E+00    0.6811078302E+00
    0.2500000000E+04    0.4559722351E+00    0.6818056729E+00
    0.2700000000E+04    0.4672528787E+00    0.6823981482E+00
    0.2900000000E+04    0.4774387261E+00    0.6829066742E+00
    0.3100000000E+04    0.4866822194E+00    0.6833472649E+00
    0.3300000000E+04    0.4951087257E+00    0.6837321340E+00
    0.3500000000E+04    0.5028222953E+00    0.6840707583E+00
    0.3700000000E+04    0.5099100099E+00    0.6843706025E+00
    0.3900000000E+04    0.5164453079E+00    0.6846376255E+00
    0.4100000000E+04    0.5224905572E+00    0.6848766407E+00
    0.4300000000E+04    0.5280990662E+00    0.6850915778E+00
    0.4500000000E+04    0.5333166726E+00    0.6852856755E+00
    0.4700000000E+04    0.5381830083E+00    0.6854616269E+00
    0.4900000000E+04    0.5427325159E+00    0.6856216885E+00
    0.1000000000E+04    0.3064133176E+00    0.6698798996E+00
    0.3000000000E+04    0.4821698725E+00    0.6831346235E+00
    0.5000000000E+04    0.5448980092E+00    0.6856963677E+00
    0.7000000000E+04    0.5771894481E+00    0.6866922418E+00
    0.9000000000E+04    0.5969048247E+00    0.6871847057E+00
    0.1100000000E+05    0.6102089383E+00    0.6874602471E+00
    0.1300000000E+05    0.6198000769E+00    0.6876259346E+00
    0.1500000000E+05    0.6270471785E+00    0.6877299311E+00
    0.1700000000E+05    0.6327191006E+00    0.6877967036E+00
    0.1900000000E+05    0.6372811422E+00    0.6878398050E+00
    0.2100000000E+05    0.6410314951E+00    0.6878672457E+00
    0.2300000000E+05    0.6441701367E+00    0.6878840046E+00
    0.2500000000E+05    0.6468362220E+00    0.6878933034E+00
    0.2700000000E+05    0.6491295932E+00    0.6878972963E+00
