     Pressure (Pa)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1307176170E-02    0.1021963298E-01
    0.3000000000E+01    0.3906508939E-02    0.2977274084E-01
    0.5000000000E+01    0.6486006686E-02    0.4822729565E-01
    0.7000000000E+01    0.9045895648E-02    0.6567336101E-01
    0.9000000000E+01    0.1158639863E-01    0.8219141712E-01
    0.1100000000E+02    0.1410773509E-01    0.9785360248E-01
    0.1300000000E+02    0.1661012115E-01    0.1127247673E+00
    0.1500000000E+02    0.1909376973E-01    0.1268633715E+00
    0.1700000000E+02    0.2155889056E-01    0.1403222524E+00
    0.1900000000E+02    0.2400569025E-01    0.1531492853E+00
    0.2100000000E+02    0.2643437235E-01    0.1653879526E+00
    0.2300000000E+02    0.2884513739E-01    0.1770778360E+00
    0.2500000000E+02    0.3123818299E-01    0.1882550445E+00
    0.2700000000E+02    0.3361370382E-01    0.1989525871E+00
    0.2900000000E+02    0.3597189177E-01    0.2092006987E+00
    0.3100000000E+02    0.3831293588E-01    0.2190271249E+00
    0.3300000000E+02    0.4063702249E-01    0.2284573738E+00
    0.3500000000E+02    0.4294433523E-01    0.2375149365E+00
    0.3700000000E+02    0.4523505510E-01    0.2462214828E+00
    0.3900000000E+02    0.4750936050E-01    0.2545970346E+00
    0.4100000000E+02    0.4976742728E-01    0.2626601190E+00
    0.4300000000E+02    0.5200942879E-01    0.2704279060E+00
    0.4500000000E+02    0.5423553591E-01    0.2779163300E+00
    0.4700000000E+02    0.5644591711E-01    0.2851401992E+00
    0.4900000000E+02    0.5864073851E-01    0.2921132933E+00
    0.1000000000E+02    0.1284944909E-01    0.9012528089E-01
    0.3000000000E+02    0.3714454509E-01    0.2141649785E+00
    0.5000000000E+02    0.5973236554E-01    0.2955098464E+00
    0.7000000000E+02    0.8078680884E-01    0.3529694332E+00
    0.9000000000E+02    0.1004589300E+00    0.3957188010E+00
    0.1100000000E+03    0.1188805726E+00    0.4287669608E+00
    0.1300000000E+03    0.1361673289E+00    0.4550804121E+00
    0.1500000000E+03    0.1524209689E+00    0.4765279390E+00
    0.1700000000E+03    0.1677314468E+00    0.4943453752E+00
    0.1900000000E+03    0.1821785671E+00    0.5093826677E+00
    0.2100000000E+03    0.1958333772E+00    0.5222435936E+00
    0.2300000000E+03    0.2087593363E+00    0.5333688703E+00
    0.2500000000E+03    0.2210133024E+00    0.5430877239E+00
    0.2700000000E+03    0.2326463686E+00    0.5516510509E+00
