     Pressure (Pa)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1679738516E-02    0.3440679186E-02
    0.3000000000E+01    0.5014477225E-02    0.1021961896E-01
    0.5000000000E+01    0.8316634372E-02    0.1686535485E-01
    0.7000000000E+01    0.1158668517E-01    0.2338177486E-01
    0.9000000000E+01    0.1482509562E-01    0.2977261716E-01
    0.1100000000E+02    0.1803232278E-01    0.3604147718E-01
    0.1300000000E+02    0.2120881492E-01    0.4219181441E-01
    0.1500000000E+02    0.2435501177E-01    0.4822695875E-01
    0.1700000000E+02    0.2747134470E-01    0.5415011650E-01
    0.1900000000E+02    0.3055823695E-01    0.5996437606E-01
    0.2100000000E+02    0.3361610377E-01    0.6567271330E-01
    0.2300000000E+02    0.3664535267E-01    0.7127799665E-01
    0.2500000000E+02    0.3964638355E-01    0.7678299187E-01
    0.2700000000E+02    0.4261958888E-01    0.8219036665E-01
    0.2900000000E+02    0.4556535392E-01    0.8750269487E-01
    0.3100000000E+02    0.4848405682E-01    0.9272246072E-01
    0.3300000000E+02    0.5137606882E-01    0.9785206257E-01
    0.3500000000E+02    0.5424175441E-01    0.1028938166E+00
    0.3700000000E+02    0.5708147147E-01    0.1078499605E+00
    0.3900000000E+02    0.5989557141E-01    0.1127226563E+00
    0.4100000000E+02    0.6268439934E-01    0.1175139940E+00
    0.4300000000E+02    0.6544829421E-01    0.1222259946E+00
    0.4500000000E+02    0.6818758891E-01    0.1268606122E+00
    0.4700000000E+02    0.7090261044E-01    0.1314197377E+00
    0.4900000000E+02    0.7359368004E-01    0.1359052008E+00
    0.1000000000E+02    0.1643257889E-01    0.3292207562E-01
    0.3000000000E+02    0.4702806477E-01    0.9012399622E-01
    0.5000000000E+02    0.7493033170E-01    0.1381208645E+00
    0.7000000000E+02    0.1004800232E+00    0.1789691822E+00
    0.9000000000E+02    0.1239626587E+00    0.2141553072E+00
    0.1100000000E+03    0.1456193507E+00    0.2447802323E+00
    0.1300000000E+03    0.1656551150E+00    0.2716768751E+00
    0.1500000000E+03    0.1842453819E+00    0.2954869883E+00
    0.1700000000E+03    0.2015411472E+00    0.3167130274E+00
    0.1900000000E+03    0.2176730833E+00    0.3357540001E+00
    0.2100000000E+03    0.2327548472E+00    0.3529307867E+00
    0.2300000000E+03    0.2468857630E+00    0.3685043698E+00
    0.2500000000E+03    0.2601530116E+00    0.3826891874E+00
    0.2700000000E+03    0.2726334321E+00    0.3956630665E+00
    0.2900000000E+03    0.2843950107E+00    0.4075747165E+00
    0.3100000000E+03    0.2954981204E+00    0.4185494546E+00
    0.3300000000E+03    0.3059965570E+00    0.4286936312E+00
    0.3500000000E+03    0.3159384119E+00    0.4380980878E+00
    0.3700000000E+03    0.3253668079E+00    0.4468408841E+00
    0.3900000000E+03    0.3343205252E+00    0.4549894701E+00
    0.4100000000E+03    0.3428345345E+00    0.4626024293E+00
    0.4300000000E+03    0.3509404534E+00    0.4697308892E+00
    0.4500000000E+03    0.3586669391E+00    0.4764196710E+00
    0.4700000000E+03    0.3660400271E+00    0.4827082327E+00
    0.4900000000E+03    0.3730834237E+00    0.4886314481E+00
    0.1000000000E+03    0.1350056720E+00    0.2299806316E+00
    0.3000000000E+03    0.2900253687E+00    0.4131721527E+00
    0.5000000000E+03    0.3764883227E+00    0.4914658571E+00
    0.7000000000E+03    0.4316396705E+00    0.5349043492E+00
    0.9000000000E+03    0.4698816210E+00    0.5625244033E+00
    0.1100000000E+04    0.4979577347E+00    0.5816350689E+00
    0.1300000000E+04    0.5194463964E+00    0.5956435201E+00
    0.1500000000E+04    0.5364228376E+00    0.6063521872E+00
    0.1700000000E+04    0.5501734163E+00    0.6148039926E+00
    0.1900000000E+04    0.5615379428E+00    0.6216442692E+00
    0.2100000000E+04    0.5710879788E+00    0.6272937354E+00
    0.2300000000E+04    0.5792260235E+00    0.6320383939E+00
    0.2500000000E+04    0.5862437198E+00    0.6360794546E+00
    0.2700000000E+04    0.5923575622E+00    0.6395625891E+00
    0.2900000000E+04    0.5977316366E+00    0.6425958553E+00
    0.3100000000E+04    0.6024925753E+00    0.6452611007E+00
    0.3300000000E+04    0.6067396662E+00    0.6476214554E+00
    0.3500000000E+04    0.6105518560E+00    0.6497263924E+00
    0.3700000000E+04    0.6139927058E+00    0.6516152314E+00
    0.3900000000E+04    0.6171139650E+00    0.6533196161E+00
    0.4100000000E+04    0.6199581935E+00    0.6548653003E+00
    0.4300000000E+04    0.6225607148E+00    0.6562734569E+00
    0.4500000000E+04    0.6249510914E+00    0.6575616534E+00
    0.4700000000E+04    0.6271542532E+00    0.6587445878E+00
    0.4900000000E+04    0.6291913709E+00    0.6598346512E+00
    0.1000000000E+04    0.4849189857E+00    0.5728771602E+00
    0.3000000000E+04    0.6001819957E+00    0.6439701648E+00
    0.5000000000E+04    0.6301534223E+00    0.6603482071E+00
    0.7000000000E+04    0.6439401857E+00    0.6676210656E+00
