     Pressure (Pa)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.2124460866E-02    0.1493511906E-02
    0.3000000000E+01    0.6333811153E-02    0.4460977884E-02
    0.5000000000E+01    0.1049121344E-01    0.7402650083E-02
    0.7000000000E+01    0.1459762347E-01    0.1031886335E-01
    0.9000000000E+01    0.1865397369E-01    0.1320994678E-01
    0.1100000000E+02    0.2266117394E-01    0.1607622379E-01
    0.1300000000E+02    0.2662011216E-01    0.1891801229E-01
    0.1500000000E+02    0.3053165501E-01    0.2173562478E-01
    0.1700000000E+02    0.3439664855E-01    0.2452936847E-01
    0.1900000000E+02    0.3821591878E-01    0.2729954536E-01
    0.2100000000E+02    0.4199027232E-01    0.3004645242E-01
    0.2300000000E+02    0.4572049689E-01    0.3277038161E-01
    0.2500000000E+02    0.4940736192E-01    0.3547162006E-01
    0.2700000000E+02    0.5305161905E-01    0.3815045010E-01
    0.2900000000E+02    0.5665400263E-01    0.4080714944E-01
    0.3100000000E+02    0.6021523027E-01    0.4344199117E-01
    0.3300000000E+02    0.6373600323E-01    0.4605524394E-01
    0.3500000000E+02    0.6721700696E-01    0.4864717202E-01
    0.3700000000E+02    0.7065891150E-01    0.5121803535E-01
    0.3900000000E+02    0.7406237193E-01    0.5376808969E-01
    0.4100000000E+02    0.7742802876E-01    0.5629758667E-01
    0.4300000000E+02    0.8075650836E-01    0.5880677388E-01
    0.4500000000E+02    0.8404842335E-01    0.6129589494E-01
    0.4700000000E+02    0.8730437295E-01    0.6376518960E-01
    0.4900000000E+02    0.9052494335E-01    0.6621489381E-01
    0.1000000000E+02    0.2066366156E-01    0.1464616609E-01
    0.3000000000E+02    0.5843971674E-01    0.4212728561E-01
    0.5000000000E+02    0.9212214107E-01    0.6743247221E-01
    0.7000000000E+02    0.1223421477E+00    0.9081031720E-01
    0.9000000000E+02    0.1496075215E+00    0.1124729337E+00
    0.1100000000E+03    0.1743313819E+00    0.1326024108E+00
    0.1300000000E+03    0.1968532612E+00    0.1513559443E+00
    0.1500000000E+03    0.2174547904E+00    0.1688699503E+00
    0.1700000000E+03    0.2363715374E+00    0.1852633883E+00
    0.1900000000E+03    0.2538020543E+00    0.2006404678E+00
    0.2100000000E+03    0.2699148734E+00    0.2150928650E+00
    0.2300000000E+03    0.2848539737E+00    0.2287015523E+00
    0.2500000000E+03    0.2987430956E+00    0.2415383161E+00
    0.2700000000E+03    0.3116891761E+00    0.2536670236E+00
    0.2900000000E+03    0.3237851072E+00    0.2651446855E+00
    0.3100000000E+03    0.3351119687E+00    0.2760223520E+00
    0.3300000000E+03    0.3457408480E+00    0.2863458718E+00
    0.3500000000E+03    0.3557343331E+00    0.2961565385E+00
