     Pressure (Pa)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.4235690181E-02    0.1120748126E-02
    0.3000000000E+01    0.1255073373E-01    0.3351218999E-02
    0.5000000000E+01    0.2066366173E-01    0.5567109490E-02
    0.7000000000E+01    0.2858175498E-01    0.7768562099E-02
    0.9000000000E+01    0.3631194874E-01    0.9955717474E-02
    0.1100000000E+02    0.4386085299E-01    0.1212871445E-01
    0.1300000000E+02    0.5123477124E-01    0.1428769005E-01
    0.1500000000E+02    0.5843971813E-01    0.1643277956E-01
    0.1700000000E+02    0.6548143577E-01    0.1856411652E-01
    0.1900000000E+02    0.7236540901E-01    0.2068183275E-01
    0.2100000000E+02    0.7909687969E-01    0.2278605842E-01
    0.2300000000E+02    0.8568085993E-01    0.2487692202E-01
    0.2500000000E+02    0.9212214461E-01    0.2695455043E-01
    0.2700000000E+02    0.9842532299E-01    0.2901906892E-01
    0.2900000000E+02    0.1045947896E+00    0.3107060118E-01
    0.3100000000E+02    0.1106347546E+00    0.3310926936E-01
    0.3300000000E+02    0.1165492530E+00    0.3513519407E-01
    0.3500000000E+02    0.1223421541E+00    0.3714849444E-01
    0.3700000000E+02    0.1280171697E+00    0.3914928809E-01
    0.3900000000E+02    0.1335778620E+00    0.4113769121E-01
    0.4100000000E+02    0.1390276511E+00    0.4311381854E-01
    0.4300000000E+02    0.1443698220E+00    0.4507778340E-01
    0.4500000000E+02    0.1496075313E+00    0.4702969774E-01
    0.4700000000E+02    0.1547438133E+00    0.4896967213E-01
    0.4900000000E+02    0.1597815860E+00    0.5089781579E-01
    0.1000000000E+02    0.4010866112E-01    0.1104397715E-01
    0.3000000000E+02    0.1076307036E+00    0.3209153570E-01
    0.5000000000E+02    0.1622644128E+00    0.5185748487E-01
    0.7000000000E+02    0.2073784043E+00    0.7045542414E-01
    0.9000000000E+02    0.2452614371E+00    0.8798591258E-01
    0.1100000000E+03    0.2775230125E+00    0.1045382878E+00
    0.1300000000E+03    0.3053279575E+00    0.1201921890E+00
    0.1500000000E+03    0.3295400710E+00    0.1350188376E+00
    0.1700000000E+03    0.3508134670E+00    0.1490821218E+00
    0.1900000000E+03    0.3696525593E+00    0.1624395156E+00
    0.2100000000E+03    0.3864525699E+00    0.1751428651E+00
    0.2300000000E+03    0.4015275576E+00    0.1872390602E+00
    0.2500000000E+03    0.4151302359E+00    0.1987706130E+00
    0.2700000000E+03    0.4274662536E+00    0.2097761578E+00
    0.2900000000E+03    0.4387046641E+00    0.2202908824E+00
    0.3100000000E+03    0.4489857187E+00    0.2303469046E+00
    0.3300000000E+03    0.4584267498E+00    0.2399736001E+00
    0.3500000000E+03    0.4671266691E+00    0.2491978882E+00
    0.3700000000E+03    0.4751694456E+00    0.2580444840E+00
    0.3900000000E+03    0.4826268251E+00    0.2665361195E+00
    0.4100000000E+03    0.4895604759E+00    0.2746937379E+00
    0.4300000000E+03    0.4960236982E+00    0.2825366670E+00
    0.4500000000E+03    0.5020627971E+00    0.2900827714E+00
    0.4700000000E+03    0.5077181934E+00    0.2973485886E+00
    0.4900000000E+03    0.5130253299E+00    0.3043494502E+00
    0.1000000000E+03    0.2620136909E+00    0.9637917569E-01
    0.3000000000E+03    0.4439570489E+00    0.2253743346E+00
    0.5000000000E+03    0.5155582010E+00    0.3077550107E+00
    0.7000000000E+03    0.5538394645E+00    0.3649218194E+00
    0.9000000000E+03    0.5776689792E+00    0.4069140558E+00
    0.1100000000E+04    0.5939309315E+00    0.4390657682E+00
    0.1300000000E+04    0.6057362149E+00    0.4644732287E+00
    0.1500000000E+04    0.6146961000E+00    0.4850570462E+00
    0.1700000000E+04    0.6217286738E+00    0.5020717928E+00
    0.1900000000E+04    0.6273954090E+00    0.5163716843E+00
    0.2100000000E+04    0.6320589879E+00    0.5285584816E+00
    0.2300000000E+04    0.6359641264E+00    0.5390683373E+00
    0.2500000000E+04    0.6392819296E+00    0.5482250988E+00
    0.2700000000E+04    0.6421356336E+00    0.5562742692E+00
    0.2900000000E+04    0.6446162512E+00    0.5634053469E+00
    0.3100000000E+04    0.6467924578E+00    0.5697669345E+00
    0.3300000000E+04    0.6487170483E+00    0.5754772055E+00
    0.3500000000E+04    0.6504312760E+00    0.5806313143E+00
    0.3700000000E+04    0.6519678436E+00    0.5853067403E+00
    0.3900000000E+04    0.6533530090E+00    0.5895672101E+00
    0.4100000000E+04    0.6546080987E+00    0.5934656190E+00
    0.4300000000E+04    0.6557506135E+00    0.5970462385E+00
    0.4500000000E+04    0.6567950492E+00    0.6003464051E+00
    0.4700000000E+04    0.6577535155E+00    0.6033978268E+00
    0.4900000000E+04    0.6586362073E+00    0.6062276054E+00
    0.1000000000E+04    0.5865011669E+00    0.4239903321E+00
    0.3000000000E+04    0.6457387929E+00    0.5666743268E+00
    0.5000000000E+04    0.6590518914E+00    0.6075667905E+00
    0.7000000000E+04    0.6649270581E+00    0.6269564539E+00
    0.9000000000E+04    0.6682365323E+00    0.6382729006E+00
    0.1100000000E+05    0.6703597719E+00    0.6456894465E+00
    0.1300000000E+05    0.6718376308E+00    0.6509257624E+00
    0.1500000000E+05    0.6729255439E+00    0.6548200272E+00
    0.1700000000E+05    0.6737598591E+00    0.6578295787E+00
    0.1900000000E+05    0.6744199929E+00    0.6602251522E+00
    0.2100000000E+05    0.6749553361E+00    0.6621772427E+00
    0.2300000000E+05    0.6753982183E+00    0.6637985670E+00
    0.2500000000E+05    0.6757706894E+00    0.6651666275E+00
    0.2700000000E+05    0.6760883043E+00    0.6663364680E+00
    0.2900000000E+05    0.6763623504E+00    0.6673482587E+00
    0.3100000000E+05    0.6766012173E+00    0.6682320025E+00
    0.3300000000E+05    0.6768112703E+00    0.6690105603E+00
    0.3500000000E+05    0.6769974265E+00    0.6697016566E+00
    0.3700000000E+05    0.6771635444E+00    0.6703192454E+00
    0.3900000000E+05    0.6773126943E+00    0.6708744624E+00
    0.4100000000E+05    0.6774473496E+00    0.6713763020E+00
    0.4300000000E+05    0.6775695254E+00    0.6718321085E+00
    0.4500000000E+05    0.6776808796E+00    0.6722479380E+00
    0.4700000000E+05    0.6777827892E+00    0.6726288289E+00
    0.4900000000E+05    0.6778764067E+00    0.6729790071E+00
    0.1000000000E+05    0.6694026463E+00    0.6423307828E+00
    0.3000000000E+05    0.6764857439E+00    0.6678045676E+00
    0.5000000000E+05    0.6779204160E+00    0.6731437168E+00
    0.7000000000E+05    0.6785371510E+00    0.6754581469E+00
    0.9000000000E+05    0.6788802729E+00    0.6767508313E+00
    0.1100000000E+06    0.6790988077E+00    0.6775760279E+00
    0.1300000000E+06    0.6792501861E+00    0.6781484980E+00
    0.1500000000E+06    0.6793612417E+00    0.6785689249E+00
    0.1700000000E+06    0.6794461925E+00    0.6788907800E+00
    0.1900000000E+06    0.6795132751E+00    0.6791450922E+00
    0.2100000000E+06    0.6795675907E+00    0.6793511038E+00
    0.2300000000E+06    0.6796124673E+00    0.6795213818E+00
    0.2500000000E+06    0.6796501689E+00    0.6796644816E+00
    0.2700000000E+06    0.6796822889E+00    0.6797864292E+00
    0.2900000000E+06    0.6797099814E+00    0.6798915918E+00
    0.3100000000E+06    0.6797341029E+00    0.6799832118E+00
    0.3300000000E+06    0.6797553023E+00    0.6800637468E+00
    0.3500000000E+06    0.6797740803E+00    0.6801350940E+00
    0.3700000000E+06    0.6797908294E+00    0.6801987408E+00
    0.3900000000E+06    0.6798058616E+00    0.6802558700E+00
    0.4100000000E+06    0.6798194280E+00    0.6803074340E+00
    0.4300000000E+06    0.6798317330E+00    0.6803542083E+00
    0.4500000000E+06    0.6798429448E+00    0.6803968306E+00
    0.4700000000E+06    0.6798532029E+00    0.6804358303E+00
    0.4900000000E+06    0.6798626240E+00    0.6804716504E+00
    0.1000000000E+06    0.6790004491E+00    0.6772044405E+00
    0.3000000000E+06    0.6797224439E+00    0.6799389257E+00
    0.5000000000E+06    0.6798670521E+00    0.6804884872E+00
    0.7000000000E+06    0.6799290547E+00    0.6807242943E+00
    0.9000000000E+06    0.6799635099E+00    0.6808553751E+00
    0.1100000000E+07    0.6799854402E+00    0.6809388212E+00
    0.1300000000E+07    0.6800006250E+00    0.6809966074E+00
    0.1500000000E+07    0.6800117619E+00    0.6810389932E+00
    0.1700000000E+07    0.6800202793E+00    0.6810714120E+00
    0.1900000000E+07    0.6800270042E+00    0.6810970101E+00
    0.2100000000E+07    0.6800324485E+00    0.6811177357E+00
    0.2300000000E+07    0.6800369463E+00    0.6811348594E+00
    0.2500000000E+07    0.6800407246E+00    0.6811492455E+00
    0.2700000000E+07    0.6800439433E+00    0.6811615020E+00
    0.2900000000E+07    0.6800467181E+00    0.6811720695E+00
