     Pressure (Pa)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.7377994141E-02    0.5608353417E-03
    0.3000000000E+01    0.2166393303E-01    0.1679740595E-02
    0.5000000000E+01    0.3535572155E-01    0.2794973736E-02
    0.7000000000E+01    0.4848967058E-01    0.3906552812E-02
    0.9000000000E+01    0.6109919128E-01    0.5014495754E-02
    0.1100000000E+02    0.7321507886E-01    0.6118820376E-02
    0.1300000000E+02    0.8486576370E-01    0.7219544373E-02
    0.1500000000E+02    0.9607753407E-01    0.8316685327E-02
    0.1700000000E+02    0.1068747342E+00    0.9410260706E-02
    0.1900000000E+02    0.1172799405E+00    0.1050028786E-01
    0.2100000000E+02    0.1273141196E+00    0.1158678404E-01
    0.2300000000E+02    0.1369967689E+00    0.1266976637E-01
    0.2500000000E+02    0.1463460432E+00    0.1374925186E-01
    0.2700000000E+02    0.1553788684E+00    0.1482525744E-01
    0.2900000000E+02    0.1641110436E+00    0.1589779989E-01
    0.3100000000E+02    0.1725573334E+00    0.1696689591E-01
    0.3300000000E+02    0.1807315512E+00    0.1803256209E-01
    0.3500000000E+02    0.1886466346E+00    0.1909481491E-01
    0.3700000000E+02    0.1963147138E+00    0.2015367074E-01
    0.3900000000E+02    0.2037471734E+00    0.2120914584E-01
    0.4100000000E+02    0.2109547091E+00    0.2226125639E-01
    0.4300000000E+02    0.2179473788E+00    0.2331001845E-01
    0.4500000000E+02    0.2247346494E+00    0.2435544797E-01
    0.4700000000E+02    0.2313254401E+00    0.2539756082E-01
    0.4900000000E+02    0.2377281606E+00    0.2643637276E-01
    0.1000000000E+02    0.6721700962E-01    0.5567109246E-02
    0.3000000000E+02    0.1683690394E+00    0.1643277767E-01
    0.5000000000E+02    0.2408614923E+00    0.2695454578E-01
    0.7000000000E+02    0.2953632105E+00    0.3714848623E-01
    0.9000000000E+02    0.3378321391E+00    0.4702968535E-01
    0.1100000000E+03    0.3718569908E+00    0.5661231774E-01
    0.1300000000E+03    0.3997284378E+00    0.6590971412E-01
    0.1500000000E+03    0.4229773222E+00    0.7493442324E-01
    0.1700000000E+03    0.4426655807E+00    0.8369826838E-01
    0.1900000000E+03    0.4595530100E+00    0.9221239901E-01
    0.2100000000E+03    0.4741975862E+00    0.1004873382E+00
    0.2300000000E+03    0.4870183027E+00    0.1085330258E+00
    0.2500000000E+03    0.4983359064E+00    0.1163588587E+00
    0.2700000000E+03    0.5084000996E+00    0.1239737269E+00
    0.2900000000E+03    0.5174081778E+00    0.1313860476E+00
    0.3100000000E+03    0.5255180934E+00    0.1386037960E+00
    0.3300000000E+03    0.5328577967E+00    0.1456345341E+00
    0.3500000000E+03    0.5395320361E+00    0.1524854371E+00
    0.3700000000E+03    0.5456273899E+00    0.1591633177E+00
    0.3900000000E+03    0.5512160415E+00    0.1656746487E+00
    0.4100000000E+03    0.5563586524E+00    0.1720255842E+00
    0.4300000000E+03    0.5611065726E+00    0.1782219787E+00
    0.4500000000E+03    0.5655035610E+00    0.1842694052E+00
    0.4700000000E+03    0.5695871387E+00    0.1901731718E+00
    0.4900000000E+03    0.5733896618E+00    0.1959383376E+00
    0.1000000000E+03    0.3557344414E+00    0.5185747019E-01
    0.3000000000E+03    0.5215667958E+00    0.1350187613E+00
    0.5000000000E+03    0.5751944418E+00    0.1987704616E+00
    0.7000000000E+03    0.6017093178E+00    0.2491976594E+00
    0.9000000000E+03    0.6175238762E+00    0.2900824677E+00
    0.1100000000E+04    0.6280278959E+00    0.3238993386E+00
    0.1300000000E+04    0.6355117517E+00    0.3523352521E+00
    0.1500000000E+04    0.6411142822E+00    0.3765798877E+00
    0.1700000000E+04    0.6454656829E+00    0.3974962939E+00
    0.1900000000E+04    0.6489429546E+00    0.4157257853E+00
    0.2100000000E+04    0.6517854553E+00    0.4317548548E+00
    0.2300000000E+04    0.6541524625E+00    0.4459592340E+00
    0.2500000000E+04    0.6561540786E+00    0.4586337177E+00
    0.2700000000E+04    0.6578688490E+00    0.4700128435E+00
    0.2900000000E+04    0.6593543116E+00    0.4802855391E+00
    0.3100000000E+04    0.6606535803E+00    0.4896056957E+00
    0.3300000000E+04    0.6617995983E+00    0.4980999296E+00
    0.3500000000E+04    0.6628179698E+00    0.5058733686E+00
    0.3700000000E+04    0.6637288964E+00    0.5130140253E+00
    0.3900000000E+04    0.6645485303E+00    0.5195961434E+00
    0.4100000000E+04    0.6652899407E+00    0.5256827893E+00
    0.4300000000E+04    0.6659638159E+00    0.5313278790E+00
    0.4500000000E+04    0.6665789817E+00    0.5365777798E+00
    0.4700000000E+04    0.6671427901E+00    0.5414725864E+00
    0.4900000000E+04    0.6676614149E+00    0.5460471473E+00
    0.1000000000E+04    0.6232571989E+00    0.3077546712E+00
    0.3000000000E+04    0.6600249614E+00    0.4850562078E+00
    0.5000000000E+04    0.6679054475E+00    0.5482239988E+00
    0.7000000000E+04    0.6713407556E+00    0.5806300488E+00
    0.9000000000E+04    0.6732646024E+00    0.6003450215E+00
    0.1100000000E+05    0.6744946385E+00    0.6136033710E+00
    0.1300000000E+05    0.6753488511E+00    0.6231305969E+00
    0.1500000000E+05    0.6759766597E+00    0.6303074198E+00
    0.1700000000E+05    0.6764575442E+00    0.6359081106E+00
    0.1900000000E+05    0.6768376795E+00    0.6404005078E+00
    0.2100000000E+05    0.6771457261E+00    0.6440839641E+00
    0.2300000000E+05    0.6774004150E+00    0.6471589291E+00
    0.2500000000E+05    0.6776145054E+00    0.6497646788E+00
    0.2700000000E+05    0.6777969884E+00    0.6520009974E+00
    0.2900000000E+05    0.6779543830E+00    0.6539412484E+00
    0.3100000000E+05    0.6780915305E+00    0.6556405761E+00
    0.3300000000E+05    0.6782121019E+00    0.6571412308E+00
    0.3500000000E+05    0.6783189315E+00    0.6584761292E+00
    0.3700000000E+05    0.6784142419E+00    0.6596712970E+00
    0.3900000000E+05    0.6784998013E+00    0.6607475823E+00
    0.4100000000E+05    0.6785770333E+00    0.6617218824E+00
    0.4300000000E+05    0.6786470974E+00    0.6626080372E+00
    0.4500000000E+05    0.6787109474E+00    0.6634174907E+00
    0.4700000000E+05    0.6787693749E+00    0.6641597881E+00
    0.4900000000E+05    0.6788230426E+00    0.6648429538E+00
    0.1000000000E+05    0.6739405643E+00    0.6075653589E+00
    0.3000000000E+05    0.6780252353E+00    0.6548181333E+00
    0.5000000000E+05    0.6788482698E+00    0.6651645271E+00
    0.7000000000E+05    0.6792016780E+00    0.6696994171E+00
    0.9000000000E+05    0.6793982141E+00    0.6722455917E+00
    0.1100000000E+06    0.6795233675E+00    0.6738759701E+00
    0.1300000000E+06    0.6796100576E+00    0.6750093201E+00
    0.1500000000E+06    0.6796736583E+00    0.6758428587E+00
    0.1700000000E+06    0.6797223130E+00    0.6764816527E+00
    0.1900000000E+06    0.6797607382E+00    0.6769868106E+00
    0.2100000000E+06    0.6797918547E+00    0.6773962954E+00
    0.2300000000E+06    0.6798175679E+00    0.6777349347E+00
    0.2500000000E+06    0.6798391736E+00    0.6780196495E+00
    0.2700000000E+06    0.6798575839E+00    0.6782623696E+00
    0.2900000000E+06    0.6798734596E+00    0.6784717477E+00
    0.3100000000E+06    0.6798872908E+00    0.6786542119E+00
    0.3300000000E+06    0.6798994490E+00    0.6788146380E+00
    0.3500000000E+06    0.6799102207E+00    0.6789567910E+00
    0.3700000000E+06    0.6799198307E+00    0.6790836244E+00
    0.3900000000E+06    0.6799284575E+00    0.6791974880E+00
    0.4100000000E+06    0.6799362448E+00    0.6793002741E+00
    0.4300000000E+06    0.6799433097E+00    0.6793935242E+00
    0.4500000000E+06    0.6799497485E+00    0.6794785064E+00
    0.4700000000E+06    0.6799556409E+00    0.6795562736E+00
    0.4900000000E+06    0.6799610538E+00    0.6796277069E+00
    0.1000000000E+06    0.6794670395E+00    0.6731413247E+00
    0.3000000000E+06    0.6798806052E+00    0.6785660090E+00
