     Pressure (Pa)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.1063892139E-02    0.1679740626E-02
    0.3000000000E+01    0.3181721719E-02    0.5014496024E-02
    0.5000000000E+01    0.5286381541E-02    0.8316686046E-02
    0.7000000000E+01    0.7377994068E-02    0.1158678540E-01
    0.9000000000E+01    0.9456680252E-02    0.1482525960E-01
    0.1100000000E+02    0.1152255955E-01    0.1803256523E-01
    0.1300000000E+02    0.1357574996E-01    0.2120915008E-01
    0.1500000000E+02    0.1561636802E-01    0.2435545345E-01
    0.1700000000E+02    0.1764452886E-01    0.2747190627E-01
    0.1900000000E+02    0.1966034621E-01    0.3055893135E-01
    0.2100000000E+02    0.2166393239E-01    0.3361694355E-01
    0.2300000000E+02    0.2365539841E-01    0.3664634996E-01
    0.2500000000E+02    0.2563485390E-01    0.3964755010E-01
    0.2700000000E+02    0.2760240720E-01    0.4262093607E-01
    0.2900000000E+02    0.2955816532E-01    0.4556689277E-01
    0.3100000000E+02    0.3150223402E-01    0.4848579798E-01
    0.3300000000E+02    0.3343471778E-01    0.5137802262E-01
    0.3500000000E+02    0.3535571985E-01    0.5424393083E-01
    0.3700000000E+02    0.3726534226E-01    0.5708388016E-01
    0.3900000000E+02    0.3916368582E-01    0.5989822173E-01
    0.4100000000E+02    0.4105085016E-01    0.6268730034E-01
    0.4300000000E+02    0.4292693375E-01    0.6545145462E-01
    0.4500000000E+02    0.4479203389E-01    0.6819101719E-01
    0.4700000000E+02    0.4664624675E-01    0.7090631478E-01
    0.4900000000E+02    0.4848966738E-01    0.7359766834E-01
    0.1000000000E+02    0.1049121335E-01    0.1643278030E-01
    0.3000000000E+02    0.3053165429E-01    0.4702970347E-01
    0.5000000000E+02    0.4940736001E-01    0.7493446486E-01
    0.7000000000E+02    0.6721700343E-01    0.1004874083E+00
    0.9000000000E+02    0.8404841783E-01    0.1239738288E+00
    0.1100000000E+03    0.9998004557E-01    0.1456346701E+00
    0.1300000000E+03    0.1150821605E+00    0.1656748203E+00
    0.1500000000E+03    0.1294179043E+00    0.1842696132E+00
    0.1700000000E+03    0.1430441687E+00    0.2015699719E+00
    0.1900000000E+03    0.1560123504E+00    0.2177065136E+00
    0.2100000000E+03    0.1683689987E+00    0.2327928540E+00
    0.2300000000E+03    0.1801563737E+00    0.2469282860E+00
    0.2500000000E+03    0.1914129295E+00    0.2601999681E+00
    0.2700000000E+03    0.2021737329E+00    0.2726847227E+00
    0.2900000000E+03    0.2124708286E+00    0.2844505242E+00
    0.3100000000E+03    0.2223335578E+00    0.2955577377E+00
    0.3300000000E+03    0.2317888373E+00    0.3060601542E+00
    0.3500000000E+03    0.2408614049E+00    0.3160058618E+00
    0.3700000000E+03    0.2495740359E+00    0.3254379826E+00
    0.3900000000E+03    0.2579477331E+00    0.3343952970E+00
    0.4100000000E+03    0.2660018968E+00    0.3429127768E+00
    0.4300000000E+03    0.2737544743E+00    0.3510220419E+00
    0.4500000000E+03    0.2812220934E+00    0.3587517520E+00
    0.4700000000E+03    0.2884201818E+00    0.3661279454E+00
    0.4900000000E+03    0.2953630732E+00    0.3731743319E+00
    0.1000000000E+03    0.9212213443E-01    0.1350188800E+00
    0.3000000000E+03    0.2174547529E+00    0.2900829494E+00
    0.5000000000E+03    0.2987430238E+00    0.3765806836E+00
    0.7000000000E+03    0.3557342296E+00    0.4317559009E+00
    0.9000000000E+03    0.3979055887E+00    0.4700140906E+00
    0.1100000000E+04    0.4303725667E+00    0.4981013417E+00
    0.1300000000E+04    0.4561392434E+00    0.5195976939E+00
    0.1500000000E+04    0.4770857542E+00    0.5365794485E+00
    0.1700000000E+04    0.4944489693E+00    0.5503336664E+00
    0.1900000000E+04    0.5090759232E+00    0.5617006303E+00
    0.2100000000E+04    0.5215661825E+00    0.5712522272E+00
    0.2300000000E+04    0.5323560683E+00    0.5793911845E+00
    0.2500000000E+04    0.5417706751E+00    0.5864093089E+00
    0.2700000000E+04    0.5500571892E+00    0.5925232137E+00
    0.2900000000E+04    0.5574069079E+00    0.5978970732E+00
    0.3100000000E+04    0.5639701900E+00    0.6026575856E+00
    0.3300000000E+04    0.5698668509E+00    0.6069040888E+00
    0.3500000000E+04    0.5751935435E+00    0.6107155678E+00
    0.3700000000E+04    0.5800290972E+00    0.6141556131E+00
    0.3900000000E+04    0.5844384454E+00    0.6172759973E+00
    0.4100000000E+04    0.5884755583E+00    0.6201192982E+00
    0.4300000000E+04    0.5921856627E+00    0.6227208535E+00
    0.4500000000E+04    0.5956069438E+00    0.6251102369E+00
    0.4700000000E+04    0.5987718646E+00    0.6273123872E+00
    0.4900000000E+04    0.6017081983E+00    0.6293484823E+00
    0.1000000000E+04    0.4151299880E+00    0.4850575413E+00
    0.3000000000E+04    0.5607787476E+00    0.6003472421E+00
    0.5000000000E+04    0.6030982468E+00    0.6303100199E+00
    0.7000000000E+04    0.6232558201E+00    0.6440868059E+00
    0.9000000000E+04    0.6350477181E+00    0.6520040186E+00
    0.1100000000E+05    0.6427867978E+00    0.6571443958E+00
    0.1300000000E+05    0.6482560544E+00    0.6607508683E+00
    0.1500000000E+05    0.6523263626E+00    0.6634208816E+00
    0.1700000000E+05    0.6554736030E+00    0.6654772667E+00
    0.1900000000E+05    0.6579797973E+00    0.6671097602E+00
    0.2100000000E+05    0.6600226993E+00    0.6684371841E+00
    0.2300000000E+05    0.6617199049E+00    0.6695377460E+00
    0.2500000000E+05    0.6631523159E+00    0.6704650253E+00
    0.2700000000E+05    0.6643774167E+00    0.6712569606E+00
    0.2900000000E+05    0.6654371756E+00    0.6719411688E+00
    0.3100000000E+05    0.6663629486E+00    0.6725382314E+00
    0.3300000000E+05    0.6671786348E+00    0.6730638011E+00
    0.3500000000E+05    0.6679027681E+00    0.6735299938E+00
    0.3700000000E+05    0.6685499434E+00    0.6739463340E+00
    0.3900000000E+05    0.6691318096E+00    0.6743204124E+00
    0.4100000000E+05    0.6696577777E+00    0.6746583532E+00
    0.4300000000E+05    0.6701355334E+00    0.6749651518E+00
    0.4500000000E+05    0.6705714152E+00    0.6752449235E+00
    0.4700000000E+05    0.6709706971E+00    0.6755010891E+00
    0.4900000000E+05    0.6713378030E+00    0.6757365154E+00
    0.1000000000E+05    0.6392809976E+00    0.6548212298E+00
    0.3000000000E+05    0.6659151704E+00    0.6722495184E+00
    0.5000000000E+05    0.6715104813E+00    0.6758472228E+00
    0.7000000000E+05    0.6739373206E+00    0.6774009735E+00
    0.9000000000E+05    0.6752931348E+00    0.6782672979E+00
    0.1100000000E+06    0.6761587524E+00    0.6788197766E+00
    0.1300000000E+06    0.6767593146E+00    0.6792028092E+00
    0.1500000000E+06    0.6772003954E+00    0.6794839900E+00
    0.1700000000E+06    0.6775380726E+00    0.6796991801E+00
    0.1900000000E+06    0.6778048913E+00    0.6798691735E+00
    0.2100000000E+06    0.6780210358E+00    0.6800068580E+00
    0.2300000000E+06    0.6781996892E+00    0.6801206467E+00
    0.2500000000E+06    0.6783498267E+00    0.6802162650E+00
    0.2700000000E+06    0.6784777705E+00    0.6802977444E+00
    0.2900000000E+06    0.6785881024E+00    0.6803680058E+00
    0.3100000000E+06    0.6786842243E+00    0.6804292174E+00
