     Pressure (Pa)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.6333811174E-02    0.7475753303E-03
    0.3000000000E+01    0.1865397387E-01    0.2237815069E-02
    0.5000000000E+01    0.3053165551E-01    0.3721542680E-02
    0.7000000000E+01    0.4199027327E-01    0.5198800756E-02
    0.9000000000E+01    0.5305162057E-01    0.6669631519E-02
    0.1100000000E+02    0.6373600545E-01    0.8134076826E-02
    0.1300000000E+02    0.7406237496E-01    0.9592178170E-02
    0.1500000000E+02    0.8404842728E-01    0.1104397668E-01
    0.1700000000E+02    0.9371071303E-01    0.1248951315E-01
    0.1900000000E+02    0.1030647267E+00    0.1392882800E-01
    0.2100000000E+02    0.1121249896E+00    0.1536196130E-01
    0.2300000000E+02    0.1209051252E+00    0.1678895281E-01
    0.2500000000E+02    0.1294179271E+00    0.1820984191E-01
    0.2700000000E+02    0.1376754220E+00    0.1962466766E-01
    0.2900000000E+02    0.1456889253E+00    0.2103346881E-01
    0.3100000000E+02    0.1534690938E+00    0.2243628374E-01
    0.3300000000E+02    0.1610259725E+00    0.2383315052E-01
    0.3500000000E+02    0.1683690381E+00    0.2522410692E-01
    0.3700000000E+02    0.1755072383E+00    0.2660919037E-01
    0.3900000000E+02    0.1824490286E+00    0.2798843797E-01
    0.4100000000E+02    0.1892024053E+00    0.2936188655E-01
    0.4300000000E+02    0.1957749367E+00    0.3072957258E-01
    0.4500000000E+02    0.2021737908E+00    0.3209153228E-01
    0.4700000000E+02    0.2084057621E+00    0.3344780151E-01
    0.4900000000E+02    0.2144772948E+00    0.3479841588E-01
    0.1000000000E+02    0.5843971860E-01    0.7402649753E-02
    0.3000000000E+02    0.1496075347E+00    0.2173562216E-01
    0.5000000000E+02    0.2174548206E+00    0.3547161353E-01
    0.7000000000E+02    0.2699149231E+00    0.4864716038E-01
    0.9000000000E+02    0.3116892467E+00    0.6129587730E-01
    0.1100000000E+03    0.3457409399E+00    0.7344874328E-01
    0.1300000000E+03    0.3740302813E+00    0.8513435515E-01
    0.1500000000E+03    0.3979058546E+00    0.9637915218E-01
    0.1700000000E+03    0.4183258779E+00    0.1072076159E+00
    0.1900000000E+03    0.4359899180E+00    0.1176424477E+00
    0.2100000000E+03    0.4514206449E+00    0.1277047284E+00
    0.2300000000E+03    0.4650164217E+00    0.1374140596E+00
    0.2500000000E+03    0.4770861856E+00    0.1467886915E+00
    0.2700000000E+03    0.4878732075E+00    0.1558456375E+00
    0.2900000000E+03    0.4975716591E+00    0.1646007770E+00
    0.3100000000E+03    0.5063384049E+00    0.1730689487E+00
    0.3300000000E+03    0.5143015515E+00    0.1812640338E+00
    0.3500000000E+03    0.5215667490E+00    0.1891990329E+00
    0.3700000000E+03    0.5282219053E+00    0.1968861339E+00
    0.3900000000E+03    0.5343407601E+00    0.2043367751E+00
    0.4100000000E+03    0.5399856289E+00    0.2115617016E+00
    0.4300000000E+03    0.5452095328E+00    0.2185710175E+00
    0.4500000000E+03    0.5500578692E+00    0.2253742323E+00
    0.4700000000E+03    0.5545697344E+00    0.2319803046E+00
    0.4900000000E+03    0.5587789801E+00    0.2383976811E+00
    0.1000000000E+03    0.3295400946E+00    0.6743245128E-01
    0.3000000000E+03    0.5020628975E+00    0.1688698447E+00
    0.5000000000E+03    0.5607794780E+00    0.2415381171E+00
    0.7000000000E+03    0.5903698531E+00    0.2961562510E+00
    0.9000000000E+03    0.6081990614E+00    0.3387065115E+00
    0.1100000000E+04    0.6201166134E+00    0.3727905946E+00
    0.1300000000E+04    0.6286445918E+00    0.4007066307E+00
    0.1500000000E+04    0.6350490417E+00    0.4239900004E+00
    0.1700000000E+04    0.6400353074E+00    0.4437055356E+00
    0.1900000000E+04    0.6440274920E+00    0.4606149527E+00
    0.2100000000E+04    0.6472959248E+00    0.4752775430E+00
    0.2300000000E+04    0.6500210642E+00    0.4881132262E+00
    0.2500000000E+04    0.6523279787E+00    0.4994434181E+00
    0.2700000000E+04    0.6543060843E+00    0.5095183134E+00
    0.2900000000E+04    0.6560210032E+00    0.5185355777E+00
    0.3100000000E+04    0.6575219846E+00    0.5266534458E+00
    0.3300000000E+04    0.6588467115E+00    0.5340000864E+00
    0.3500000000E+04    0.6600245077E+00    0.5406804198E+00
    0.3700000000E+04    0.6610785338E+00    0.5467811603E+00
    0.3900000000E+04    0.6620273257E+00    0.5523746009E+00
    0.4100000000E+04    0.6628858942E+00    0.5575214916E+00
    0.4300000000E+04    0.6636665245E+00    0.5622732550E+00
    0.4500000000E+04    0.6643793684E+00    0.5666737100E+00
    0.4700000000E+04    0.6650328880E+00    0.5707604272E+00
    0.4900000000E+04    0.6656341930E+00    0.5745658044E+00
    0.1000000000E+04    0.6146964219E+00    0.3566406362E+00
    0.3000000000E+04    0.6567956534E+00    0.5226983112E+00
    0.5000000000E+04    0.6659171823E+00    0.5763719156E+00
    0.7000000000E+04    0.6699044638E+00    0.6029046047E+00
    0.9000000000E+04    0.6721403388E+00    0.6187282170E+00
    0.1100000000E+05    0.6735709671E+00    0.6292375898E+00
    0.1300000000E+05    0.6745649829E+00    0.6367249309E+00
    0.1500000000E+05    0.6752958005E+00    0.6423298872E+00
    0.1700000000E+05    0.6758557350E+00    0.6466830611E+00
    0.1900000000E+05    0.6762984487E+00    0.6501616780E+00
    0.2100000000E+05    0.6766572641E+00    0.6530052296E+00
    0.2300000000E+05    0.6769539668E+00    0.6553730775E+00
    0.2500000000E+05    0.6772034003E+00    0.6573753793E+00
    0.2700000000E+05    0.6774160277E+00    0.6590907180E+00
    0.2900000000E+05    0.6775994361E+00    0.6605766583E+00
    0.3100000000E+05    0.6777592613E+00    0.6618763333E+00
    0.3300000000E+05    0.6778997772E+00    0.6630227003E+00
    0.3500000000E+05    0.6780242841E+00    0.6640413744E+00
    0.3700000000E+05    0.6781353704E+00    0.6649525654E+00
    0.3900000000E+05    0.6782350951E+00    0.6657724319E+00
    0.4100000000E+05    0.6783251167E+00    0.6665140484E+00
    0.4300000000E+05    0.6784067856E+00    0.6671881069E+00
    0.4500000000E+05    0.6784812130E+00    0.6678034367E+00
    0.4700000000E+05    0.6785493210E+00    0.6683673926E+00
    0.4900000000E+05    0.6786118819E+00    0.6688861506E+00
    0.1000000000E+05    0.6729264300E+00    0.6244645276E+00
    0.3000000000E+05    0.6776820028E+00    0.6612475192E+00
    0.5000000000E+05    0.6786412897E+00    0.6691302450E+00
    0.7000000000E+05    0.6790532867E+00    0.6725663547E+00
    0.9000000000E+05    0.6792824145E+00    0.6744905799E+00
    0.1100000000E+06    0.6794283196E+00    0.6757208188E+00
    0.1300000000E+06    0.6795293790E+00    0.6765751468E+00
    0.1500000000E+06    0.6796035169E+00    0.6772030222E+00
    0.1700000000E+06    0.6796602282E+00    0.6776839444E+00
    0.1900000000E+06    0.6797050123E+00    0.6780640988E+00
    0.2100000000E+06    0.6797412749E+00    0.6783721523E+00
    0.2300000000E+06    0.6797712375E+00    0.6786268399E+00
    0.2500000000E+06    0.6797964113E+00    0.6788409231E+00
    0.2700000000E+06    0.6798178599E+00    0.6790233949E+00
    0.2900000000E+06    0.6798363535E+00    0.6791807753E+00
    0.3100000000E+06    0.6798524637E+00    0.6793179065E+00
    0.3300000000E+06    0.6798666236E+00    0.6794384602E+00
    0.3500000000E+06    0.6798791674E+00    0.6795452710E+00
    0.3700000000E+06    0.6798903569E+00    0.6796405619E+00
    0.3900000000E+06    0.6799004005E+00    0.6797261012E+00
    0.4100000000E+06    0.6799094657E+00    0.6798033129E+00
    0.4300000000E+06    0.6799176889E+00    0.6798733565E+00
    0.4500000000E+06    0.6799251824E+00    0.6799371859E+00
    0.4700000000E+06    0.6799320392E+00    0.6799955928E+00
    0.4900000000E+06    0.6799383373E+00    0.6800492400E+00
    0.1000000000E+06    0.6793626525E+00    0.6751666578E+00
