     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3708390634E-02    0.4213524147E-02    0.1937649661E-03    0.3418671369E-02
    0.3000000000E+01    0.1100100276E-01    0.1235811774E-01    0.5664916762E-03    0.1002791662E-01
    0.5000000000E+01    0.1813271128E-01    0.2014672686E-01    0.9205195121E-03    0.1634965876E-01
    0.7000000000E+01    0.2510888403E-01    0.2760224029E-01    0.1257006234E-02    0.2240235371E-01
    0.9000000000E+01    0.3193465152E-01    0.3474562466E-01    0.1577017423E-02    0.2820290871E-01
    0.1100000000E+02    0.3861491992E-01    0.4159612208E-01    0.1881535612E-02    0.3376684154E-01
    0.1300000000E+02    0.4515438315E-01    0.4817142389E-01    0.2171468336E-02    0.3910842043E-01
    0.1500000000E+02    0.5155753424E-01    0.5448782384E-01    0.2447655253E-02    0.4424078740E-01
    0.1700000000E+02    0.5782867594E-01    0.6056035341E-01    0.2710874452E-02    0.4917606727E-01
    0.1900000000E+02    0.6397193068E-01    0.6640290176E-01    0.2961848058E-02    0.5392546428E-01
    0.2100000000E+02    0.6999124994E-01    0.7202832225E-01    0.3201247231E-02    0.5849934784E-01
    0.2300000000E+02    0.7589042295E-01    0.7744852724E-01    0.3429696631E-02    0.6290732893E-01
    0.2500000000E+02    0.8167308502E-01    0.8267457263E-01    0.3647778402E-02    0.6715832822E-01
    0.2700000000E+02    0.8734272517E-01    0.8771673357E-01    0.3856035768E-02    0.7126063700E-01
    0.2900000000E+02    0.9290269351E-01    0.9258457212E-01    0.4054976241E-02    0.7522197174E-01
    0.3100000000E+02    0.9835620803E-01    0.9728699812E-01    0.4245074535E-02    0.7904952310E-01
    0.3300000000E+02    0.1037063611E+00    0.1018323239E+00    0.4426775174E-02    0.8274999997E-01
    0.3500000000E+02    0.1089561254E+00    0.1062283133E+00    0.4600494869E-02    0.8632966921E-01
    0.3700000000E+02    0.1141083599E+00    0.1104822268E+00    0.4766624657E-02    0.8979439149E-01
    0.3900000000E+02    0.1191658150E+00    0.1146008610E+00    0.4925531855E-02    0.9314965366E-01
    0.4100000000E+02    0.1241311378E+00    0.1185905853E+00    0.5077561822E-02    0.9640059815E-01
    0.4300000000E+02    0.1290068769E+00    0.1224573753E+00    0.5223039581E-02    0.9955204956E-01
    0.4500000000E+02    0.1337954869E+00    0.1262068424E+00    0.5362271280E-02    0.1026085389E+00
    0.4700000000E+02    0.1384993327E+00    0.1298442611E+00    0.5495545542E-02    0.1055743256E+00
    0.4900000000E+02    0.1431206935E+00    0.1333745943E+00    0.5623134688E-02    0.1084534174E+00
    0.1000000000E+02    0.3529267490E-01    0.3820634407E-01    0.1731154752E-02    0.3101353337E-01
    0.3000000000E+02    0.9564256136E-01    0.9495592877E-01    0.4151102199E-02    0.7715204023E-01
    0.5000000000E+02    0.1454011318E+00    0.1351010751E+00    0.5684878266E-02    0.1098616410E+00
    0.7000000000E+02    0.1871743560E+00    0.1650106251E+00    0.6676696783E-02    0.1342839652E+00
    0.9000000000E+02    0.2227724747E+00    0.1881636623E+00    0.7319803293E-02    0.1532298324E+00
    0.1100000000E+03    0.2534926564E+00    0.2066218576E+00    0.7730442502E-02    0.1683661533E+00
    0.1300000000E+03    0.2802892280E+00    0.2216847931E+00    0.7982120128E-02    0.1807444515E+00
    0.1500000000E+03    0.3038803428E+00    0.2342124364E+00    0.8123097057E-02    0.1910610616E+00
    0.1700000000E+03    0.3248171275E+00    0.2447966190E+00    0.8185997267E-02    0.1997955543E+00
    0.1900000000E+03    0.3435298423E+00    0.2538580408E+00    0.8193390326E-02    0.2072890783E+00
    0.2100000000E+03    0.3603595018E+00    0.2617039917E+00    0.8161183305E-02    0.2137909989E+00
    0.2300000000E+03    0.3755800327E+00    0.2685641799E+00    0.8100757857E-02    0.2194878586E+00
    0.2500000000E+03    0.3894141196E+00    0.2746137796E+00    0.8020357711E-02    0.2245220167E+00
    0.2700000000E+03    0.4020447430E+00    0.2799887202E+00    0.7926012506E-02    0.2290040186E+00
    0.2900000000E+03    0.4136237199E+00    0.2847961025E+00    0.7822166262E-02    0.2330210273E+00
    0.3100000000E+03    0.4242781203E+00    0.2891214633E+00    0.7712112912E-02    0.2366427057E+00
    0.3300000000E+03    0.4341151513E+00    0.2930339468E+00    0.7598303014E-02    0.2399254064E+00
    0.3500000000E+03    0.4432259230E+00    0.2965900559E+00    0.7482562817E-02    0.2429152123E+00
    0.3700000000E+03    0.4516883832E+00    0.2998364177E+00    0.7366252678E-02    0.2456501786E+00
    0.3900000000E+03    0.4595696295E+00    0.3028118526E+00    0.7250382900E-02    0.2481620113E+00
    0.4100000000E+03    0.4669277470E+00    0.3055489443E+00    0.7135699250E-02    0.2504773416E+00
    0.4300000000E+03    0.4738132828E+00    0.3080752449E+00    0.7022746667E-02    0.2526187043E+00
