     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.5809375144E-02    0.2646219029E-02    0.1941227253E-03    0.1717580482E-02
    0.3000000000E+01    0.1712904348E-01    0.7834679663E-02    0.5695813290E-03    0.5085555072E-02
    0.5000000000E+01    0.2806696022E-01    0.1288900621E-01    0.9287630315E-03    0.8366853126E-02
    0.7000000000E+01    0.3864235023E-01    0.1781435882E-01    0.1272540327E-02    0.1156480442E-01
    0.9000000000E+01    0.4887316443E-01    0.2261563603E-01    0.1601728245E-02    0.1468257000E-01
    0.1100000000E+02    0.5877618357E-01    0.2729749105E-01    0.1917088870E-02    0.1772315273E-01
    0.1300000000E+02    0.6836711193E-01    0.3186434702E-01    0.2219335455E-02    0.2068940707E-01
    0.1500000000E+02    0.7766066229E-01    0.3632041102E-01    0.2509136151E-02    0.2358404814E-01
    0.1700000000E+02    0.8667063289E-01    0.4066968709E-01    0.2787117414E-02    0.2640966013E-01
    0.1900000000E+02    0.9540997744E-01    0.4491598840E-01    0.3053867106E-02    0.2916870412E-01
    0.2100000000E+02    0.1038908687E+00    0.4906294840E-01    0.3309937329E-02    0.3186352527E-01
    0.2300000000E+02    0.1121247564E+00    0.5311403139E-01    0.3555847013E-02    0.3449635964E-01
    0.2500000000E+02    0.1201224205E+00    0.5707254217E-01    0.3792084295E-02    0.3706934044E-01
    0.2700000000E+02    0.1278940189E+00    0.6094163517E-01    0.4019108685E-02    0.3958450385E-01
    0.2900000000E+02    0.1354491322E+00    0.6472432288E-01    0.4237353071E-02    0.4204379453E-01
    0.3100000000E+02    0.1427968040E+00    0.6842348376E-01    0.4447225546E-02    0.4444907067E-01
    0.3300000000E+02    0.1499455779E+00    0.7204186964E-01    0.4649111100E-02    0.4680210878E-01
    0.3500000000E+02    0.1569035318E+00    0.7558211255E-01    0.4843373171E-02    0.4910460810E-01
    0.3700000000E+02    0.1636783093E+00    0.7904673122E-01    0.5030355078E-02    0.5135819476E-01
    0.3900000000E+02    0.1702771483E+00    0.8243813713E-01    0.5210381342E-02    0.5356442572E-01
    0.4100000000E+02    0.1767069078E+00    0.8575864009E-01    0.5383758908E-02    0.5572479236E-01
    0.4300000000E+02    0.1829740923E+00    0.8901045361E-01    0.5550778274E-02    0.5784072391E-01
    0.4500000000E+02    0.1890848745E+00    0.9219569985E-01    0.5711714533E-02    0.5991359069E-01
    0.4700000000E+02    0.1950451164E+00    0.9531641428E-01    0.5866828345E-02    0.6194470708E-01
    0.4900000000E+02    0.2008603883E+00    0.9837455007E-01    0.6016366830E-02    0.6393533436E-01
    0.1000000000E+02    0.5386464267E-01    0.2497120964E-01    0.1761091292E-02    0.1621232745E-01
    0.3000000000E+02    0.1391483530E+00    0.6658416930E-01    0.4343311213E-02    0.4325307153E-01
    0.5000000000E+02    0.2037153260E+00    0.9988073985E-01    0.6089119054E-02    0.6491584488E-01
    0.7000000000E+02    0.2543615432E+00    0.1271375227E+00    0.7302422206E-02    0.8267057443E-01
    0.9000000000E+02    0.2951903981E+00    0.1498686409E+00    0.8162303485E-02    0.9749524440E-01
    0.1100000000E+03    0.3288282917E+00    0.1691204126E+00    0.8779680330E-02    0.1100659377E+00
    0.1300000000E+03    0.3570360218E+00    0.1856391552E+00    0.9226070397E-02    0.1208650765E+00
    0.1500000000E+03    0.3810394189E+00    0.1999715807E+00    0.9549147948E-02    0.1302461949E+00
    0.1700000000E+03    0.4017189524E+00    0.2125273939E+00    0.9781597647E-02    0.1384743343E+00
    0.1900000000E+03    0.4197238637E+00    0.2236197162E+00    0.9946371926E-02    0.1457521352E+00
    0.2100000000E+03    0.4355437280E+00    0.2334919893E+00    0.1005992692E-01    0.1522372060E+00
    0.2300000000E+03    0.4495549109E+00    0.2423363569E+00    0.1013427671E-01    0.1580539930E+00
    0.2500000000E+03    0.4620516454E+00    0.2503065161E+00    0.1017833304E-01    0.1633020810E+00
    0.2700000000E+03    0.4732673705E+00    0.2575268871E+00    0.1019879993E-01    0.1680621176E+00
    0.2900000000E+03    0.4833897239E+00    0.2640992773E+00    0.1020078381E-01    0.1724001190E+00
    0.3100000000E+03    0.4925712910E+00    0.2701078021E+00    0.1018821766E-01    0.1763706508E+00
    0.3300000000E+03    0.5009374530E+00    0.2756225744E+00    0.1016416069E-01    0.1800192131E+00
    0.3500000000E+03    0.5085922099E+00    0.2807025059E+00    0.1013101358E-01    0.1833840525E+00
    0.3700000000E+03    0.5156225645E+00    0.2853974625E+00    0.1009067511E-01    0.1864975554E+00
    0.3900000000E+03    0.5221018676E+00    0.2897499387E+00    0.1004465764E-01    0.1893873316E+00
    0.4100000000E+03    0.5280924008E+00    0.2937963741E+00    0.9994173280E-02    0.1920770667E+00
    0.4300000000E+03    0.5336473925E+00    0.2975681967E+00    0.9940198852E-02    0.1945871963E+00
    0.4500000000E+03    0.5388126083E+00    0.3010926571E+00    0.9883525362E-02    0.1969354471E+00
    0.4700000000E+03    0.5436276166E+00    0.3043935023E+00    0.9824796023E-02    0.1991372727E+00
    0.4900000000E+03    0.5481268046E+00    0.3074915216E+00    0.9764535729E-02    0.2012062075E+00
    0.1000000000E+03    0.3127826691E+00    0.1598771819E+00    0.8496137457E-02    0.1040285594E+00
