pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0006305357,0.0000159748,0.0001093144,0.0000027695,
0.05,0.0035000000,0.0000766796,0.0006067863,0.0000132938,
0.1,0.0069491071,0.0002012624,0.0012047494,0.0000348924,
0.5,0.0357544643,0.0006879793,0.0061986623,0.0001192733,
1,0.0712200000,0.0019611270,0.0123472337,0.0003399957,
5,0.3398126786,0.0070603100,0.0589124763,0.0012240283,
10,0.6562423214,0.0087704722,0.1137710940,0.0015205149,
50,2.1750519643,0.0262888285,0.3770833324,0.0045576286,
1e2,2.8604830357,0.0304077384,0.4959148071,0.0052717137,
5e2,3.7404896429,0.0180995041,0.6484793570,0.0031378659,
1e3,3.8629733929,0.0044924163,0.6697140591,0.0007788390,
5e3,3.9704526786,0.0024626414,0.6883474747,0.0004269420,
1e4,3.9851194643,0.0014930044,0.6908902188,0.0002588384,
5e4,3.9978939286,0.0016461714,0.6931048958,0.0002853926,
1e5,3.9987591071,0.0007413288,0.6932548896,0.0001285223,
5e5,4.0010225000,0.0017746389,0.6936472884,0.0003076647,
1e6,4.0019357143,0.0028348039,0.6938056101,0.0004914629,
5e6,4.0025475000,0.0029118542,0.6939116738,0.0005048209,
1e7,4.0057219643,0.0085916993,0.6944620228,0.0014895215,
5e7,4.0161064286,0.0109940863,0.6962623515,0.0019060173,
1e8,4.2318930357,0.2182767919,0.7336727372,0.0378421028,
5e8,8.0000000000,0.0000000000,1.3869400402,0.0000000000,
1e9,8.0811007143,0.0758179385,1.4010002687,0.0131443668,
5e9,8.2444060714,0.0155287457,1.4293121111,0.0026921799,
1e10,8.5000000000,0.0000000000,1.4736237928,0.0000000000,
5e10,8.5000000000,0.0000000000,1.4736237928,0.0000000000,
1e11,8.5000000000,0.0000000000,1.4736237928,0.0000000000,
