     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.5293196698E-03    0.4734454642E-02    0.7435416813E-03    0.8489098324E-02
    0.3000000000E+01    0.1567723825E-02    0.1370397644E-01    0.2202217211E-02    0.2458286426E-01
    0.5000000000E+01    0.2580241371E-02    0.2206387277E-01    0.3624550782E-02    0.3960083618E-01
    0.7000000000E+01    0.3568108680E-02    0.2987370310E-01    0.5012277916E-02    0.5365226938E-01
    0.9000000000E+01    0.4532481713E-02    0.3718532650E-01    0.6367021270E-02    0.6683195486E-01
    0.1100000000E+02    0.5474442526E-02    0.4404412692E-01    0.7690299767E-02    0.7922254417E-01
    0.1300000000E+02    0.6395005155E-02    0.5049000980E-01    0.8983536853E-02    0.9089643928E-01
    0.1500000000E+02    0.7295120942E-02    0.5655821839E-01    0.1024806798E-01    0.1019173396E+00
    0.1700000000E+02    0.8175683366E-02    0.6228000705E-01    0.1148514737E-01    0.1123415166E+00
    0.1900000000E+02    0.9037532433E-02    0.6768319990E-01    0.1269595420E-01    0.1222188705E+00
    0.2100000000E+02    0.9881458670E-02    0.7279265720E-01    0.1388159819E-01    0.1315938112E+00
    0.2300000000E+02    0.1070820676E-01    0.7763066683E-01    0.1504312471E-01    0.1405059964E+00
    0.2500000000E+02    0.1151847887E-01    0.8221727459E-01    0.1618151947E-01    0.1489909545E+00
    0.2700000000E+02    0.1231293768E-01    0.8657056435E-01    0.1729771271E-01    0.1570806106E+00
    0.2900000000E+02    0.1309220916E-01    0.9070689665E-01    0.1839258318E-01    0.1648037348E+00
    0.3100000000E+02    0.1385688510E-01    0.9464111288E-01    0.1946696166E-01    0.1721863247E+00
    0.3300000000E+02    0.1460752549E-01    0.9838671084E-01    0.2052163424E-01    0.1792519335E+00
    0.3500000000E+02    0.1534466060E-01    0.1019559960E+00    0.2155734534E-01    0.1860219524E+00
    0.3700000000E+02    0.1606879300E-01    0.1053602129E+00    0.2257480049E-01    0.1925158548E+00
    0.3900000000E+02    0.1678039935E-01    0.1086096585E+00    0.2357466885E-01    0.1987514078E+00
    0.4100000000E+02    0.1747993211E-01    0.1117137823E+00    0.2455758556E-01    0.2047448565E+00
    0.4300000000E+02    0.1816782102E-01    0.1146812729E+00    0.2552415395E-01    0.2105110847E+00
    0.4500000000E+02    0.1884447460E-01    0.1175201343E+00    0.2647494750E-01    0.2160637556E+00
    0.4700000000E+02    0.1951028140E-01    0.1202377531E+00    0.2741051170E-01    0.2214154353E+00
    0.4900000000E+02    0.2016561129E-01    0.1228409581E+00    0.2833136578E-01    0.2265777016E+00
    0.1000000000E+02    0.5006198740E-02    0.4066871743E-01    0.7032502514E-02    0.7312114080E-01
    0.3000000000E+02    0.1347633585E-01    0.9269839605E-01    0.1893228378E-01    0.1685360707E+00
