     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.4235676735E-02    0.6333811161E-02
    0.3000000000E+01    0.1255069431E-01    0.1865397376E-01
    0.5000000000E+01    0.2066359749E-01    0.3053165521E-01
    0.7000000000E+01    0.2858166702E-01    0.4199027269E-01
    0.9000000000E+01    0.3631183811E-01    0.5305161963E-01
    0.1100000000E+02    0.4386072066E-01    0.6373600408E-01
    0.1300000000E+02    0.5123461816E-01    0.7406237308E-01
    0.1500000000E+02    0.5843954519E-01    0.8404842484E-01
    0.1700000000E+02    0.6548124382E-01    0.9371070995E-01
    0.1900000000E+02    0.7236519886E-01    0.1030647229E+00
    0.2100000000E+02    0.7909665209E-01    0.1121249851E+00
    0.2300000000E+02    0.8568061561E-01    0.1209051199E+00
    0.2500000000E+02    0.9212188426E-01    0.1294179210E+00
    0.2700000000E+02    0.9842504726E-01    0.1376754149E+00
    0.2900000000E+02    0.1045944992E+00    0.1456889173E+00
    0.3100000000E+02    0.1106344500E+00    0.1534690849E+00
    0.3300000000E+02    0.1165489348E+00    0.1610259626E+00
    0.3500000000E+02    0.1223418229E+00    0.1683690272E+00
    0.3700000000E+02    0.1280168260E+00    0.1755072263E+00
    0.3900000000E+02    0.1335775062E+00    0.1824490155E+00
    0.4100000000E+02    0.1390272837E+00    0.1892023910E+00
    0.4300000000E+02    0.1443694435E+00    0.1957749212E+00
    0.4500000000E+02    0.1496071422E+00    0.2021737742E+00
    0.4700000000E+02    0.1547434140E+00    0.2084057442E+00
    0.4900000000E+02    0.1597811768E+00    0.2144772758E+00
    0.1000000000E+02    0.4010853951E-01    0.5843971745E-01
    0.3000000000E+02    0.1076304060E+00    0.1496075263E+00
    0.5000000000E+02    0.1622639987E+00    0.2174548008E+00
    0.7000000000E+02    0.2073779113E+00    0.2699148899E+00
    0.9000000000E+02    0.2452608895E+00    0.3116891987E+00
    0.1100000000E+03    0.2775224266E+00    0.3457408764E+00
    0.1300000000E+03    0.3053273444E+00    0.3740302019E+00
    0.1500000000E+03    0.3295394386E+00    0.3979057592E+00
    0.1700000000E+03    0.3508128207E+00    0.4183257665E+00
    0.1900000000E+03    0.3696519033E+00    0.4359897906E+00
    0.2100000000E+03    0.3864519068E+00    0.4514205018E+00
    0.2300000000E+03    0.4015268896E+00    0.4650162631E+00
    0.2500000000E+03    0.4151295646E+00    0.4770860117E+00
    0.2700000000E+03    0.4274655801E+00    0.4878730186E+00
    0.2900000000E+03    0.4387039892E+00    0.4975714555E+00
    0.3100000000E+03    0.4489850430E+00    0.5063381868E+00
    0.3300000000E+03    0.4584260738E+00    0.5143013193E+00
