     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.7377970841E-02    0.3181721718E-02
    0.3000000000E+01    0.2166386600E-01    0.9456680247E-02
    0.5000000000E+01    0.3535561432E-01    0.1561636801E-01
    0.7000000000E+01    0.4848952636E-01    0.2166393237E-01
    0.9000000000E+01    0.6109901300E-01    0.2760240716E-01
    0.1100000000E+02    0.7321486917E-01    0.3343471773E-01
    0.1300000000E+02    0.8486552503E-01    0.3916368576E-01
    0.1500000000E+02    0.9607726864E-01    0.4479203382E-01
    0.1700000000E+02    0.1068744440E+00    0.5032238966E-01
    0.1900000000E+02    0.1172796275E+00    0.5575729034E-01
    0.2100000000E+02    0.1273137855E+00    0.6109918609E-01
    0.2300000000E+02    0.1369964152E+00    0.6635044396E-01
    0.2500000000E+02    0.1463456713E+00    0.7151335139E-01
    0.2700000000E+02    0.1553784797E+00    0.7659011947E-01
    0.2900000000E+02    0.1641106393E+00    0.8158288612E-01
    0.3100000000E+02    0.1725569146E+00    0.8649371911E-01
    0.3300000000E+02    0.1807311190E+00    0.9132461886E-01
    0.3500000000E+02    0.1886461899E+00    0.9607752123E-01
    0.3700000000E+02    0.1963142576E+00    0.1007543000E+00
    0.3900000000E+02    0.2037467064E+00    0.1053567696E+00
    0.4100000000E+02    0.2109542321E+00    0.1098866870E+00
    0.4300000000E+02    0.2179468925E+00    0.1143457543E+00
    0.4500000000E+02    0.2247341545E+00    0.1187356209E+00
    0.4700000000E+02    0.2313249371E+00    0.1230578853E+00
    0.4900000000E+02    0.2377276502E+00    0.1273140970E+00
    0.1000000000E+02    0.6721681532E-01    0.3053165425E-01
    0.3000000000E+02    0.1683686278E+00    0.8404841775E-01
    0.5000000000E+02    0.2408609784E+00    0.1294179045E+00
    0.7000000000E+02    0.2953626474E+00    0.1683689996E+00
    0.9000000000E+02    0.3378315526E+00    0.2021737348E+00
    0.1100000000E+03    0.3718563940E+00    0.2317888404E+00
    0.1300000000E+03    0.3997278372E+00    0.2579477377E+00
    0.1500000000E+03    0.4229767209E+00    0.2812220996E+00
    0.1700000000E+03    0.4426649799E+00    0.3020641106E+00
    0.1900000000E+03    0.4595524099E+00    0.3208361348E+00
    0.2100000000E+03    0.4741969865E+00    0.3378319634E+00
    0.2300000000E+03    0.4870177028E+00    0.3532923022E+00
    0.2500000000E+03    0.4983353058E+00    0.3674162437E+00
    0.2700000000E+03    0.5083994975E+00    0.3803698869E+00
    0.2900000000E+03    0.5174075735E+00    0.3922929005E+00
    0.3100000000E+03    0.5255174861E+00    0.4033035783E+00
    0.3300000000E+03    0.5328571858E+00    0.4135027780E+00
    0.3500000000E+03    0.5395314212E+00    0.4229770193E+00
    0.3700000000E+03    0.5456267703E+00    0.4318009444E+00
    0.3900000000E+03    0.5512154168E+00    0.4400392886E+00
    0.4100000000E+03    0.5563580223E+00    0.4477484710E+00
    0.4300000000E+03    0.5611059365E+00    0.4549778885E+00
    0.4500000000E+03    0.5655029188E+00    0.4617709754E+00
    0.4700000000E+03    0.5695864901E+00    0.4681660765E+00
    0.4900000000E+03    0.5733890065E+00    0.4741971716E+00
    0.1000000000E+03    0.3557338487E+00    0.2174547554E+00
    0.3000000000E+03    0.5215661900E+00    0.3979056089E+00
    0.5000000000E+03    0.5751937831E+00    0.4770857927E+00
    0.7000000000E+03    0.6017085844E+00    0.5215662369E+00
    0.9000000000E+03    0.6175230658E+00    0.5500572577E+00
    0.1100000000E+04    0.6280270125E+00    0.5698669319E+00
    0.1300000000E+04    0.6355108009E+00    0.5844385376E+00
    0.1500000000E+04    0.6411132699E+00    0.5956070464E+00
    0.1700000000E+04    0.6454646145E+00    0.6044399586E+00
    0.1900000000E+04    0.6489418350E+00    0.6116005616E+00
    0.2100000000E+04    0.6517842887E+00    0.6175227056E+00
    0.2300000000E+04    0.6541512528E+00    0.6225021130E+00
    0.2500000000E+04    0.6561528291E+00    0.6267472963E+00
    0.2700000000E+04    0.6578675626E+00    0.6304094993E+00
    0.2900000000E+04    0.6593529910E+00    0.6336010948E+00
    0.3100000000E+04    0.6606522278E+00    0.6364073186E+00
    0.3300000000E+04    0.6617982159E+00    0.6388939947E+00
    0.3500000000E+04    0.6628165593E+00    0.6411127638E+00
    0.3700000000E+04    0.6637274595E+00    0.6431047079E+00
    0.3900000000E+04    0.6645470686E+00    0.6449029183E+00
    0.4100000000E+04    0.6652884555E+00    0.6465343475E+00
    0.4300000000E+04    0.6659623083E+00    0.6480211703E+00
    0.4500000000E+04    0.6665774528E+00    0.6493817971E+00
    0.4700000000E+04    0.6671412411E+00    0.6506316404E+00
    0.4900000000E+04    0.6676598467E+00    0.6517837011E+00
    0.1000000000E+04    0.6232563513E+00    0.5607788225E+00
    0.3000000000E+04    0.6600236246E+00    0.6350478800E+00
    0.5000000000E+04    0.6679038700E+00    0.6523265802E+00
    0.7000000000E+04    0.6713390263E+00    0.6600229603E+00
    0.9000000000E+04    0.6732627639E+00    0.6643777142E+00
    0.1100000000E+05    0.6744927149E+00    0.6671789643E+00
    0.1300000000E+05    0.6753468578E+00    0.6691321678E+00
    0.1500000000E+05    0.6759746074E+00    0.6705717996E+00
    0.1700000000E+05    0.6764554407E+00    0.6716768801E+00
    0.1900000000E+05    0.6768355307E+00    0.6725518873E+00
    0.2100000000E+05    0.6771435365E+00    0.6732618973E+00
    0.2300000000E+05    0.6773981885E+00    0.6738495584E+00
    0.2500000000E+05    0.6776122450E+00    0.6743439865E+00
    0.2700000000E+05    0.6777946968E+00    0.6747657382E+00
    0.2900000000E+05    0.6779520622E+00    0.6751297405E+00
    0.3100000000E+05    0.6780891825E+00    0.6754470946E+00
    0.3300000000E+05    0.6782097283E+00    0.6757262275E+00
    0.3500000000E+05    0.6783165337E+00    0.6759736520E+00
    0.3700000000E+05    0.6784118213E+00    0.6761944806E+00
    0.3900000000E+05    0.6784973589E+00    0.6763927827E+00
    0.4100000000E+05    0.6785745701E+00    0.6765718379E+00
    0.4300000000E+05    0.6786446144E+00    0.6767343187E+00
    0.4500000000E+05    0.6787084454E+00    0.6768824245E+00
    0.4700000000E+05    0.6787668547E+00    0.6770179821E+00
    0.4900000000E+05    0.6788205050E+00    0.6771425215E+00
    0.1000000000E+05    0.6739386808E+00    0.6659154844E+00
    0.3000000000E+05    0.6780229007E+00    0.6752936696E+00
    0.5000000000E+05    0.6788457236E+00    0.6772010708E+00
    0.7000000000E+05    0.6791989877E+00    0.6780218205E+00
    0.9000000000E+05    0.6793954127E+00    0.6784786467E+00
    0.1100000000E+06    0.6795204750E+00    0.6787696708E+00
    0.1300000000E+06    0.6796070875E+00    0.6789712924E+00
    0.1500000000E+06    0.6796706202E+00    0.6791192222E+00
    0.1700000000E+06    0.6797192144E+00    0.6792323868E+00
    0.1900000000E+06    0.6797575850E+00    0.6793217525E+00
    0.2100000000E+06    0.6797886516E+00    0.6793941123E+00
    0.2300000000E+06    0.6798143188E+00    0.6794538984E+00
    0.2500000000E+06    0.6798358818E+00    0.6795041260E+00
    0.2700000000E+06    0.6798542523E+00    0.6795469177E+00
    0.2900000000E+06    0.6798700905E+00    0.6795838107E+00
    0.3100000000E+06    0.6798838864E+00    0.6796159461E+00
    0.3300000000E+06    0.6798960112E+00    0.6796441883E+00
    0.3500000000E+06    0.6799067513E+00    0.6796692044E+00
    0.3700000000E+06    0.6799163311E+00    0.6796915172E+00
    0.3900000000E+06    0.6799249290E+00    0.6797115423E+00
    0.4100000000E+06    0.6799326887E+00    0.6797296145E+00
    0.4300000000E+06    0.6799397272E+00    0.6797460061E+00
    0.4500000000E+06    0.6799461405E+00    0.6797609411E+00
    0.4700000000E+06    0.6799520084E+00    0.6797746054E+00
    0.4900000000E+06    0.6799573977E+00    0.6797871544E+00
    0.1000000000E+06    0.6794641906E+00    0.6786386796E+00
    0.3000000000E+06    0.6798772182E+00    0.6796004137E+00
    0.5000000000E+06    0.6799599308E+00    0.6797930525E+00
    0.7000000000E+06    0.6799954060E+00    0.6798756298E+00
