     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.9456650613E-02    0.1063892134E-02
    0.3000000000E+01    0.2760232371E-01    0.3181721677E-02
    0.5000000000E+01    0.4479190308E-01    0.5286381426E-02
    0.7000000000E+01    0.6109901380E-01    0.7377993847E-02
    0.9000000000E+01    0.7658991071E-01    0.9456679893E-02
    0.1100000000E+02    0.9132437811E-01    0.1152255902E-01
    0.1300000000E+02    0.1053565009E+00    0.1357574923E-01
    0.1500000000E+02    0.1187353277E+00    0.1561636707E-01
    0.1700000000E+02    0.1315054443E+00    0.1764452766E-01
    0.1900000000E+02    0.1437074691E+00    0.1966034473E-01
    0.2100000000E+02    0.1553784856E+00    0.2166393063E-01
    0.2300000000E+02    0.1665524184E+00    0.2365539632E-01
    0.2500000000E+02    0.1772603623E+00    0.2563485147E-01
    0.2700000000E+02    0.1875308719E+00    0.2760240440E-01
    0.2900000000E+02    0.1973902152E+00    0.2955816214E-01
    0.3100000000E+02    0.2068625986E+00    0.3150223044E-01
    0.3300000000E+02    0.2159703647E+00    0.3343471378E-01
    0.3500000000E+02    0.2247341686E+00    0.3535571541E-01
    0.3700000000E+02    0.2331731342E+00    0.3726533737E-01
    0.3900000000E+02    0.2413049935E+00    0.3916368045E-01
    0.4100000000E+02    0.2491462111E+00    0.4105084431E-01
    0.4300000000E+02    0.2567120951E+00    0.4292692739E-01
    0.4500000000E+02    0.2640168973E+00    0.4479202701E-01
    0.4700000000E+02    0.2710739025E+00    0.4664623934E-01
    0.4900000000E+02    0.2778955093E+00    0.4848965943E-01
    0.1000000000E+02    0.8404819247E-01    0.1049121291E-01
    0.3000000000E+02    0.2021733390E+00    0.3053165091E-01
    0.5000000000E+02    0.2812216885E+00    0.4940735178E-01
    0.7000000000E+02    0.3378315934E+00    0.6721698900E-01
    0.9000000000E+02    0.3803695790E+00    0.8404839620E-01
    0.1100000000E+03    0.4135025388E+00    0.9998001601E-01
    0.1300000000E+03    0.4400391186E+00    0.1150821224E+00
    0.1500000000E+03    0.4617708726E+00    0.1294178573E+00
    0.1700000000E+03    0.4798944404E+00    0.1430441124E+00
    0.1900000000E+03    0.4952395576E+00    0.1560122846E+00
    0.2100000000E+03    0.5083996649E+00    0.1683689231E+00
    0.2300000000E+03    0.5198104343E+00    0.1801562883E+00
    0.2500000000E+03    0.5297989304E+00    0.1914128341E+00
    0.2700000000E+03    0.5386154681E+00    0.2021736276E+00
    0.2900000000E+03    0.5464548781E+00    0.2124707133E+00
    0.3100000000E+03    0.5534710728E+00    0.2223334325E+00
    0.3300000000E+03    0.5597872521E+00    0.2317887021E+00
    0.3500000000E+03    0.5655032007E+00    0.2408612599E+00
    0.3700000000E+03    0.5707005982E+00    0.2495738811E+00
    0.3900000000E+03    0.5754469471E+00    0.2579475687E+00
    0.4100000000E+03    0.5797985212E+00    0.2660017228E+00
    0.4300000000E+03    0.5838026067E+00    0.2737542908E+00
    0.4500000000E+03    0.5874992279E+00    0.2812219005E+00
    0.4700000000E+03    0.5909224898E+00    0.2884199797E+00
    0.4900000000E+03    0.5941016328E+00    0.2953628619E+00
    0.1000000000E+03    0.3979053350E+00    0.9212210892E-01
    0.3000000000E+03    0.5500575546E+00    0.2174546327E+00
